day,hour,precinct,criminal,traffic,population,age,max_crime,min_crime,max_traffic,min_traffic,max_crime_time,min_crime_time,max_traffic_time,min_traffic_time,max_crime_change,max_traffic_change
0,8,113,200,21462,239699,35.9,258.0,89.0,36909.0,1669.0,15.0,4.0,15.0,3.0,2.9,22.11
0,8,120,103,91,172369,35.9,153.0,27.0,247.0,32.0,18.0,5.0,15.0,2.0,5.67,7.72
0,8,70,83,368,162030,34.3,158.0,29.0,476.0,87.0,15.0,4.0,7.0,11.0,5.45,5.47
0,8,69,54,10,88367,37.1,89.0,16.0,35.0,5.0,16.0,5.0,16.0,12.0,5.56,7.0
0,8,66,51,49,164842,27.9,88.0,18.0,118.0,44.0,20.0,6.0,17.0,21.0,4.89,2.68
0,8,114,158,6037,172468,35.1,199.0,91.0,7987.0,1660.0,18.0,5.0,7.0,19.0,2.19,4.81
0,8,76,99,4263,42463,36.5,103.0,10.0,4263.0,299.0,12.0,4.0,8.0,3.0,10.3,14.26
0,8,63,53,31,116657,38.6,100.0,18.0,52.0,3.0,18.0,6.0,0.0,9.0,5.56,17.33
0,8,45,78,17,122417,42.9,127.0,14.0,1000.0,1.0,17.0,5.0,6.0,4.0,9.07,1000.0
0,8,106,67,74,137073,38.7,124.0,24.0,101.0,25.0,20.0,6.0,16.0,3.0,5.17,4.04
0,8,10,126,52904,77205,37.1,199.0,108.0,67629.0,8528.0,12.0,6.0,18.0,4.0,1.84,7.93
0,8,78,97,2217,73881,35.4,141.0,60.0,6353.0,689.0,14.0,5.0,22.0,4.0,2.35,9.22
0,8,6,135,65648,66772,36.5,178.0,115.0,114054.0,15787.0,17.0,7.0,22.0,5.0,1.55,7.22
0,8,5,142,22917,44898,40.0,249.0,62.0,53922.0,4840.0,15.0,4.0,20.0,5.0,4.02,11.14
0,8,94,118,1606,33351,34.7,122.0,63.0,6684.0,1200.0,16.0,5.0,23.0,5.0,1.94,5.57
0,8,40,99,297,98324,28.7,243.0,31.0,621.0,140.0,15.0,5.0,17.0,3.0,7.84,4.44
0,8,34,73,229,126204,36.3,172.0,25.0,829.0,109.0,0.0,6.0,0.0,5.0,6.88,7.61
0,8,32,123,1533,85872,33.7,184.0,24.0,2228.0,369.0,15.0,4.0,7.0,3.0,7.67,6.04
0,8,50,58,59,58653,37.6,84.0,20.0,75.0,10.0,15.0,4.0,0.0,3.0,4.2,7.5
0,8,25,147,4909,61031,33.4,183.0,64.0,5975.0,818.0,16.0,5.0,7.0,3.0,2.86,7.3
0,8,100,33,4,28243,45.8,60.0,7.0,1000.0,1.0,3.0,4.0,3.0,1.0,8.57,1000.0
0,8,18,182,101430,58237,38.1,270.0,117.0,162186.0,19290.0,16.0,5.0,19.0,3.0,2.31,8.41
0,8,20,154,50885,85962,41.8,213.0,61.0,76855.0,3175.0,12.0,4.0,18.0,3.0,3.49,24.21
0,8,111,48,33,119917,43.8,65.0,5.0,85.0,4.0,12.0,4.0,10.0,2.0,13.0,21.25
0,8,107,47,100,93520,37.3,99.0,13.0,193.0,29.0,12.0,5.0,15.0,2.0,7.62,6.66
0,8,30,81,2220,63956,34.1,128.0,31.0,2220.0,475.0,15.0,3.0,8.0,3.0,4.13,4.67
0,8,49,71,24,129501,36.0,123.0,16.0,42.0,4.0,19.0,5.0,0.0,5.0,7.69,10.5
0,8,88,99,977,74233,34.1,152.0,8.0,3462.0,403.0,18.0,5.0,23.0,5.0,19.0,8.59
0,8,26,83,6653,65925,30.4,167.0,60.0,8409.0,1035.0,17.0,5.0,17.0,3.0,2.78,8.12
0,8,123,34,17,165632,41.6,67.0,6.0,1000.0,1.0,12.0,4.0,10.0,2.0,11.17,1000.0
0,8,9,146,27723,43022,32.4,203.0,114.0,66407.0,12012.0,18.0,6.0,22.0,5.0,1.78,5.53
0,8,104,76,62,174240,37.3,123.0,29.0,159.0,38.0,18.0,6.0,0.0,12.0,4.24,4.18
0,8,33,97,1333,92476,34.6,122.0,26.0,1377.0,306.0,13.0,3.0,7.0,3.0,4.69,4.5
0,8,62,65,31,189076,38.4,127.0,22.0,67.0,3.0,20.0,5.0,16.0,18.0,5.77,22.33
0,8,22,103,28502,0,0.0,112.0,51.0,44700.0,540.0,14.0,2.0,15.0,3.0,2.2,82.78
0,9,44,135,76,141055,31.5,229.0,38.0,308.0,51.0,18.0,6.0,7.0,19.0,6.03,6.04
0,9,103,101,82,68981,39.3,181.0,27.0,333.0,13.0,15.0,5.0,16.0,3.0,6.7,25.62
0,9,28,103,2763,50095,34.8,182.0,59.0,6251.0,745.0,15.0,5.0,7.0,3.0,3.08,8.39
0,9,105,111,42,200852,40.1,162.0,30.0,72.0,5.0,12.0,3.0,6.0,3.0,5.4,14.4
0,9,13,196,92189,49348,34.2,256.0,121.0,137063.0,9886.0,12.0,3.0,19.0,3.0,2.12,13.86
0,9,71,91,124,111325,34.3,141.0,24.0,461.0,56.0,18.0,5.0,0.0,11.0,5.88,8.23
0,9,7,110,6311,72789,41.1,165.0,57.0,13099.0,2419.0,20.0,6.0,23.0,5.0,2.89,5.42
0,9,46,91,40,136982,29.9,178.0,40.0,97.0,19.0,16.0,3.0,1.0,14.0,4.45,5.11
0,9,48,96,13,130442,28.9,162.0,35.0,26.0,2.0,14.0,4.0,1.0,10.0,4.63,13.0
0,9,19,204,137705,221922,39.9,266.0,72.0,162269.0,5502.0,12.0,3.0,18.0,3.0,3.69,29.49
0,9,41,94,8,55492,30.3,148.0,21.0,43.0,8.0,18.0,6.0,5.0,9.0,7.05,5.38
0,9,14,227,161574,16368,33.2,253.0,126.0,198038.0,15284.0,10.0,5.0,19.0,3.0,2.01,12.96
0,9,67,101,7,138643,37.8,204.0,41.0,49.0,3.0,19.0,6.0,1.0,11.0,4.98,16.33
0,9,17,168,163177,97402,38.4,180.0,108.0,267591.0,11346.0,12.0,5.0,19.0,3.0,1.67,23.58
0,9,61,80,45,150931,39.9,117.0,23.0,63.0,8.0,12.0,6.0,8.0,11.0,5.09,7.88
0,9,102,70,240,154987,35.5,118.0,24.0,359.0,62.0,19.0,6.0,6.0,2.0,4.92,5.79
0,9,110,67,380,142289,35.8,142.0,59.0,989.0,250.0,16.0,10.0,4.0,20.0,2.41,3.96
0,9,108,121,4533,139088,37.1,153.0,87.0,8844.0,2651.0,7.0,5.0,7.0,3.0,1.76,3.34
0,9,75,181,17,185182,33.0,320.0,60.0,65.0,13.0,19.0,4.0,1.0,11.0,5.33,5.0
0,9,73,122,34,94149,32.3,192.0,32.0,110.0,12.0,16.0,4.0,1.0,12.0,6.0,9.17
0,9,60,82,12,109876,43.7,145.0,18.0,35.0,3.0,0.0,4.0,20.0,17.0,8.06,11.67
0,9,68,69,31,125011,39.4,120.0,10.0,149.0,17.0,17.0,4.0,23.0,11.0,12.0,8.76
0,9,79,105,106,75318,29.1,163.0,18.0,814.0,76.0,21.0,5.0,23.0,16.0,9.06,10.71
0,9,23,151,18613,59777,34.5,221.0,68.0,25869.0,1814.0,19.0,3.0,7.0,3.0,3.25,14.26
0,9,42,60,7,139743,29.4,150.0,18.0,55.0,6.0,15.0,4.0,7.0,12.0,8.33,9.17
0,9,115,224,51896,180562,35.0,231.0,97.0,54393.0,1052.0,0.0,6.0,10.0,3.0,2.38,51.7
0,9,52,96,32,131423,32.3,209.0,45.0,53.0,10.0,19.0,5.0,7.0,13.0,4.64,5.3
0,9,122,70,13,135323,41.4,109.0,17.0,1000.0,2.0,12.0,3.0,4.0,11.0,6.41,500.0
0,9,1,189,62744,88716,34.0,262.0,60.0,90234.0,1000.0,15.0,0.0,19.0,0.0,4.37,90.23
0,9,72,54,141,151258,33.3,91.0,22.0,232.0,42.0,8.0,6.0,23.0,16.0,4.14,5.52
0,9,109,123,68,250162,42.8,169.0,26.0,166.0,52.0,12.0,5.0,16.0,4.0,6.5,3.19
0,9,24,180,33257,124447,43.4,198.0,57.0,40913.0,3043.0,17.0,4.0,18.0,3.0,3.47,13.44
0,9,81,70,37,67371,33.2,123.0,23.0,921.0,37.0,23.0,4.0,0.0,9.0,5.35,24.89
0,9,90,136,1213,124082,30.9,208.0,72.0,10500.0,919.0,0.0,3.0,23.0,10.0,2.89,11.43
0,9,112,40,410,114637,42.1,115.0,11.0,716.0,111.0,0.0,4.0,8.0,4.0,10.45,6.45
0,9,43,147,35,189556,34.2,233.0,46.0,64.0,20.0,15.0,5.0,0.0,12.0,5.07,3.2
0,9,84,122,6377,66385,35.0,198.0,63.0,9502.0,1106.0,14.0,4.0,7.0,3.0,3.14,8.59
0,9,47,80,19,144341,35.6,200.0,38.0,38.0,2.0,15.0,5.0,4.0,11.0,5.26,19.0
0,9,77,107,163,127627,34.2,153.0,22.0,911.0,101.0,21.0,5.0,23.0,11.0,6.95,9.02
0,9,101,55,19,93267,33.3,85.0,13.0,1000.0,1.0,18.0,5.0,4.0,5.0,6.54,1000.0
0,9,83,88,53,135837,30.4,152.0,28.0,802.0,29.0,0.0,6.0,0.0,11.0,5.43,27.66
0,9,113,198,13945,239699,35.9,258.0,89.0,36909.0,1669.0,15.0,4.0,15.0,3.0,2.9,22.11
0,9,120,105,84,172369,35.9,153.0,27.0,247.0,32.0,18.0,5.0,15.0,2.0,5.67,7.72
0,9,70,76,258,162030,34.3,158.0,29.0,476.0,87.0,15.0,4.0,7.0,11.0,5.45,5.47
0,9,69,69,22,88367,37.1,89.0,16.0,35.0,5.0,16.0,5.0,16.0,12.0,5.56,7.0
0,9,66,57,84,164842,27.9,88.0,18.0,118.0,44.0,20.0,6.0,17.0,21.0,4.89,2.68
0,9,114,170,3174,172468,35.1,199.0,91.0,7987.0,1660.0,18.0,5.0,7.0,19.0,2.19,4.81
0,9,76,88,2763,42463,36.5,103.0,10.0,4263.0,299.0,12.0,4.0,8.0,3.0,10.3,14.26
0,9,63,54,3,116657,38.6,100.0,18.0,52.0,3.0,18.0,6.0,0.0,9.0,5.56,17.33
0,9,45,88,6,122417,42.9,127.0,14.0,1000.0,1.0,17.0,5.0,6.0,4.0,9.07,1000.0
0,9,106,55,25,137073,38.7,124.0,24.0,101.0,25.0,20.0,6.0,16.0,3.0,5.17,4.04
0,9,10,154,59461,77205,37.1,199.0,108.0,67629.0,8528.0,12.0,6.0,18.0,4.0,1.84,7.93
0,9,78,108,1487,73881,35.4,141.0,60.0,6353.0,689.0,14.0,5.0,22.0,4.0,2.35,9.22
0,9,6,163,74159,66772,36.5,178.0,115.0,114054.0,15787.0,17.0,7.0,22.0,5.0,1.55,7.22
0,9,5,180,25353,44898,40.0,249.0,62.0,53922.0,4840.0,15.0,4.0,20.0,5.0,4.02,11.14
0,9,94,89,1546,33351,34.7,122.0,63.0,6684.0,1200.0,16.0,5.0,23.0,5.0,1.94,5.57
0,9,40,143,208,98324,28.7,243.0,31.0,621.0,140.0,15.0,5.0,17.0,3.0,7.84,4.44
0,9,34,55,159,126204,36.3,172.0,25.0,829.0,109.0,0.0,6.0,0.0,5.0,6.88,7.61
0,9,32,116,725,85872,33.7,184.0,24.0,2228.0,369.0,15.0,4.0,7.0,3.0,7.67,6.04
0,9,50,56,35,58653,37.6,84.0,20.0,75.0,10.0,15.0,4.0,0.0,3.0,4.2,7.5
0,9,25,152,2275,61031,33.4,183.0,64.0,5975.0,818.0,16.0,5.0,7.0,3.0,2.86,7.3
0,9,100,30,4,28243,45.8,60.0,7.0,1000.0,1.0,3.0,4.0,3.0,1.0,8.57,1000.0
0,9,18,219,108783,58237,38.1,270.0,117.0,162186.0,19290.0,16.0,5.0,19.0,3.0,2.31,8.41
0,9,20,162,52095,85962,41.8,213.0,61.0,76855.0,3175.0,12.0,4.0,18.0,3.0,3.49,24.21
0,9,111,41,65,119917,43.8,65.0,5.0,85.0,4.0,12.0,4.0,10.0,2.0,13.0,21.25
0,9,107,73,97,93520,37.3,99.0,13.0,193.0,29.0,12.0,5.0,15.0,2.0,7.62,6.66
0,9,30,85,1529,63956,34.1,128.0,31.0,2220.0,475.0,15.0,3.0,8.0,3.0,4.13,4.67
0,9,49,92,15,129501,36.0,123.0,16.0,42.0,4.0,19.0,5.0,0.0,5.0,7.69,10.5
0,9,88,117,865,74233,34.1,152.0,8.0,3462.0,403.0,18.0,5.0,23.0,5.0,19.0,8.59
0,9,26,93,4595,65925,30.4,167.0,60.0,8409.0,1035.0,17.0,5.0,17.0,3.0,2.78,8.12
0,9,123,42,9,165632,41.6,67.0,6.0,1000.0,1.0,12.0,4.0,10.0,2.0,11.17,1000.0
0,9,9,161,33712,43022,32.4,203.0,114.0,66407.0,12012.0,18.0,6.0,22.0,5.0,1.78,5.53
0,9,104,71,48,174240,37.3,123.0,29.0,159.0,38.0,18.0,6.0,0.0,12.0,4.24,4.18
0,9,33,87,1086,92476,34.6,122.0,26.0,1377.0,306.0,13.0,3.0,7.0,3.0,4.69,4.5
0,9,62,62,22,189076,38.4,127.0,22.0,67.0,3.0,20.0,5.0,16.0,18.0,5.77,22.33
0,9,22,102,24036,0,0.0,112.0,51.0,44700.0,540.0,14.0,2.0,15.0,3.0,2.2,82.78
0,10,44,145,55,141055,31.5,229.0,38.0,308.0,51.0,18.0,6.0,7.0,19.0,6.03,6.04
0,10,103,112,89,68981,39.3,181.0,27.0,333.0,13.0,15.0,5.0,16.0,3.0,6.7,25.62
0,10,28,112,2229,50095,34.8,182.0,59.0,6251.0,745.0,15.0,5.0,7.0,3.0,3.08,8.39
0,10,105,102,29,200852,40.1,162.0,30.0,72.0,5.0,12.0,3.0,6.0,3.0,5.4,14.4
0,10,13,205,82765,49348,34.2,256.0,121.0,137063.0,9886.0,12.0,3.0,19.0,3.0,2.12,13.86
0,10,71,82,67,111325,34.3,141.0,24.0,461.0,56.0,18.0,5.0,0.0,11.0,5.88,8.23
0,10,7,85,5066,72789,41.1,165.0,57.0,13099.0,2419.0,20.0,6.0,23.0,5.0,2.89,5.42
0,10,46,130,22,136982,29.9,178.0,40.0,97.0,19.0,16.0,3.0,1.0,14.0,4.45,5.11
0,10,48,85,2,130442,28.9,162.0,35.0,26.0,2.0,14.0,4.0,1.0,10.0,4.63,13.0
0,10,19,192,127371,221922,39.9,266.0,72.0,162269.0,5502.0,12.0,3.0,18.0,3.0,3.69,29.49
0,10,41,93,10,55492,30.3,148.0,21.0,43.0,8.0,18.0,6.0,5.0,9.0,7.05,5.38
0,10,14,253,150259,16368,33.2,253.0,126.0,198038.0,15284.0,10.0,5.0,19.0,3.0,2.01,12.96
0,10,67,127,21,138643,37.8,204.0,41.0,49.0,3.0,19.0,6.0,1.0,11.0,4.98,16.33
0,10,17,148,157550,97402,38.4,180.0,108.0,267591.0,11346.0,12.0,5.0,19.0,3.0,1.67,23.58
0,10,61,69,19,150931,39.9,117.0,23.0,63.0,8.0,12.0,6.0,8.0,11.0,5.09,7.88
0,10,102,75,179,154987,35.5,118.0,24.0,359.0,62.0,19.0,6.0,6.0,2.0,4.92,5.79
0,10,110,59,344,142289,35.8,142.0,59.0,989.0,250.0,16.0,10.0,4.0,20.0,2.41,3.96
0,10,108,111,3921,139088,37.1,153.0,87.0,8844.0,2651.0,7.0,5.0,7.0,3.0,1.76,3.34
0,10,75,206,25,185182,33.0,320.0,60.0,65.0,13.0,19.0,4.0,1.0,11.0,5.33,5.0
0,10,73,103,26,94149,32.3,192.0,32.0,110.0,12.0,16.0,4.0,1.0,12.0,6.0,9.17
0,10,60,94,4,109876,43.7,145.0,18.0,35.0,3.0,0.0,4.0,20.0,17.0,8.06,11.67
0,10,68,108,25,125011,39.4,120.0,10.0,149.0,17.0,17.0,4.0,23.0,11.0,12.0,8.76
0,10,79,114,117,75318,29.1,163.0,18.0,814.0,76.0,21.0,5.0,23.0,16.0,9.06,10.71
0,10,23,166,16517,59777,34.5,221.0,68.0,25869.0,1814.0,19.0,3.0,7.0,3.0,3.25,14.26
0,10,42,77,15,139743,29.4,150.0,18.0,55.0,6.0,15.0,4.0,7.0,12.0,8.33,9.17
0,10,115,170,54393,180562,35.0,231.0,97.0,54393.0,1052.0,0.0,6.0,10.0,3.0,2.38,51.7
0,10,52,104,19,131423,32.3,209.0,45.0,53.0,10.0,19.0,5.0,7.0,13.0,4.64,5.3
0,10,122,62,5,135323,41.4,109.0,17.0,1000.0,2.0,12.0,3.0,4.0,11.0,6.41,500.0
0,10,1,188,54342,88716,34.0,262.0,60.0,90234.0,1000.0,15.0,0.0,19.0,0.0,4.37,90.23
0,10,72,59,61,151258,33.3,91.0,22.0,232.0,42.0,8.0,6.0,23.0,16.0,4.14,5.52
0,10,109,119,78,250162,42.8,169.0,26.0,166.0,52.0,12.0,5.0,16.0,4.0,6.5,3.19
0,10,24,166,31292,124447,43.4,198.0,57.0,40913.0,3043.0,17.0,4.0,18.0,3.0,3.47,13.44
0,10,81,74,49,67371,33.2,123.0,23.0,921.0,37.0,23.0,4.0,0.0,9.0,5.35,24.89
0,10,90,139,919,124082,30.9,208.0,72.0,10500.0,919.0,0.0,3.0,23.0,10.0,2.89,11.43
0,10,112,48,248,114637,42.1,115.0,11.0,716.0,111.0,0.0,4.0,8.0,4.0,10.45,6.45
0,10,43,142,25,189556,34.2,233.0,46.0,64.0,20.0,15.0,5.0,0.0,12.0,5.07,3.2
0,10,84,150,3901,66385,35.0,198.0,63.0,9502.0,1106.0,14.0,4.0,7.0,3.0,3.14,8.59
0,10,47,97,4,144341,35.6,200.0,38.0,38.0,2.0,15.0,5.0,4.0,11.0,5.26,19.0
0,10,77,102,134,127627,34.2,153.0,22.0,911.0,101.0,21.0,5.0,23.0,11.0,6.95,9.02
0,10,101,69,8,93267,33.3,85.0,13.0,1000.0,1.0,18.0,5.0,4.0,5.0,6.54,1000.0
0,10,83,68,54,135837,30.4,152.0,28.0,802.0,29.0,0.0,6.0,0.0,11.0,5.43,27.66
0,10,113,205,17345,239699,35.9,258.0,89.0,36909.0,1669.0,15.0,4.0,15.0,3.0,2.9,22.11
0,10,120,89,117,172369,35.9,153.0,27.0,247.0,32.0,18.0,5.0,15.0,2.0,5.67,7.72
0,10,70,69,96,162030,34.3,158.0,29.0,476.0,87.0,15.0,4.0,7.0,11.0,5.45,5.47
0,10,69,57,12,88367,37.1,89.0,16.0,35.0,5.0,16.0,5.0,16.0,12.0,5.56,7.0
0,10,66,58,71,164842,27.9,88.0,18.0,118.0,44.0,20.0,6.0,17.0,21.0,4.89,2.68
0,10,114,164,2597,172468,35.1,199.0,91.0,7987.0,1660.0,18.0,5.0,7.0,19.0,2.19,4.81
0,10,76,84,1488,42463,36.5,103.0,10.0,4263.0,299.0,12.0,4.0,8.0,3.0,10.3,14.26
0,10,63,56,9,116657,38.6,100.0,18.0,52.0,3.0,18.0,6.0,0.0,9.0,5.56,17.33
0,10,45,94,18,122417,42.9,127.0,14.0,1000.0,1.0,17.0,5.0,6.0,4.0,9.07,1000.0
0,10,106,50,53,137073,38.7,124.0,24.0,101.0,25.0,20.0,6.0,16.0,3.0,5.17,4.04
0,10,10,130,46770,77205,37.1,199.0,108.0,67629.0,8528.0,12.0,6.0,18.0,4.0,1.84,7.93
0,10,78,104,949,73881,35.4,141.0,60.0,6353.0,689.0,14.0,5.0,22.0,4.0,2.35,9.22
0,10,6,149,59592,66772,36.5,178.0,115.0,114054.0,15787.0,17.0,7.0,22.0,5.0,1.55,7.22
0,10,5,165,24105,44898,40.0,249.0,62.0,53922.0,4840.0,15.0,4.0,20.0,5.0,4.02,11.14
0,10,94,90,1406,33351,34.7,122.0,63.0,6684.0,1200.0,16.0,5.0,23.0,5.0,1.94,5.57
0,10,40,130,196,98324,28.7,243.0,31.0,621.0,140.0,15.0,5.0,17.0,3.0,7.84,4.44
0,10,34,63,117,126204,36.3,172.0,25.0,829.0,109.0,0.0,6.0,0.0,5.0,6.88,7.61
0,10,32,76,438,85872,33.7,184.0,24.0,2228.0,369.0,15.0,4.0,7.0,3.0,7.67,6.04
0,10,50,51,22,58653,37.6,84.0,20.0,75.0,10.0,15.0,4.0,0.0,3.0,4.2,7.5
0,10,25,168,1874,61031,33.4,183.0,64.0,5975.0,818.0,16.0,5.0,7.0,3.0,2.86,7.3
0,10,100,32,3,28243,45.8,60.0,7.0,1000.0,1.0,3.0,4.0,3.0,1.0,8.57,1000.0
0,10,18,201,103680,58237,38.1,270.0,117.0,162186.0,19290.0,16.0,5.0,19.0,3.0,2.31,8.41
0,10,20,168,52473,85962,41.8,213.0,61.0,76855.0,3175.0,12.0,4.0,18.0,3.0,3.49,24.21
0,10,111,48,85,119917,43.8,65.0,5.0,85.0,4.0,12.0,4.0,10.0,2.0,13.0,21.25
0,10,107,57,45,93520,37.3,99.0,13.0,193.0,29.0,12.0,5.0,15.0,2.0,7.62,6.66
0,10,30,80,942,63956,34.1,128.0,31.0,2220.0,475.0,15.0,3.0,8.0,3.0,4.13,4.67
0,10,49,79,35,129501,36.0,123.0,16.0,42.0,4.0,19.0,5.0,0.0,5.0,7.69,10.5
0,10,88,105,573,74233,34.1,152.0,8.0,3462.0,403.0,18.0,5.0,23.0,5.0,19.0,8.59
0,10,26,84,3612,65925,30.4,167.0,60.0,8409.0,1035.0,17.0,5.0,17.0,3.0,2.78,8.12
0,10,9,168,31718,43022,32.4,203.0,114.0,66407.0,12012.0,18.0,6.0,22.0,5.0,1.78,5.53
0,10,104,81,46,174240,37.3,123.0,29.0,159.0,38.0,18.0,6.0,0.0,12.0,4.24,4.18
0,10,33,98,760,92476,34.6,122.0,26.0,1377.0,306.0,13.0,3.0,7.0,3.0,4.69,4.5
0,10,62,61,10,189076,38.4,127.0,22.0,67.0,3.0,20.0,5.0,16.0,18.0,5.77,22.33
0,10,22,102,24813,0,0.0,112.0,51.0,44700.0,540.0,14.0,2.0,15.0,3.0,2.2,82.78
0,10,123,60,1000,165632,41.6,67.0,6.0,1000.0,1.0,12.0,4.0,10.0,2.0,11.17,1000.0
0,11,44,138,95,141055,31.5,229.0,38.0,308.0,51.0,18.0,6.0,7.0,19.0,6.03,6.04
0,11,103,106,104,68981,39.3,181.0,27.0,333.0,13.0,15.0,5.0,16.0,3.0,6.7,25.62
0,11,28,122,2252,50095,34.8,182.0,59.0,6251.0,745.0,15.0,5.0,7.0,3.0,3.08,8.39
0,11,105,132,21,200852,40.1,162.0,30.0,72.0,5.0,12.0,3.0,6.0,3.0,5.4,14.4
0,11,13,196,80005,49348,34.2,256.0,121.0,137063.0,9886.0,12.0,3.0,19.0,3.0,2.12,13.86
0,11,71,82,56,111325,34.3,141.0,24.0,461.0,56.0,18.0,5.0,0.0,11.0,5.88,8.23
0,11,7,99,4662,72789,41.1,165.0,57.0,13099.0,2419.0,20.0,6.0,23.0,5.0,2.89,5.42
0,11,46,111,28,136982,29.9,178.0,40.0,97.0,19.0,16.0,3.0,1.0,14.0,4.45,5.11
0,11,48,109,4,130442,28.9,162.0,35.0,26.0,2.0,14.0,4.0,1.0,10.0,4.63,13.0
0,11,19,191,126633,221922,39.9,266.0,72.0,162269.0,5502.0,12.0,3.0,18.0,3.0,3.69,29.49
0,11,41,99,17,55492,30.3,148.0,21.0,43.0,8.0,18.0,6.0,5.0,9.0,7.05,5.38
0,11,14,230,152353,16368,33.2,253.0,126.0,198038.0,15284.0,10.0,5.0,19.0,3.0,2.01,12.96
0,11,67,102,3,138643,37.8,204.0,41.0,49.0,3.0,19.0,6.0,1.0,11.0,4.98,16.33
0,11,17,137,173722,97402,38.4,180.0,108.0,267591.0,11346.0,12.0,5.0,19.0,3.0,1.67,23.58
0,11,61,76,8,150931,39.9,117.0,23.0,63.0,8.0,12.0,6.0,8.0,11.0,5.09,7.88
0,11,102,68,224,154987,35.5,118.0,24.0,359.0,62.0,19.0,6.0,6.0,2.0,4.92,5.79
0,11,110,74,313,142289,35.8,142.0,59.0,989.0,250.0,16.0,10.0,4.0,20.0,2.41,3.96
0,11,108,124,4051,139088,37.1,153.0,87.0,8844.0,2651.0,7.0,5.0,7.0,3.0,1.76,3.34
0,11,75,190,13,185182,33.0,320.0,60.0,65.0,13.0,19.0,4.0,1.0,11.0,5.33,5.0
0,11,73,123,32,94149,32.3,192.0,32.0,110.0,12.0,16.0,4.0,1.0,12.0,6.0,9.17
0,11,60,83,16,109876,43.7,145.0,18.0,35.0,3.0,0.0,4.0,20.0,17.0,8.06,11.67
0,11,68,69,17,125011,39.4,120.0,10.0,149.0,17.0,17.0,4.0,23.0,11.0,12.0,8.76
0,11,79,85,109,75318,29.1,163.0,18.0,814.0,76.0,21.0,5.0,23.0,16.0,9.06,10.71
0,11,23,172,17060,59777,34.5,221.0,68.0,25869.0,1814.0,19.0,3.0,7.0,3.0,3.25,14.26
0,11,42,83,25,139743,29.4,150.0,18.0,55.0,6.0,15.0,4.0,7.0,12.0,8.33,9.17
0,11,115,187,50547,180562,35.0,231.0,97.0,54393.0,1052.0,0.0,6.0,10.0,3.0,2.38,51.7
0,11,52,136,19,131423,32.3,209.0,45.0,53.0,10.0,19.0,5.0,7.0,13.0,4.64,5.3
0,11,122,82,2,135323,41.4,109.0,17.0,1000.0,2.0,12.0,3.0,4.0,11.0,6.41,500.0
0,11,1,195,60782,88716,34.0,262.0,60.0,90234.0,1000.0,15.0,0.0,19.0,0.0,4.37,90.23
0,11,72,69,88,151258,33.3,91.0,22.0,232.0,42.0,8.0,6.0,23.0,16.0,4.14,5.52
0,11,109,87,99,250162,42.8,169.0,26.0,166.0,52.0,12.0,5.0,16.0,4.0,6.5,3.19
0,11,24,158,30622,124447,43.4,198.0,57.0,40913.0,3043.0,17.0,4.0,18.0,3.0,3.47,13.44
0,11,81,62,53,67371,33.2,123.0,23.0,921.0,37.0,23.0,4.0,0.0,9.0,5.35,24.89
0,11,90,160,1103,124082,30.9,208.0,72.0,10500.0,919.0,0.0,3.0,23.0,10.0,2.89,11.43
0,11,112,44,194,114637,42.1,115.0,11.0,716.0,111.0,0.0,4.0,8.0,4.0,10.45,6.45
0,11,43,165,25,189556,34.2,233.0,46.0,64.0,20.0,15.0,5.0,0.0,12.0,5.07,3.2
0,11,84,156,3914,66385,35.0,198.0,63.0,9502.0,1106.0,14.0,4.0,7.0,3.0,3.14,8.59
0,11,47,102,2,144341,35.6,200.0,38.0,38.0,2.0,15.0,5.0,4.0,11.0,5.26,19.0
0,11,77,97,101,127627,34.2,153.0,22.0,911.0,101.0,21.0,5.0,23.0,11.0,6.95,9.02
0,11,101,48,16,93267,33.3,85.0,13.0,1000.0,1.0,18.0,5.0,4.0,5.0,6.54,1000.0
0,11,83,75,29,135837,30.4,152.0,28.0,802.0,29.0,0.0,6.0,0.0,11.0,5.43,27.66
0,11,113,208,20987,239699,35.9,258.0,89.0,36909.0,1669.0,15.0,4.0,15.0,3.0,2.9,22.11
0,11,120,107,99,172369,35.9,153.0,27.0,247.0,32.0,18.0,5.0,15.0,2.0,5.67,7.72
0,11,70,91,87,162030,34.3,158.0,29.0,476.0,87.0,15.0,4.0,7.0,11.0,5.45,5.47
0,11,69,60,15,88367,37.1,89.0,16.0,35.0,5.0,16.0,5.0,16.0,12.0,5.56,7.0
0,11,66,59,69,164842,27.9,88.0,18.0,118.0,44.0,20.0,6.0,17.0,21.0,4.89,2.68
0,11,114,146,2428,172468,35.1,199.0,91.0,7987.0,1660.0,18.0,5.0,7.0,19.0,2.19,4.81
0,11,76,76,1132,42463,36.5,103.0,10.0,4263.0,299.0,12.0,4.0,8.0,3.0,10.3,14.26
0,11,63,65,23,116657,38.6,100.0,18.0,52.0,3.0,18.0,6.0,0.0,9.0,5.56,17.33
0,11,45,79,12,122417,42.9,127.0,14.0,1000.0,1.0,17.0,5.0,6.0,4.0,9.07,1000.0
0,11,106,61,69,137073,38.7,124.0,24.0,101.0,25.0,20.0,6.0,16.0,3.0,5.17,4.04
0,11,10,152,46111,77205,37.1,199.0,108.0,67629.0,8528.0,12.0,6.0,18.0,4.0,1.84,7.93
