day,hour,precinct,criminal,traffic,population,age,max_crime,min_crime,max_traffic,min_traffic,max_crime_time,min_crime_time,max_traffic_time,min_traffic_time,max_crime_change,max_traffic_change
2,22,120,111,95,172369,35.9,162.0,31.0,180.0,21.0,20.0,5.0,15.0,3.0,5.23,8.57
2,22,70,120,248,162030,34.3,183.0,33.0,449.0,86.0,15.0,5.0,7.0,11.0,5.55,5.22
2,22,69,76,19,88367,37.1,94.0,16.0,28.0,3.0,15.0,5.0,21.0,5.0,5.88,9.33
2,22,66,73,124,164842,27.9,104.0,16.0,142.0,24.0,12.0,6.0,17.0,4.0,6.5,5.92
2,22,114,173,3545,172468,35.1,197.0,97.0,8017.0,1727.0,16.0,5.0,7.0,16.0,2.03,4.64
2,22,76,79,2289,42463,36.5,109.0,7.0,5299.0,226.0,17.0,4.0,8.0,4.0,15.57,23.45
2,22,63,64,36,116657,38.6,104.0,20.0,77.0,12.0,16.0,5.0,0.0,10.0,5.2,6.42
2,22,45,73,27,122417,42.9,147.0,16.0,27.0,1.0,18.0,5.0,20.0,4.0,9.19,27.0
2,22,106,121,52,137073,38.7,125.0,26.0,113.0,16.0,12.0,4.0,16.0,5.0,4.81,7.06
2,22,10,143,66961,77205,37.1,190.0,116.0,79067.0,8968.0,12.0,6.0,19.0,5.0,1.64,8.82
2,22,78,94,7858,73881,35.4,146.0,57.0,7858.0,684.0,16.0,4.0,22.0,11.0,2.56,11.49
2,22,6,160,133831,66772,36.5,197.0,116.0,137037.0,14569.0,17.0,6.0,21.0,5.0,1.7,9.41
2,22,5,145,65608,44898,40.0,256.0,55.0,65608.0,4717.0,15.0,4.0,22.0,5.0,4.65,13.91
2,22,94,104,6619,33351,34.7,155.0,63.0,8922.0,836.0,23.0,6.0,23.0,5.0,2.46,10.67
2,22,40,175,326,98324,28.7,311.0,34.0,667.0,162.0,15.0,4.0,17.0,10.0,9.15,4.12
2,22,34,118,532,126204,36.3,142.0,22.0,574.0,67.0,0.0,5.0,23.0,4.0,6.45,8.57
2,22,32,148,1055,85872,33.7,181.0,19.0,2439.0,356.0,20.0,4.0,7.0,4.0,9.53,6.85
2,22,50,76,109,58653,37.6,103.0,17.0,112.0,18.0,18.0,5.0,23.0,12.0,6.06,6.22
2,22,25,141,2703,61031,33.4,217.0,72.0,6203.0,678.0,20.0,5.0,7.0,3.0,3.01,9.15
2,22,18,175,182429,58237,38.1,60.0,16.0,1000.0,1.0,2.0,6.0,2.0,9.0,3.75,1000.0
2,22,20,138,76456,85962,41.8,280.0,117.0,182429.0,20568.0,19.0,6.0,22.0,3.0,2.39,8.87
2,22,111,45,58,119917,43.8,215.0,60.0,86731.0,3643.0,12.0,4.0,18.0,3.0,3.58,23.81
2,22,107,94,65,93520,37.3,89.0,8.0,58.0,9.0,12.0,4.0,21.0,4.0,11.12,6.44
2,22,30,95,1515,63956,34.1,104.0,16.0,137.0,30.0,15.0,5.0,16.0,18.0,6.5,4.57
2,22,49,105,23,129501,36.0,144.0,24.0,2547.0,462.0,16.0,4.0,8.0,4.0,6.0,5.51
2,22,88,109,4243,74233,34.1,161.0,9.0,50.0,3.0,15.0,5.0,7.0,4.0,17.89,16.67
2,22,26,91,6069,65925,30.4,142.0,12.0,5032.0,316.0,20.0,4.0,23.0,5.0,11.83,15.92
2,22,123,51,4,165632,41.6,158.0,59.0,9547.0,1117.0,18.0,4.0,17.0,4.0,2.68,8.55
2,22,9,182,93589,43022,32.4,205.0,111.0,93589.0,12132.0,20.0,5.0,22.0,5.0,1.85,7.71
2,22,104,96,154,174240,37.3,164.0,30.0,186.0,33.0,23.0,4.0,23.0,9.0,5.47,5.64
2,22,33,98,1471,92476,34.6,134.0,20.0,1508.0,314.0,17.0,5.0,8.0,3.0,6.7,4.8
2,22,62,82,40,189076,38.4,140.0,24.0,58.0,7.0,15.0,6.0,16.0,10.0,5.83,8.29
2,22,22,105,17675,0,0.0,114.0,50.0,46360.0,613.0,16.0,4.0,15.0,3.0,2.28,75.63
2,22,100,60,1000,28243,45.8,66.0,6.0,1000.0,1.0,12.0,5.0,3.0,5.0,11.0,1000.0
2,23,44,162,235,141055,31.5,254.0,23.0,238.0,48.0,16.0,4.0,5.0,2.0,11.04,4.96
2,23,103,97,87,68981,39.3,213.0,22.0,285.0,19.0,15.0,4.0,16.0,3.0,9.68,15.0
2,23,28,107,3909,50095,34.8,168.0,61.0,7134.0,764.0,16.0,5.0,7.0,3.0,2.75,9.34
2,23,105,105,18,200852,40.1,153.0,27.0,45.0,5.0,18.0,5.0,5.0,10.0,5.67,9.0
2,23,13,173,121712,49348,34.2,270.0,120.0,160023.0,11035.0,15.0,5.0,20.0,4.0,2.25,14.5
2,23,71,161,547,111325,34.3,161.0,22.0,547.0,59.0,23.0,3.0,23.0,11.0,7.32,9.27
2,23,7,142,20478,72789,41.1,159.0,61.0,20478.0,2275.0,20.0,5.0,23.0,5.0,2.61,9.0
2,23,46,126,111,136982,29.9,220.0,31.0,111.0,10.0,18.0,6.0,23.0,13.0,7.1,11.1
2,23,48,106,45,130442,28.9,172.0,24.0,45.0,4.0,15.0,5.0,23.0,12.0,7.17,11.25
2,23,19,150,69342,221922,39.9,262.0,64.0,194070.0,6548.0,12.0,3.0,8.0,3.0,4.09,29.64
2,23,41,86,33,55492,30.3,172.0,26.0,53.0,8.0,14.0,4.0,5.0,12.0,6.62,6.62
2,23,14,192,148987,16368,33.2,300.0,124.0,185500.0,17226.0,17.0,5.0,19.0,3.0,2.42,10.77
2,23,67,181,37,138643,37.8,204.0,38.0,56.0,3.0,20.0,5.0,1.0,10.0,5.37,18.67
2,23,17,131,168702,97402,38.4,180.0,110.0,263132.0,15743.0,12.0,4.0,19.0,3.0,1.64,16.71
2,23,61,71,45,150931,39.9,121.0,19.0,53.0,9.0,22.0,5.0,7.0,3.0,6.37,5.89
2,23,102,75,219,154987,35.5,114.0,24.0,344.0,65.0,18.0,6.0,15.0,3.0,4.75,5.29
2,23,110,126,676,142289,35.8,165.0,42.0,839.0,245.0,18.0,9.0,1.0,11.0,3.93,3.42
2,23,108,103,4831,139088,37.1,183.0,84.0,10278.0,2482.0,8.0,5.0,7.0,3.0,2.18,4.14
2,23,75,264,57,185182,33.0,349.0,48.0,60.0,12.0,21.0,4.0,19.0,5.0,7.27,5.0
2,23,73,131,84,94149,32.3,224.0,36.0,84.0,8.0,18.0,5.0,23.0,13.0,6.22,10.5
2,23,60,97,23,109876,43.7,144.0,15.0,34.0,4.0,12.0,4.0,7.0,20.0,9.6,8.5
2,23,68,58,167,125011,39.4,121.0,13.0,191.0,27.0,12.0,4.0,22.0,4.0,9.31,7.07
2,23,79,131,1192,75318,29.1,172.0,19.0,1192.0,49.0,22.0,5.0,23.0,16.0,9.05,24.33
2,23,23,168,9702,59777,34.5,254.0,72.0,30999.0,1953.0,17.0,4.0,7.0,3.0,3.53,15.87
2,23,42,104,20,139743,29.4,163.0,23.0,44.0,4.0,19.0,4.0,7.0,15.0,7.09,11.0
2,23,115,198,36130,180562,35.0,249.0,89.0,42961.0,765.0,18.0,6.0,17.0,3.0,2.8,56.16
2,23,52,140,95,131423,32.3,242.0,31.0,95.0,10.0,16.0,4.0,23.0,9.0,7.81,9.5
2,23,122,50,10,135323,41.4,123.0,12.0,1000.0,1.0,12.0,5.0,6.0,9.0,10.25,1000.0
2,23,1,147,71760,88716,34.0,278.0,62.0,99516.0,6120.0,12.0,4.0,21.0,4.0,4.48,16.26
2,23,72,74,305,151258,33.3,113.0,18.0,305.0,58.0,15.0,5.0,23.0,16.0,6.28,5.26
2,23,109,89,101,250162,42.8,168.0,30.0,173.0,40.0,14.0,6.0,14.0,3.0,5.6,4.32
2,23,24,146,19886,124447,43.4,204.0,72.0,48750.0,3188.0,18.0,3.0,18.0,3.0,2.83,15.29
2,23,81,132,833,67371,33.2,146.0,22.0,932.0,30.0,0.0,4.0,0.0,16.0,6.64,31.07
2,23,90,171,13784,124082,30.9,233.0,80.0,13784.0,752.0,0.0,5.0,23.0,16.0,2.91,18.33
2,23,112,33,462,114637,42.1,95.0,11.0,784.0,103.0,8.0,4.0,7.0,3.0,8.64,7.61
2,23,43,151,70,189556,34.2,243.0,32.0,86.0,15.0,15.0,4.0,7.0,4.0,7.59,5.73
2,23,84,143,11220,66385,35.0,196.0,66.0,11384.0,1234.0,12.0,1.0,7.0,3.0,2.97,9.23
2,23,47,130,38,144341,35.6,199.0,29.0,38.0,3.0,15.0,5.0,23.0,10.0,6.86,12.67
2,23,77,168,1204,127627,34.2,198.0,23.0,1204.0,93.0,21.0,4.0,23.0,14.0,8.61,12.95
2,23,101,61,11,93267,33.3,105.0,17.0,1000.0,1.0,21.0,4.0,5.0,6.0,6.18,1000.0
2,23,83,136,749,135837,30.4,151.0,23.0,784.0,25.0,0.0,5.0,0.0,16.0,6.57,31.36
2,23,113,224,28551,239699,35.9,256.0,84.0,32524.0,1043.0,15.0,3.0,15.0,3.0,3.05,31.18
2,23,120,109,88,172369,35.9,162.0,31.0,180.0,21.0,20.0,5.0,15.0,3.0,5.23,8.57
2,23,70,87,312,162030,34.3,183.0,33.0,449.0,86.0,15.0,5.0,7.0,11.0,5.55,5.22
2,23,69,61,18,88367,37.1,94.0,16.0,28.0,3.0,15.0,5.0,21.0,5.0,5.88,9.33
2,23,66,74,96,164842,27.9,104.0,16.0,142.0,24.0,12.0,6.0,17.0,4.0,6.5,5.92
2,23,114,167,4206,172468,35.1,197.0,97.0,8017.0,1727.0,16.0,5.0,7.0,16.0,2.03,4.64
2,23,76,83,2369,42463,36.5,109.0,7.0,5299.0,226.0,17.0,4.0,8.0,4.0,15.57,23.45
2,23,63,60,67,116657,38.6,104.0,20.0,77.0,12.0,16.0,5.0,0.0,10.0,5.2,6.42
2,23,45,84,12,122417,42.9,147.0,16.0,27.0,1.0,18.0,5.0,20.0,4.0,9.19,27.0
2,23,106,88,56,137073,38.7,125.0,26.0,113.0,16.0,12.0,4.0,16.0,5.0,4.81,7.06
2,23,10,156,54151,77205,37.1,190.0,116.0,79067.0,8968.0,12.0,6.0,19.0,5.0,1.64,8.82
2,23,78,82,7840,73881,35.4,146.0,57.0,7858.0,684.0,16.0,4.0,22.0,11.0,2.56,11.49
2,23,6,165,133718,66772,36.5,197.0,116.0,137037.0,14569.0,17.0,6.0,21.0,5.0,1.7,9.41
2,23,5,135,61133,44898,40.0,256.0,55.0,65608.0,4717.0,15.0,4.0,22.0,5.0,4.65,13.91
2,23,94,155,8922,33351,34.7,155.0,63.0,8922.0,836.0,23.0,6.0,23.0,5.0,2.46,10.67
2,23,40,162,386,98324,28.7,311.0,34.0,667.0,162.0,15.0,4.0,17.0,10.0,9.15,4.12
2,23,34,114,574,126204,36.3,142.0,22.0,574.0,67.0,0.0,5.0,23.0,4.0,6.45,8.57
2,23,32,148,1123,85872,33.7,181.0,19.0,2439.0,356.0,20.0,4.0,7.0,4.0,9.53,6.85
2,23,50,81,112,58653,37.6,103.0,17.0,112.0,18.0,18.0,5.0,23.0,12.0,6.06,6.22
2,23,25,123,2314,61031,33.4,217.0,72.0,6203.0,678.0,20.0,5.0,7.0,3.0,3.01,9.15
2,23,100,40,4,28243,45.8,60.0,16.0,1000.0,1.0,2.0,6.0,2.0,9.0,3.75,1000.0
2,23,18,168,155329,58237,38.1,280.0,117.0,182429.0,20568.0,19.0,6.0,22.0,3.0,2.39,8.87
2,23,20,135,46664,85962,41.8,215.0,60.0,86731.0,3643.0,12.0,4.0,18.0,3.0,3.58,23.81
2,23,111,36,36,119917,43.8,89.0,8.0,58.0,9.0,12.0,4.0,21.0,4.0,11.12,6.44
2,23,107,62,88,93520,37.3,104.0,16.0,137.0,30.0,15.0,5.0,16.0,18.0,6.5,4.57
2,23,30,111,1509,63956,34.1,144.0,24.0,2547.0,462.0,16.0,4.0,8.0,4.0,6.0,5.51
2,23,49,87,31,129501,36.0,161.0,9.0,50.0,3.0,15.0,5.0,7.0,4.0,17.89,16.67
2,23,88,95,5032,74233,34.1,142.0,12.0,5032.0,316.0,20.0,4.0,23.0,5.0,11.83,15.92
2,23,26,76,5062,65925,30.4,158.0,59.0,9547.0,1117.0,18.0,4.0,17.0,4.0,2.68,8.55
2,23,123,35,9,165632,41.6,66.0,6.0,1000.0,1.0,12.0,5.0,3.0,5.0,11.0,1000.0
2,23,9,187,92650,43022,32.4,205.0,111.0,93589.0,12132.0,20.0,5.0,22.0,5.0,1.85,7.71
2,23,104,164,186,174240,37.3,164.0,30.0,186.0,33.0,23.0,4.0,23.0,9.0,5.47,5.64
2,23,33,94,1436,92476,34.6,134.0,20.0,1508.0,314.0,17.0,5.0,8.0,3.0,6.7,4.8
2,23,62,62,33,189076,38.4,140.0,24.0,58.0,7.0,15.0,6.0,16.0,10.0,5.83,8.29
2,23,22,106,11795,0,0.0,114.0,50.0,46360.0,613.0,16.0,4.0,15.0,3.0,2.28,75.63
3,0,44,154,128,141055,31.5,251.0,31.0,264.0,55.0,16.0,2.0,6.0,10.0,8.1,4.8
3,0,103,93,85,68981,39.3,201.0,20.0,266.0,26.0,15.0,5.0,17.0,4.0,10.05,10.23
3,0,28,95,2757,50095,34.8,180.0,57.0,7529.0,932.0,16.0,4.0,7.0,3.0,3.16,8.08
3,0,105,75,21,200852,40.1,148.0,31.0,53.0,11.0,12.0,4.0,16.0,3.0,4.77,4.82
3,0,13,186,79122,49348,34.2,273.0,122.0,167294.0,12251.0,16.0,5.0,20.0,4.0,2.24,13.66
3,0,71,163,511,111325,34.3,163.0,21.0,580.0,65.0,0.0,3.0,23.0,16.0,7.76,8.92
3,0,7,164,17864,72789,41.1,173.0,64.0,27082.0,2561.0,20.0,6.0,23.0,5.0,2.7,10.57
3,0,46,111,89,136982,29.9,193.0,27.0,105.0,6.0,19.0,4.0,23.0,14.0,7.15,17.5
3,0,48,98,31,130442,28.9,156.0,25.0,40.0,3.0,18.0,5.0,23.0,4.0,6.24,13.33
3,0,19,171,37967,221922,39.9,257.0,68.0,190974.0,7927.0,12.0,3.0,8.0,3.0,3.78,24.09
3,0,41,84,34,55492,30.3,187.0,23.0,40.0,10.0,16.0,5.0,20.0,16.0,8.13,4.0
3,0,14,187,103809,16368,33.2,282.0,125.0,185924.0,20564.0,20.0,6.0,21.0,3.0,2.26,9.04
3,0,67,160,19,138643,37.8,190.0,40.0,46.0,6.0,17.0,5.0,23.0,10.0,4.75,7.67
3,0,17,140,101890,97402,38.4,174.0,107.0,253985.0,18534.0,12.0,6.0,21.0,4.0,1.63,13.7
3,0,61,82,56,150931,39.9,218.0,16.0,85.0,10.0,8.0,5.0,8.0,10.0,13.62,8.5
3,0,102,73,252,154987,35.5,115.0,26.0,364.0,72.0,17.0,4.0,7.0,4.0,4.42,5.06
3,0,110,147,743,142289,35.8,154.0,63.0,1007.0,177.0,16.0,9.0,2.0,11.0,2.44,5.69
3,0,108,113,4597,139088,37.1,175.0,75.0,10220.0,3058.0,8.0,5.0,7.0,3.0,2.33,3.34
3,0,75,251,41,185182,33.0,344.0,62.0,84.0,14.0,19.0,5.0,22.0,12.0,5.55,6.0
3,0,73,143,87,94149,32.3,200.0,26.0,109.0,9.0,18.0,4.0,23.0,15.0,7.69,12.11
3,0,60,95,28,109876,43.7,120.0,19.0,28.0,5.0,20.0,5.0,0.0,19.0,6.32,5.6
3,0,68,61,161,125011,39.4,105.0,18.0,241.0,19.0,15.0,5.0,22.0,10.0,5.83,12.68
3,0,79,145,1070,75318,29.1,180.0,25.0,1155.0,60.0,21.0,3.0,23.0,16.0,7.2,19.25
3,0,23,116,6004,59777,34.5,252.0,67.0,31190.0,2248.0,16.0,3.0,7.0,3.0,3.76,13.87
3,0,42,99,25,139743,29.4,155.0,25.0,41.0,1.0,19.0,5.0,23.0,11.0,6.2,41.0
3,0,115,208,17650,180562,35.0,245.0,90.0,47002.0,1115.0,21.0,6.0,17.0,3.0,2.72,42.15
3,0,52,114,44,131423,32.3,245.0,45.0,67.0,15.0,15.0,6.0,13.0,5.0,5.44,4.47
3,0,122,57,9,135323,41.4,110.0,12.0,1000.0,2.0,20.0,5.0,6.0,3.0,9.17,500.0
3,0,1,142,46375,88716,34.0,103.0,16.0,339.0,56.0,15.0,6.0,23.0,17.0,6.44,6.05
3,0,72,81,290,151258,33.3,158.0,34.0,170.0,54.0,15.0,5.0,16.0,3.0,4.65,3.15
3,0,109,90,119,250162,42.8,197.0,67.0,48345.0,3452.0,17.0,4.0,18.0,3.0,2.94,14.0
3,0,24,168,12511,124447,43.4,160.0,19.0,967.0,35.0,22.0,4.0,23.0,14.0,8.42,27.63
3,0,81,127,903,67371,33.2,219.0,78.0,16045.0,905.0,0.0,5.0,23.0,16.0,2.81,17.73
3,0,90,219,13170,124082,30.9,104.0,10.0,934.0,128.0,0.0,5.0,8.0,3.0,10.4,7.3
3,0,112,104,514,114637,42.1,230.0,44.0,80.0,23.0,20.0,5.0,7.0,15.0,5.23,3.48
3,0,43,167,51,189556,34.2,194.0,58.0,14391.0,1386.0,14.0,5.0,23.0,3.0,3.34,10.38
3,0,84,136,7679,66385,35.0,163.0,43.0,45.0,4.0,18.0,4.0,22.0,14.0,3.79,11.25
3,0,47,162,24,144341,35.6,183.0,21.0,1169.0,86.0,22.0,5.0,23.0,14.0,8.71,13.59
3,0,77,133,1143,127627,34.2,84.0,24.0,1000.0,2.0,17.0,6.0,2.0,6.0,3.5,500.0
3,0,101,51,8,93267,33.3,151.0,29.0,796.0,36.0,0.0,4.0,0.0,11.0,5.21,22.11
3,0,83,151,796,135837,30.4,263.0,86.0,34172.0,1305.0,20.0,3.0,21.0,3.0,3.06,26.19
3,0,113,211,22789,239699,35.9,174.0,36.0,218.0,27.0,12.0,4.0,15.0,3.0,4.83,8.07
3,0,120,102,78,172369,35.9,161.0,33.0,514.0,91.0,12.0,2.0,7.0,11.0,4.88,5.65
3,0,70,96,325,162030,34.3,104.0,13.0,30.0,6.0,18.0,5.0,23.0,9.0,8.0,5.0
3,0,69,57,19,88367,37.1,91.0,20.0,112.0,39.0,16.0,5.0,17.0,3.0,4.55,2.87
3,0,66,77,73,164842,27.9,197.0,89.0,9271.0,1644.0,0.0,5.0,7.0,16.0,2.21,5.64
3,0,114,197,4458,172468,35.1,117.0,10.0,5046.0,267.0,19.0,4.0,8.0,4.0,11.7,18.9
3,0,76,94,1430,42463,36.5,95.0,17.0,62.0,12.0,20.0,4.0,23.0,3.0,5.59,5.17
3,0,63,65,38,116657,38.6,145.0,21.0,39.0,3.0,18.0,4.0,23.0,8.0,6.9,13.0
3,0,45,77,17,122417,42.9,122.0,30.0,136.0,29.0,15.0,5.0,16.0,20.0,4.07,4.69
3,0,106,73,60,137073,38.7,207.0,113.0,89032.0,9545.0,12.0,6.0,19.0,5.0,1.83,9.33
3,0,10,153,36252,77205,37.1,143.0,59.0,9076.0,801.0,14.0,4.0,23.0,11.0,2.42,11.33
3,0,78,91,5306,73881,35.4,205.0,116.0,146068.0,15766.0,16.0,6.0,21.0,5.0,1.77,9.26
3,0,6,188,109424,66772,36.5,237.0,59.0,73577.0,5296.0,15.0,5.0,23.0,5.0,4.02,13.89
3,0,5,134,43290,44898,40.0,166.0,61.0,11668.0,898.0,0.0,4.0,23.0,5.0,2.72,12.99
3,0,94,166,8310,33351,34.7,282.0,37.0,715.0,158.0,15.0,4.0,17.0,4.0,7.62,4.53
3,0,40,150,311,98324,28.7,166.0,18.0,714.0,81.0,0.0,5.0,23.0,5.0,9.22,8.81
3,0,34,166,512,126204,36.3,169.0,32.0,2655.0,406.0,18.0,3.0,7.0,3.0,5.28,6.54
3,0,32,125,997,85872,33.7,112.0,15.0,116.0,17.0,18.0,6.0,23.0,4.0,7.47,6.82
3,0,50,56,71,58653,37.6,203.0,68.0,6564.0,780.0,15.0,5.0,7.0,3.0,2.99,8.42
3,0,25,133,1955,61031,33.4,63.0,12.0,1000.0,1.0,18.0,3.0,5.0,2.0,5.25,1000.0
3,0,100,40,2,28243,45.8,282.0,119.0,179157.0,22726.0,15.0,6.0,19.0,5.0,2.37,7.88
3,0,18,185,101448,58237,38.1,213.0,62.0,85968.0,3783.0,15.0,3.0,18.0,3.0,3.44,22.72
3,0,20,163,24795,85962,41.8,62.0,11.0,59.0,14.0,12.0,5.0,0.0,13.0,5.64,4.21
3,0,111,56,59,119917,43.8,100.0,17.0,171.0,29.0,15.0,4.0,16.0,19.0,5.88,5.9
3,0,107,76,87,93520,37.3,154.0,67.0,2527.0,551.0,17.0,4.0,8.0,4.0,2.3,4.59
3,0,30,99,1383,63956,34.1,127.0,15.0,43.0,5.0,14.0,4.0,22.0,16.0,8.47,8.6
3,0,49,104,37,129501,36.0,136.0,11.0,5675.0,366.0,18.0,5.0,23.0,16.0,12.36,15.51
3,0,88,100,3744,74233,34.1,176.0,62.0,9609.0,1224.0,17.0,3.0,17.0,3.0,2.84,7.85
3,0,26,95,3738,65925,30.4,74.0,7.0,1000.0,1.0,12.0,5.0,16.0,15.0,10.57,1000.0
3,0,123,36,8,165632,41.6,210.0,110.0,110690.0,12413.0,18.0,6.0,23.0,5.0,1.91,8.92
3,0,9,184,71232,43022,32.4,132.0,22.0,154.0,44.0,18.0,5.0,23.0,12.0,6.0,3.5
3,0,104,79,149,174240,37.3,123.0,16.0,1785.0,290.0,0.0,5.0,8.0,3.0,7.69,6.16
3,0,33,123,1255,92476,34.6,141.0,20.0,65.0,5.0,18.0,4.0,16.0,9.0,7.05,13.0
3,0,62,101,33,189076,38.4,111.0,50.0,44644.0,714.0,14.0,1.0,15.0,3.0,2.22,62.53
3,0,22,52,5610,0,0.0,289.0,67.0,102855.0,7679.0,15.0,4.0,21.0,4.0,4.31,13.39
3,1,44,102,191,141055,31.5,251.0,31.0,264.0,55.0,16.0,2.0,6.0,10.0,8.1,4.8
3,1,103,74,56,68981,39.3,201.0,20.0,266.0,26.0,15.0,5.0,17.0,4.0,10.05,10.23
3,1,28,90,1849,50095,34.8,180.0,57.0,7529.0,932.0,16.0,4.0,7.0,3.0,3.16,8.08
3,1,105,64,22,200852,40.1,148.0,31.0,53.0,11.0,12.0,4.0,16.0,3.0,4.77,4.82
3,1,13,152,44224,49348,34.2,273.0,122.0,167294.0,12251.0,16.0,5.0,20.0,4.0,2.24,13.66
3,1,71,56,409,111325,34.3,163.0,21.0,580.0,65.0,0.0,3.0,23.0,16.0,7.76,8.92
3,1,7,141,12238,72789,41.1,173.0,64.0,27082.0,2561.0,20.0,6.0,23.0,5.0,2.7,10.57
3,1,46,72,83,136982,29.9,193.0,27.0,105.0,6.0,19.0,4.0,23.0,14.0,7.15,17.5
3,1,48,78,29,130442,28.9,156.0,25.0,40.0,3.0,18.0,5.0,23.0,4.0,6.24,13.33
3,1,19,132,20086,221922,39.9,257.0,68.0,190974.0,7927.0,12.0,3.0,8.0,3.0,3.78,24.09
3,1,41,51,28,55492,30.3,187.0,23.0,40.0,10.0,16.0,5.0,20.0,16.0,8.13,4.0
3,1,14,157,58834,16368,33.2,282.0,125.0,185924.0,20564.0,20.0,6.0,21.0,3.0,2.26,9.04
3,1,67,107,35,138643,37.8,190.0,40.0,46.0,6.0,17.0,5.0,23.0,10.0,4.75,7.67
3,1,17,117,56821,97402,38.4,174.0,107.0,253985.0,18534.0,12.0,6.0,21.0,4.0,1.63,13.7
3,1,61,38,37,150931,39.9,218.0,16.0,85.0,10.0,8.0,5.0,8.0,10.0,13.62,8.5
3,1,102,59,235,154987,35.5,115.0,26.0,364.0,72.0,17.0,4.0,7.0,4.0,4.42,5.06
3,1,110,108,932,142289,35.8,154.0,63.0,1007.0,177.0,16.0,9.0,2.0,11.0,2.44,5.69
3,1,108,88,4506,139088,37.1,175.0,75.0,10220.0,3058.0,8.0,5.0,7.0,3.0,2.33,3.34
3,1,75,156,35,185182,33.0,344.0,62.0,84.0,14.0,19.0,5.0,22.0,12.0,5.55,6.0
3,1,73,79,77,94149,32.3,200.0,26.0,109.0,9.0,18.0,4.0,23.0,15.0,7.69,12.11
3,1,60,60,21,109876,43.7,120.0,19.0,28.0,5.0,20.0,5.0,0.0,19.0,6.32,5.6
3,1,68,51,153,125011,39.4,105.0,18.0,241.0,19.0,15.0,5.0,22.0,10.0,5.83,12.68
3,1,79,104,780,75318,29.1,180.0,25.0,1155.0,60.0,21.0,3.0,23.0,16.0,7.2,19.25
3,1,23,101,3858,59777,34.5,252.0,67.0,31190.0,2248.0,16.0,3.0,7.0,3.0,3.76,13.87
3,1,42,65,19,139743,29.4,155.0,25.0,41.0,1.0,19.0,5.0,23.0,11.0,6.2,41.0
3,1,115,138,6614,180562,35.0,245.0,90.0,47002.0,1115.0,21.0,6.0,17.0,3.0,2.72,42.15
3,1,52,77,54,131423,32.3,245.0,45.0,67.0,15.0,15.0,6.0,13.0,5.0,5.44,4.47
3,1,122,42,11,135323,41.4,110.0,12.0,1000.0,2.0,20.0,5.0,6.0,3.0,9.17,500.0
3,1,1,141,26009,88716,34.0,289.0,67.0,102855.0,7679.0,15.0,4.0,21.0,4.0,4.31,13.39
3,1,72,52,218,151258,33.3,103.0,16.0,339.0,56.0,15.0,6.0,23.0,17.0,6.44,6.05
3,1,109,56,60,250162,42.8,158.0,34.0,170.0,54.0,15.0,5.0,16.0,3.0,4.65,3.15
3,1,24,137,8356,124447,43.4,197.0,67.0,48345.0,3452.0,17.0,4.0,18.0,3.0,2.94,14.0
3,1,81,108,876,67371,33.2,160.0,19.0,967.0,35.0,22.0,4.0,23.0,14.0,8.42,27.63
3,1,90,188,9536,124082,30.9,219.0,78.0,16045.0,905.0,0.0,5.0,23.0,16.0,2.81,17.73
3,1,112,19,444,114637,42.1,104.0,10.0,934.0,128.0,0.0,5.0,8.0,3.0,10.4,7.3
3,1,43,93,52,189556,34.2,230.0,44.0,80.0,23.0,20.0,5.0,7.0,15.0,5.23,3.48
3,1,84,74,4330,66385,35.0,194.0,58.0,14391.0,1386.0,14.0,5.0,23.0,3.0,3.34,10.38
3,1,47,102,36,144341,35.6,163.0,43.0,45.0,4.0,18.0,4.0,22.0,14.0,3.79,11.25
3,1,77,116,710,127627,34.2,183.0,21.0,1169.0,86.0,22.0,5.0,23.0,14.0,8.71,13.59
3,1,101,46,5,93267,33.3,84.0,24.0,1000.0,2.0,17.0,6.0,2.0,6.0,3.5,500.0
3,1,83,110,715,135837,30.4,151.0,29.0,796.0,36.0,0.0,4.0,0.0,11.0,5.21,22.11
3,1,113,176,10639,239699,35.9,263.0,86.0,34172.0,1305.0,20.0,3.0,21.0,3.0,3.06,26.19
3,1,120,70,62,172369,35.9,174.0,36.0,218.0,27.0,12.0,4.0,15.0,3.0,4.83,8.07
3,1,70,68,318,162030,34.3,161.0,33.0,514.0,91.0,12.0,2.0,7.0,11.0,4.88,5.65
3,1,69,57,23,88367,37.1,104.0,13.0,30.0,6.0,18.0,5.0,23.0,9.0,8.0,5.0
3,1,66,43,76,164842,27.9,91.0,20.0,112.0,39.0,16.0,5.0,17.0,3.0,4.55,2.87
3,1,114,141,4413,172468,35.1,197.0,89.0,9271.0,1644.0,0.0,5.0,7.0,16.0,2.21,5.64
3,1,76,73,874,42463,36.5,117.0,10.0,5046.0,267.0,19.0,4.0,8.0,4.0,11.7,18.9
3,1,63,47,43,116657,38.6,95.0,17.0,62.0,12.0,20.0,4.0,23.0,3.0,5.59,5.17
3,1,45,54,16,122417,42.9,145.0,21.0,39.0,3.0,18.0,4.0,23.0,8.0,6.9,13.0
3,1,106,71,71,137073,38.7,122.0,30.0,136.0,29.0,15.0,5.0,16.0,20.0,4.07,4.69
3,1,10,149,24776,77205,37.1,207.0,113.0,89032.0,9545.0,12.0,6.0,19.0,5.0,1.83,9.33
3,1,78,72,3179,73881,35.4,143.0,59.0,9076.0,801.0,14.0,4.0,23.0,11.0,2.42,11.33
