day,hour,sum,lat,long
3,4,1,40.507792,-74.24088
3,5,1,40.507792,-74.24088
3,8,1,40.507792,-74.24088
3,10,1,40.507792,-74.24088
3,11,2,40.507792,-74.24088
3,12,4,40.507792,-74.24088
3,14,2,40.507792,-74.24088
3,15,4,40.507792,-74.24088
3,16,2,40.507792,-74.24088
3,17,2,40.507792,-74.24088
3,18,1,40.507792,-74.24088
3,20,1,40.507792,-74.24088
3,22,1,40.507792,-74.24088
3,23,4,40.507792,-74.24088
4,0,3,40.507792,-74.24088
4,1,2,40.507792,-74.24088
4,2,2,40.507792,-74.24088
4,5,1,40.507792,-74.24088
4,9,2,40.507792,-74.24088
4,10,2,40.507792,-74.24088
4,13,2,40.507792,-74.24088
4,14,4,40.507792,-74.24088
4,15,1,40.507792,-74.24088
4,17,1,40.507792,-74.24088
4,18,3,40.507792,-74.24088
4,19,1,40.507792,-74.24088
4,20,2,40.507792,-74.24088
4,21,1,40.507792,-74.24088
4,22,3,40.507792,-74.24088
4,23,2,40.507792,-74.24088
5,1,1,40.507792,-74.24088
5,2,2,40.507792,-74.24088
5,3,1,40.507792,-74.24088
5,7,2,40.507792,-74.24088
5,8,2,40.507792,-74.24088
5,9,1,40.507792,-74.24088
5,10,1,40.507792,-74.24088
5,12,2,40.507792,-74.24088
5,13,2,40.507792,-74.24088
5,14,1,40.507792,-74.24088
5,16,1,40.507792,-74.24088
5,17,2,40.507792,-74.24088
5,19,5,40.507792,-74.24088
5,20,2,40.507792,-74.24088
5,21,1,40.507792,-74.24088
5,22,2,40.507792,-74.24088
5,23,6,40.507792,-74.24088
6,0,3,40.507792,-74.24088
6,1,5,40.507792,-74.24088
6,2,4,40.507792,-74.24088
6,4,1,40.507792,-74.24088
6,8,1,40.507792,-74.24088
6,10,2,40.507792,-74.24088
6,11,2,40.507792,-74.24088
6,12,3,40.507792,-74.24088
6,14,3,40.507792,-74.24088
6,16,1,40.507792,-74.24088
6,17,4,40.507792,-74.24088
6,22,1,40.507792,-74.24088
0,1,1,40.507792,-74.23188
0,6,1,40.507792,-74.23188
0,8,1,40.507792,-74.23188
0,10,1,40.507792,-74.23188
0,14,1,40.507792,-74.23188
0,16,2,40.507792,-74.23188
0,17,1,40.507792,-74.23188
0,18,1,40.507792,-74.23188
0,21,1,40.507792,-74.23188
1,1,1,40.507792,-74.23188
1,17,1,40.507792,-74.23188
1,19,1,40.507792,-74.23188
1,20,1,40.507792,-74.23188
1,21,2,40.507792,-74.23188
2,2,3,40.507792,-74.23188
2,9,3,40.507792,-74.23188
2,11,1,40.507792,-74.23188
2,14,1,40.507792,-74.23188
2,17,1,40.507792,-74.23188
2,18,3,40.507792,-74.23188
2,19,1,40.507792,-74.23188
2,23,1,40.507792,-74.23188
3,0,1,40.507792,-74.23188
3,8,2,40.507792,-74.23188
3,13,1,40.507792,-74.23188
3,14,2,40.507792,-74.23188
3,15,1,40.507792,-74.23188
3,16,2,40.507792,-74.23188
3,19,1,40.507792,-74.23188
3,20,1,40.507792,-74.23188
4,8,1,40.507792,-74.23188
4,9,1,40.507792,-74.23188
4,11,1,40.507792,-74.23188
4,12,2,40.507792,-74.23188
4,16,1,40.507792,-74.23188
4,17,1,40.507792,-74.23188
4,18,1,40.507792,-74.23188
5,1,2,40.507792,-74.23188
5,3,1,40.507792,-74.23188
5,10,2,40.507792,-74.23188
5,11,1,40.507792,-74.23188
5,12,1,40.507792,-74.23188
5,15,1,40.507792,-74.23188
5,16,1,40.507792,-74.23188
6,1,2,40.507792,-74.23188
6,2,1,40.507792,-74.23188
6,8,1,40.507792,-74.23188
6,14,2,40.507792,-74.23188
6,18,1,40.507792,-74.23188
0,12,1,40.507792,-74.22288
0,17,1,40.507792,-74.22288
0,21,1,40.507792,-74.22288
1,0,1,40.507792,-74.22288
1,1,1,40.507792,-74.22288
1,3,2,40.507792,-74.22288
1,7,1,40.507792,-74.22288
1,8,2,40.507792,-74.22288
1,12,1,40.507792,-74.22288
1,13,1,40.507792,-74.22288
1,14,2,40.507792,-74.22288
1,16,1,40.507792,-74.22288
1,18,1,40.507792,-74.22288
2,11,3,40.507792,-74.22288
2,13,1,40.507792,-74.22288
2,16,3,40.507792,-74.22288
2,19,1,40.507792,-74.22288
2,22,1,40.507792,-74.22288
3,11,1,40.507792,-74.22288
3,12,1,40.507792,-74.22288
3,15,1,40.507792,-74.22288
3,18,1,40.507792,-74.22288
3,20,1,40.507792,-74.22288
4,2,1,40.507792,-74.22288
4,3,1,40.507792,-74.22288
4,4,1,40.507792,-74.22288
4,7,1,40.507792,-74.22288
4,19,1,40.507792,-74.22288
4,20,1,40.507792,-74.22288
5,3,1,40.507792,-74.22288
5,8,1,40.507792,-74.22288
5,16,1,40.507792,-74.22288
5,21,1,40.507792,-74.22288
6,1,2,40.507792,-74.22288
6,3,1,40.507792,-74.22288
6,9,1,40.507792,-74.22288
6,15,1,40.507792,-74.22288
6,20,1,40.507792,-74.22288
6,23,1,40.507792,-74.22288
1,10,1,40.507792,-74.21388
1,13,1,40.507792,-74.21388
2,4,1,40.507792,-74.21388
2,11,1,40.507792,-74.21388
3,14,1,40.507792,-74.21388
3,18,1,40.507792,-74.21388
4,8,1,40.507792,-74.21388
4,18,1,40.507792,-74.21388
5,16,1,40.507792,-74.21388
6,8,1,40.507792,-74.21388
6,13,1,40.507792,-74.21388
0,2,1,40.516792,-74.24988
0,4,2,40.516792,-74.24988
0,5,1,40.516792,-74.24988
0,9,1,40.516792,-74.24988
0,12,1,40.516792,-74.24988
0,13,1,40.516792,-74.24988
0,18,1,40.516792,-74.24988
0,19,1,40.516792,-74.24988
0,23,1,40.516792,-74.24988
1,0,1,40.516792,-74.24988
1,7,1,40.516792,-74.24988
1,8,1,40.516792,-74.24988
1,10,1,40.516792,-74.24988
1,17,2,40.516792,-74.24988
1,18,2,40.516792,-74.24988
1,20,1,40.516792,-74.24988
1,22,2,40.516792,-74.24988
2,0,1,40.516792,-74.24988
2,9,3,40.516792,-74.24988
2,11,2,40.516792,-74.24988
2,14,2,40.516792,-74.24988
2,15,1,40.516792,-74.24988
2,17,2,40.516792,-74.24988
2,18,1,40.516792,-74.24988
2,23,2,40.516792,-74.24988
3,3,1,40.516792,-74.24988
3,14,1,40.516792,-74.24988
3,16,1,40.516792,-74.24988
3,17,4,40.516792,-74.24988
3,18,2,40.516792,-74.24988
3,19,2,40.516792,-74.24988
3,20,1,40.516792,-74.24988
4,11,1,40.516792,-74.24988
4,12,2,40.516792,-74.24988
4,14,1,40.516792,-74.24988
4,17,1,40.516792,-74.24988
4,18,1,40.516792,-74.24988
4,23,1,40.516792,-74.24988
5,0,1,40.516792,-74.24988
5,6,1,40.516792,-74.24988
5,9,2,40.516792,-74.24988
5,12,1,40.516792,-74.24988
5,14,2,40.516792,-74.24988
5,16,1,40.516792,-74.24988
5,17,1,40.516792,-74.24988
5,20,2,40.516792,-74.24988
6,0,1,40.516792,-74.24988
6,13,1,40.516792,-74.24988
6,16,1,40.516792,-74.24988
6,17,1,40.516792,-74.24988
6,19,1,40.516792,-74.24988
6,20,1,40.516792,-74.24988
6,21,2,40.516792,-74.24988
6,22,1,40.516792,-74.24988
0,0,2,40.516792,-74.24088
0,5,1,40.516792,-74.24088
0,9,1,40.516792,-74.24088
0,10,1,40.516792,-74.24088
0,12,2,40.516792,-74.24088
0,13,1,40.516792,-74.24088
0,15,1,40.516792,-74.24088
0,17,1,40.516792,-74.24088
0,20,5,40.516792,-74.24088
0,22,1,40.516792,-74.24088
1,0,1,40.516792,-74.24088
1,2,1,40.516792,-74.24088
