weekday,pick_hour,sum,lat,long
0,0,12,40.8343,-73.8584
0,0,9,40.8343,-73.8504
0,0,2,40.8343,-73.8424
0,0,1,40.8343,-73.8264
0,0,5,40.8343,-73.8184
0,0,28,40.8423,-73.9464
0,0,399,40.8423,-73.9384
0,0,6,40.8423,-73.9224
0,0,16,40.8423,-73.9144
0,0,3,40.8423,-73.8984
0,0,1,40.8423,-73.8824
0,0,6,40.8423,-73.8744
0,0,9,40.8423,-73.8664
0,0,5,40.8423,-73.8584
0,0,3,40.8423,-73.8504
0,0,8,40.8423,-73.8424
0,0,1,40.8423,-73.8344
0,0,1,40.8423,-73.8264
0,0,2,40.8423,-73.7864
0,0,2,40.8503,-73.9464
0,0,373,40.8503,-73.9384
0,0,94,40.8503,-73.9304
0,0,15,40.8503,-73.9224
0,0,5,40.8503,-73.9144
0,0,11,40.8503,-73.9064
0,0,7,40.8503,-73.8984
0,0,1,40.8503,-73.8824
0,0,1,40.8503,-73.8664
0,0,3,40.8503,-73.8584
0,0,1,40.8503,-73.8424
0,0,3,40.8503,-73.8264
0,0,1,40.8503,-73.7864
0,0,38,40.8583,-73.9384
0,0,123,40.8583,-73.9304
0,0,29,40.8583,-73.9224
0,0,10,40.8583,-73.9144
0,0,9,40.8583,-73.9064
0,0,19,40.8583,-73.8984
0,0,8,40.8583,-73.8904
0,0,3,40.8583,-73.8824
0,0,10,40.8583,-73.8664
0,0,7,40.8583,-73.8424
0,0,1,40.8583,-73.8344
0,0,387,40.8663,-73.9304
0,0,109,40.8663,-73.9224
0,0,25,40.8663,-73.9144
0,0,20,40.8663,-73.9064
0,0,10,40.8663,-73.8984
0,0,7,40.8663,-73.8904
0,0,5,40.8663,-73.8664
0,0,1,40.8663,-73.8584
0,0,2,40.8663,-73.8344
0,0,35,40.8743,-73.9064
0,0,1,40.8743,-73.8984
0,0,5,40.8743,-73.8904
0,0,1,40.8743,-73.8824
0,0,1,40.8743,-73.8744
0,0,1,40.8743,-73.8504
0,0,1,40.8743,-73.8264
0,0,1,40.8823,-73.9224
0,0,6,40.8823,-73.9144
0,0,8,40.8823,-73.9064
0,0,6,40.8823,-73.8984
0,0,3,40.8823,-73.8824
0,0,1,40.8823,-73.8744
0,0,1,40.8823,-73.8584
0,0,1,40.8823,-73.8504
0,0,1,40.8823,-73.8424
0,0,3,40.8823,-73.8344
0,0,1,40.8823,-73.8264
0,0,1,40.8903,-73.9144
0,0,2,40.8903,-73.9064
0,0,8,40.8903,-73.8984
0,0,1,40.8903,-73.8584
0,0,2,40.8903,-73.8424
0,0,1,40.8983,-73.9064
0,0,1,40.8983,-73.8984
0,0,7,40.8983,-73.8744
0,0,6,40.8983,-73.8664
0,1,1,40.5623,-74.1384
0,1,2,40.5783,-73.9624
0,1,1,40.5783,-73.9544
