day,hour,precinct,criminal,traffic,population,age
0,0,44,157,162,141055.0,31.5
0,0,103,75,116,68981.0,39.3
0,0,28,40,2902,50095.0,34.8
0,0,105,78,20,200852.0,40.1
0,0,13,68,46958,49348.0,34.2
0,0,71,101,436,111325.0,34.3
0,0,7,47,13381,72789.0,41.1
0,0,46,96,101,136982.0,29.9
0,0,48,93,12,130442.0,28.9
0,0,19,65,24836,221922.0,39.9
0,0,41,79,30,55492.0,30.3
0,0,14,59,75916,16368.0,33.2
0,0,67,200,31,138643.0,37.8
0,0,17,36,48201,97402.0,38.4
0,0,61,87,28,150931.0,39.9
0,0,102,97,253,154987.0,35.5
0,0,110,68,905,142289.0,35.8
0,0,108,63,4453,139088.0,37.1
0,0,75,219,49,185182.0,33.0
0,0,73,122,134,94149.0,32.3
0,0,60,145,20,109876.0,43.7
0,0,68,43,94,125011.0,39.4
0,0,79,80,720,75318.0,29.1
0,0,23,93,5503,59777.0,34.5
0,0,42,67,29,139743.0,29.4
0,0,115,131,19638,180562.0,35.0
0,0,52,129,33,131423.0,32.3
0,0,122,79,7,135323.0,41.4
0,0,72,81,183,151258.0,33.3
0,0,109,111,112,250162.0,42.8
0,0,24,66,9235,124447.0,43.4
0,0,81,72,839,67371.0,33.2
0,0,90,108,9889,124082.0,30.9
0,0,112,65,470,114637.0,42.1
0,0,43,169,64,189556.0,34.2
0,0,84,66,5238,66385.0,35.0
0,0,47,138,29,144341.0,35.6
0,0,77,82,882,127627.0,34.2
0,0,101,56,5,93267.0,33.3
0,0,83,102,752,135837.0,30.4
0,0,113,108,29522,239699.0,35.9
0,0,120,112,46,172369.0,35.9
0,0,70,90,349,162030.0,34.3
0,0,69,59,9,88367.0,37.1
0,0,66,58,61,164842.0,27.9
0,0,114,144,5442,172468.0,35.1
0,0,76,29,1538,42463.0,36.5
0,0,63,59,55,116657.0,38.6
0,0,45,67,26,122417.0,42.9
0,0,106,97,57,137073.0,38.7
0,0,10,32,35646,77205.0,37.1
0,0,78,39,3998,73881.0,35.4
0,0,6,52,46535,66772.0,36.5
0,0,5,24,25565,44898.0,40.0
0,0,94,60,7131,33351.0,34.7
0,0,40,134,382,98324.0,28.7
0,0,34,122,881,126204.0,36.3
0,0,32,88,1012,85872.0,33.7
0,0,50,44,74,58653.0,37.6
0,0,25,89,2497,61031.0,33.4
0,0,100,28,10,28243.0,45.8
0,0,18,65,58437,58237.0,38.1
0,0,20,40,19214,85962.0,41.8
0,0,111,63,47,119917.0,43.8
0,0,107,69,123,93520.0,37.3
0,0,30,49,1977,63956.0,34.1
0,0,49,102,49,129501.0,36.0
0,0,88,54,3037,74233.0,34.1
0,0,26,33,3711,65925.0,30.4
0,0,123,50,15,165632.0,41.6
0,0,9,94,45142,43022.0,32.4
0,0,104,95,180,174240.0,37.3
0,0,33,65,990,92476.0,34.6
0,0,62,99,47,189076.0,38.4
0,0,22,4,2542,0.0,0.0
0,0,1,10,1000,88716.0,34.0
0,1,44,101,96,141055.0,31.5
0,1,103,56,53,68981.0,39.3
0,1,28,25,1993,50095.0,34.8
0,1,105,69,9,200852.0,40.1
0,1,13,26,26877,49348.0,34.2
0,1,71,59,417,111325.0,34.3
0,1,7,32,9307,72789.0,41.1
0,1,46,82,105,136982.0,29.9
0,1,48,81,22,130442.0,28.9
0,1,19,48,13238,221922.0,39.9
0,1,41,51,31,55492.0,30.3
0,1,14,63,43414,16368.0,33.2
0,1,67,107,48,138643.0,37.8
0,1,17,13,29158,97402.0,38.4
0,1,61,44,34,150931.0,39.9
0,1,102,73,175,154987.0,35.5
0,1,110,74,876,142289.0,35.8
0,1,108,46,3748,139088.0,37.1
0,1,75,143,58,185182.0,33.0
0,1,73,72,128,94149.0,32.3
0,1,60,57,7,109876.0,43.7
0,1,68,27,82,125011.0,39.4
0,1,79,48,580,75318.0,29.1
0,1,23,58,3115,59777.0,34.5
0,1,42,57,23,139743.0,29.4
0,1,115,99,3103,180562.0,35.0
0,1,52,93,47,131423.0,32.3
0,1,122,37,9,135323.0,41.4
0,1,1,30,12613,88716.0,34.0
0,1,72,49,137,151258.0,33.3
0,1,109,49,88,250162.0,42.8
0,1,24,34,5508,124447.0,43.4
0,1,81,50,766,67371.0,33.2
0,1,90,72,7216,124082.0,30.9
0,1,112,27,257,114637.0,42.1
0,1,43,116,43,189556.0,34.2
0,1,84,20,2929,66385.0,35.0
0,1,47,89,19,144341.0,35.6
0,1,77,49,736,127627.0,34.2
0,1,101,39,6,93267.0,33.3
0,1,83,58,578,135837.0,30.4
0,1,113,87,12174,239699.0,35.9
0,1,120,81,43,172369.0,35.9
0,1,70,67,221,162030.0,34.3
0,1,69,49,18,88367.0,37.1
0,1,66,35,78,164842.0,27.9
0,1,114,71,4595,172468.0,35.1
0,1,76,14,956,42463.0,36.5
0,1,63,44,32,116657.0,38.6
0,1,45,40,19,122417.0,42.9
0,1,106,56,45,137073.0,38.7
0,1,10,39,26130,77205.0,37.1
0,1,78,20,2578,73881.0,35.4
0,1,6,54,30507,66772.0,36.5
0,1,5,23,15458,44898.0,40.0
0,1,94,37,5047,33351.0,34.7
0,1,40,112,286,98324.0,28.7
0,1,34,62,461,126204.0,36.3
0,1,32,49,689,85872.0,33.7
0,1,50,35,52,58653.0,37.6
0,1,25,40,1739,61031.0,33.4
0,1,100,11,1,28243.0,45.8
0,1,18,41,35176,58237.0,38.1
0,1,20,19,11074,85962.0,41.8
0,1,111,18,34,119917.0,43.8
0,1,107,44,83,93520.0,37.3
0,1,30,37,1298,63956.0,34.1
0,1,49,57,31,129501.0,36.0
0,1,88,29,1693,74233.0,34.1
0,1,26,22,2433,65925.0,30.4
0,1,123,20,3,165632.0,41.6
0,1,9,37,31021,43022.0,32.4
0,1,104,56,137,174240.0,37.3
0,1,33,33,569,92476.0,34.6
0,1,62,45,16,189076.0,38.4
0,1,22,3,1095,0.0,0.0
