day,hour,precinct,criminal,traffic
3,12,26,56,6545
3,12,123,74,3
3,12,9,77,32323
3,12,104,114,43
3,12,33,62,997
3,12,62,125,18
3,12,22,2,35124
3,13,44,212,86
3,13,103,137,129
3,13,28,69,2859
3,13,105,97,32
3,13,13,141,103396
3,13,71,99,94
3,13,7,47,4601
3,13,46,139,19
3,13,48,104,3
3,13,19,115,137179
3,13,41,147,17
3,13,14,247,156677
3,13,67,107,19
3,13,17,68,202886
3,13,61,90,43
3,13,102,92,221
3,13,110,108,252
3,13,108,80,3842
3,13,75,215,14
3,13,73,135,16
3,13,60,105,19
3,13,68,62,26
3,13,79,96,104
3,13,23,95,18784
3,13,42,133,6
3,13,115,96,37869
3,13,52,175,67
3,13,122,79,10
3,13,1,130,75441
3,13,72,91,63
3,13,109,138,132
3,13,24,74,32942
3,13,81,74,45
3,13,90,84,1187
3,13,112,59,260
3,13,43,149,64
3,13,84,101,3844
3,13,47,110,7
3,13,77,92,96
3,13,101,59,7
3,13,83,89,55
3,13,113,104,27121
3,13,120,129,169
3,13,70,138,154
3,13,69,67,9
3,13,66,58,51
3,13,114,99,2407
3,13,76,42,619
3,13,63,70,35
3,13,45,101,3
3,13,106,70,63
3,13,10,64,55571
3,13,78,68,934
3,13,6,75,67301
3,13,5,118,35822
3,13,94,41,1448
3,13,40,228,283
3,13,34,59,135
3,13,32,89,608
3,13,50,63,38
3,13,25,107,2347
3,13,100,40,3
3,13,18,133,112490
3,13,20,72,63034
3,13,111,32,14
3,13,107,80,71
3,13,30,56,1023
3,13,49,100,12
3,13,88,68,475
3,13,26,56,6770
3,13,123,42,12
3,13,9,82,31987
3,13,104,63,64
3,13,33,45,949
3,13,62,102,17
3,13,22,4,34614
3,14,44,218,59
3,14,103,152,246
3,14,28,100,2872
3,14,105,126,50
3,14,13,162,107419
3,14,71,118,81
3,14,7,64,4632
3,14,46,129,6
3,14,48,131,6
3,14,19,112,147505
3,14,41,155,23
3,14,14,243,158202
3,14,67,138,23
3,14,17,54,208517
3,14,61,117,17
3,14,102,65,311
3,14,110,132,300
3,14,108,75,4258
3,14,75,302,23
3,14,73,150,31
3,14,60,112,11
3,14,68,96,46
3,14,79,107,92
3,14,23,73,19928
3,14,42,150,5
3,14,115,98,42174
3,14,52,192,32
3,14,122,90,14
3,14,1,138,78240
3,14,72,93,90
3,14,109,157,159
3,14,24,85,35540
3,14,81,77,35
3,14,90,120,1272
3,14,112,67,281
3,14,43,210,25
3,14,84,144,3813
3,14,47,111,7
3,14,77,118,84
3,14,101,67,2
3,14,83,99,38
3,14,113,144,32942
3,14,120,145,175
3,14,70,121,131
3,14,69,83,11
3,14,66,54,73
3,14,114,129,2788
3,14,76,43,562
3,14,63,90,41
3,14,45,121,3
3,14,106,74,100
3,14,10,76,55650
3,14,78,93,869
3,14,6,77,70427
3,14,5,116,37719
3,14,94,66,1570
3,14,40,241,316
3,14,34,80,161
3,14,32,104,668
3,14,50,72,37
3,14,25,138,2503
3,14,18,163,119714
3,14,20,88,66071
3,14,111,49,24
3,14,107,76,79
3,14,30,78,1018
3,14,49,127,13
3,14,88,81,482
3,14,26,61,6806
3,14,123,57,2
3,14,9,93,33518
3,14,104,107,88
3,14,33,58,868
3,14,62,94,13
3,14,22,11,38793
3,14,100,10,1000
3,15,44,247,100
3,15,103,201,225
3,15,28,117,2616
3,15,105,121,32
3,15,13,160,95778
3,15,71,130,83
3,15,7,82,4338
3,15,46,157,33
3,15,48,139,25
3,15,19,148,146439
3,15,41,161,17
3,15,14,265,134820
3,15,67,150,13
3,15,17,60,177782
3,15,61,109,26
3,15,102,99,321
3,15,110,127,308
3,15,108,102,3538
3,15,75,297,26
3,15,73,186,9
3,15,60,118,20
3,15,68,105,64
3,15,79,109,106
3,15,23,120,19463
3,15,42,152,16
3,15,115,120,41468
3,15,52,245,31
3,15,122,96,9
3,15,1,189,64403
3,15,72,103,59
3,15,109,158,168
3,15,24,78,39915
3,15,81,113,48
3,15,90,122,1200
3,15,112,86,280
3,15,43,220,26
3,15,84,135,3554
3,15,47,162,14
3,15,77,108,111
3,15,101,67,3
3,15,83,85,74
3,15,113,136,32872
3,15,120,154,218
3,15,70,155,103
3,15,69,88,17
3,15,66,85,86
3,15,114,156,2174
3,15,76,34,550
3,15,63,86,33
3,15,45,123,8
3,15,106,122,114
3,15,10,74,51279
3,15,78,74,891
3,15,6,100,66609
3,15,5,137,33436
3,15,94,54,1636
3,15,40,282,292
3,15,34,85,124
3,15,32,118,563
3,15,50,74,44
3,15,25,203,2488
3,15,100,48,6
3,15,18,182,106547
3,15,20,113,66201
3,15,111,51,52
3,15,107,100,106
3,15,30,90,839
3,15,49,123,12
3,15,88,72,434
3,15,26,60,6756
3,15,123,63,1
3,15,9,77,29945
3,15,104,93,63
3,15,33,64,702
3,15,62,122,30
3,15,22,11,43198
3,16,44,218,96
3,16,103,192,251
3,16,28,130,2407
3,16,105,130,52
3,16,13,173,73506
3,16,71,149,66
3,16,7,58,3332
3,16,46,157,12
3,16,48,143,11
3,16,19,121,114842
3,16,41,187,10
3,16,14,265,97158
3,16,67,148,29
3,16,17,51,134037
3,16,61,111,43
3,16,102,92,268
3,16,110,154,278
3,16,108,68,3652
3,16,75,269,25
3,16,73,195,21
3,16,60,112,8
3,16,68,86,76
3,16,79,136,61
3,16,23,152,16931
3,16,42,141,6
3,16,115,102,41252
3,16,52,229,26
3,16,122,89,3
3,16,1,128,48163
3,16,72,80,65
3,16,109,143,171
3,16,24,92,34236
3,16,81,91,49
3,16,90,119,891
3,16,112,69,221
3,16,43,217,32
3,16,84,131,2851
3,16,47,136,14
3,16,77,120,88
3,16,101,69,6
3,16,83,108,47
3,16,113,152,33961
3,16,120,145,169
3,16,70,140,158
3,16,69,82,9
3,16,66,91,99
3,16,114,156,1787
3,16,76,45,536
3,16,63,91,31
3,16,45,100,15
3,16,106,94,137
3,16,10,70,41822
3,16,78,88,838
3,16,6,105,51499
3,16,5,100,28833
3,16,94,54,1424
3,16,40,221,321
3,16,34,78,86
3,16,32,103,668
3,16,50,66,24
3,16,25,166,2614
3,16,100,49,5
3,16,18,201,84492
3,16,20,87,56199
3,16,111,53,15
3,16,107,86,166
3,16,30,82,690
3,16,49,118,5
3,16,88,66,360
3,16,26,66,6301
3,16,9,99,25367
3,16,104,103,48
3,16,33,60,546
3,16,62,95,66
3,16,22,7,33107
3,16,123,10,1000
3,17,44,251,206
3,17,103,165,266
3,17,28,96,4591
3,17,105,110,24
3,17,13,163,98661
3,17,71,138,102
3,17,7,70,5256
3,17,46,170,47
3,17,48,125,12
3,17,19,104,152916
3,17,41,143,24
3,17,14,261,108270
3,17,67,190,31
3,17,17,65,184224
3,17,61,94,43
3,17,102,115,231
3,17,110,147,323
3,17,108,70,4988
3,17,75,284,45
3,17,73,172,14
3,17,60,110,14
3,17,68,82,89
3,17,79,143,127
3,17,23,107,23625
3,17,42,122,13
3,17,115,111,47000
3,17,52,183,23
3,17,122,96,6
3,17,1,121,63603
3,17,72,98,57
3,17,109,126,117
3,17,24,97,41722
3,17,81,113,59
3,17,90,111,1173
3,17,112,72,223
3,17,43,208,49
3,17,84,102,4212
3,17,47,151,7
3,17,77,116,131
3,17,101,84,15
3,17,83,103,66
3,17,113,152,32997
3,17,120,142,143
3,17,70,129,185
3,17,69,80,17
3,17,66,73,112
3,17,114,151,2056
3,17,76,45,869
3,17,63,91,28
3,17,45,130,11
3,17,106,80,74
3,17,10,63,50803
3,17,78,87,1271
3,17,6,97,68924
3,17,5,100,37978
3,17,94,64,2131
3,17,40,193,699
3,17,34,84,137
3,17,32,112,1510
3,17,50,90,31
3,17,25,170,4178
3,17,100,34,3
3,17,18,167,107689
3,17,20,75,70402
3,17,111,42,32
3,17,107,70,115
3,17,30,104,1217
3,17,49,126,16
3,17,88,69,500
3,17,26,76,9422
3,17,123,46,1
3,17,9,89,35736
3,17,104,108,72
3,17,33,68,914
3,17,62,107,44
3,17,22,11,39376
3,18,44,229,119
3,18,103,157,248
3,18,28,103,5036
3,18,105,131,37
3,18,13,141,133087
3,18,71,128,102
3,18,7,69,7875
3,18,46,174,60
3,18,48,156,11
3,18,19,126,183786
3,18,41,148,34
3,18,14,258,148477
3,18,67,181,17
3,18,17,45,234338
3,18,61,99,65
3,18,102,112,248
3,18,110,133,232
3,18,108,79,4360
3,18,75,302,54
3,18,73,200,33
3,18,60,101,12
3,18,68,93,99
3,18,79,122,144
3,18,23,123,25749
3,18,42,140,11
3,18,115,119,45711
3,18,52,213,17
3,18,122,99,7
3,18,1,105,82261
3,18,72,87,106
3,18,109,156,116
3,18,24,86,47815
3,18,81,124,77
3,18,90,130,2597
3,18,112,67,232
3,18,43,203,64
3,18,84,94,7328
3,18,47,163,23
3,18,77,124,190
3,18,101,74,5
3,18,83,127,82
3,18,113,126,29903
3,18,120,138,157
3,18,70,156,113
3,18,69,104,7
3,18,66,81,60
3,18,114,155,2032
3,18,76,46,1259
3,18,63,81,20
3,18,45,145,6
3,18,106,110,56
3,18,10,60,77292
3,18,78,69,1943
3,18,6,99,98554
3,18,5,65,50789
3,18,94,62,2801
3,18,40,201,575
3,18,34,86,266
3,18,32,119,1196
3,18,50,112,37
3,18,25,150,4319
3,18,100,63,3
3,18,18,170,158742
3,18,20,79,87189
3,18,111,45,20
3,18,107,80,67
3,18,30,82,1382
3,18,49,117,20
3,18,88,86,918
3,18,26,54,8820
3,18,123,51,3
3,18,9,110,50691
3,18,104,132,72
3,18,33,72,993
3,18,62,141,28
3,18,22,5,38086
3,19,44,227,104
3,19,103,149,134
3,19,28,89,4138
3,19,105,125,32
3,19,13,142,162561
3,19,71,111,162
3,19,7,61,10220
3,19,46,193,53
3,19,48,147,11
3,19,19,90,171871
3,19,41,133,30
3,19,14,205,180390
3,19,67,186,19
3,19,17,56,252929
3,19,61,110,30
3,19,102,113,242
3,19,110,98,245
3,19,108,65,3808
3,19,75,344,52
3,19,73,166,31
3,19,60,106,4
3,19,68,78,101
3,19,79,143,298
3,19,23,140,23578
3,19,42,155,19
3,19,115,119,44754
3,19,52,223,33
3,19,122,78,3
3,19,1,101,95920
3,19,72,68,150
3,19,109,148,122
3,19,24,75,43661
3,19,81,130,149
3,19,90,101,3591
3,19,112,54,290
3,19,43,226,73
3,19,84,79,8952
3,19,47,136,18
3,19,77,146,269
3,19,101,63,10
3,19,83,98,123
3,19,113,123,30774
3,19,120,132,126
3,19,70,133,156
3,19,69,75,17
3,19,66,72,42
3,19,114,150,2041
3,19,76,67,1404
3,19,63,91,29
3,19,45,108,21
3,19,106,113,48
3,19,10,75,93197
3,19,78,65,2738
3,19,6,87,122523
3,19,5,73,60591
3,19,94,61,3241
3,19,40,194,426
3,19,34,107,305
3,19,32,118,1018
3,19,50,89,50
3,19,25,148,3450
3,19,100,44,6
3,19,18,126,179216
3,19,20,64,83906
3,19,111,53,16
3,19,107,73,29
3,19,30,74,1320
3,19,49,125,27
3,19,88,81,1315
3,19,26,48,7178
3,19,123,46,1
3,19,9,105,62405
3,19,104,102,88
3,19,33,56,1060
3,19,62,105,26
3,19,22,10,33775
3,20,44,208,110
3,20,103,132,184
3,20,28,84,4120
3,20,105,117,26
3,20,13,116,168368
3,20,71,137,200
3,20,7,73,12853
3,20,46,179,51
3,20,48,152,7
3,20,19,89,143074
3,20,41,160,39
3,20,14,182,181604
3,20,67,176,11
3,20,17,39,248344
3,20,61,108,33
3,20,102,92,221
3,20,110,129,314
3,20,108,74,3924
3,20,75,318,46
3,20,73,192,53
3,20,60,120,8
3,20,68,80,89
3,20,79,131,402
3,20,23,141,18537
3,20,42,141,28
3,20,115,101,41850
3,20,52,211,22
3,20,122,110,20
3,20,1,75,99634
3,20,72,81,118
3,20,109,132,58
3,20,24,80,35749
3,20,81,129,215
3,20,90,103,4494
3,20,112,49,247
3,20,43,230,43
3,20,84,80,9611
3,20,47,157,37
3,20,77,127,381
3,20,101,79,17
3,20,83,125,152
3,20,113,163,33317
3,20,120,132,109
3,20,70,123,172
3,20,69,96,19
3,20,66,74,53
3,20,114,135,2074
3,20,76,47,1548
3,20,63,95,23
3,20,45,111,17
3,20,106,105,28
3,20,10,52,89245
3,20,78,63,3566
3,20,6,79,134360
3,20,5,45,66351
3,20,94,57,3873
3,20,40,231,328
3,20,34,75,398
3,20,32,118,957
3,20,50,71,94
3,20,25,197,3046
3,20,100,39,24
3,20,18,138,167298
3,20,20,52,72374
3,20,111,43,23
3,20,107,82,41
3,20,30,72,1464
3,20,49,118,33
3,20,88,70,1990
3,20,26,39,7014
3,20,123,53,5
3,20,9,101,72189
3,20,104,109,109
3,20,33,63,1139
3,20,62,90,33
3,20,22,3,25947
3,21,44,182,140
3,21,103,123,128
3,21,28,118,4313
3,21,105,119,39
3,21,13,92,162440
3,21,71,108,264
3,21,7,58,17332
3,21,46,146,56
3,21,48,114,8
3,21,19,65,128179
3,21,41,133,33
3,21,14,159,183132
3,21,67,186,14
3,21,17,48,254702
3,21,61,92,50
3,21,102,98,216
3,21,110,90,344
3,21,108,81,3729
3,21,75,325,62
3,21,73,139,43
3,21,60,108,13
3,21,68,69,146
3,21,79,130,599
3,21,23,114,16077
3,21,42,140,26
3,21,115,145,46819
3,21,52,194,55
3,21,122,73,6
3,21,1,64,103427
3,21,72,78,161
3,21,109,127,100
3,21,24,61,31906
3,21,81,105,359
3,21,90,92,6739
3,21,112,62,432
3,21,43,203,66
3,21,84,40,10926
3,21,47,157,37
3,21,77,98,522
3,21,101,74,13
3,21,83,97,274
3,21,113,144,34173
3,21,120,110,95
3,21,70,119,241
3,21,69,79,19
3,21,66,87,77
3,21,114,128,2599
3,21,76,49,1880
3,21,63,85,28
3,21,45,104,22
3,21,106,97,62
3,21,10,62,83133
3,21,78,51,5639
3,21,6,63,141401
3,21,5,40,68851
3,21,94,50,4840
3,21,40,201,320
3,21,34,61,518
3,21,32,105,1085
3,21,50,87,99
3,21,25,117,2978
3,21,100,43,18
3,21,18,117,170193
3,21,20,48,80188
3,21,111,41,41
3,21,107,84,45
3,21,30,85,1629
3,21,49,107,39
3,21,88,49,2611
3,21,26,38,7722
3,21,123,36,10
3,21,9,87,89013
3,21,104,108,116
3,21,33,50,1285
3,21,62,88,19
3,21,22,3,22716
3,22,44,180,201
3,22,103,112,140
3,22,28,74,4807
3,22,105,114,21
3,22,13,80,151247
3,22,71,111,399
3,22,7,59,22517
3,22,46,148,92
3,22,48,114,13
3,22,19,66,108855
3,22,41,127,38
3,22,14,107,169545
3,22,67,166,30
3,22,17,39,247440
3,22,61,85,60
3,22,102,76,218
3,22,110,78,381
3,22,108,56,4494
3,22,75,306,85
3,22,73,143,76
3,22,60,97,21
3,22,68,73,240
3,22,79,97,954
3,22,23,86,14169
3,22,42,131,20
3,22,115,128,46705
3,22,52,171,54
3,22,122,72,8
3,22,1,32,100682
3,22,72,70,251
3,22,109,122,123
3,22,24,56,27870
3,22,81,110,598
3,22,90,111,9955
3,22,112,40,389
3,22,43,197,66
3,22,84,39,13700
3,22,47,153,45
3,22,77,133,906
3,22,101,70,12
3,22,83,104,419
3,22,113,131,31253
3,22,120,118,118
3,22,70,115,316
3,22,69,73,20
3,22,66,79,100
3,22,114,135,3479
3,22,76,38,2708
3,22,63,59,44
3,22,45,67,19
3,22,106,92,57
3,22,10,53,78205
3,22,78,49,7778
3,22,6,66,132239
3,22,5,59,71251
3,22,94,53,7339
3,22,40,197,319
3,22,34,76,697
3,22,32,101,1134
3,22,50,73,115
3,22,25,119,2750
3,22,100,35,5
3,22,18,105,176541
3,22,20,42,77589
3,22,111,31,29
3,22,107,91,66
3,22,30,63,1531
3,22,49,114,43
3,22,88,60,4069
3,22,26,38,6672
3,22,123,50,11
3,22,9,78,99946
3,22,104,83,152
3,22,33,62,1598
3,22,62,81,41
3,22,22,6,18836
3,23,44,166,219
3,23,103,88,105
3,23,28,79,4851
3,23,105,118,16
3,23,13,99,144659
3,23,71,88,572
3,23,7,60,27745
3,23,46,113,105
3,23,48,118,40
3,23,19,51,79052
3,23,41,92,36
3,23,14,113,165009
3,23,67,159,53
3,23,17,39,196553
3,23,61,59,60
3,23,102,114,218
3,23,110,76,609
3,23,108,68,4810
3,23,75,220,63
3,23,73,122,109
3,23,60,92,24
3,23,68,54,237
3,23,79,118,1447
3,23,23,84,11587
3,23,42,102,39
3,23,115,136,39537
3,23,52,124,41
3,23,122,64,9
3,23,1,35,84819
3,23,72,93,345
3,23,109,96,119
3,23,24,59,21769
3,23,81,67,993
3,23,90,98,15738
3,23,112,29,517
3,23,43,156,27
3,23,84,26,14391
3,23,47,127,35
3,23,77,93,1110
3,23,101,68,9
3,23,83,86,807
3,23,113,124,28571
3,23,120,101,82
3,23,70,105,386
3,23,69,71,30
3,23,66,80,67
3,23,114,130,4833
3,23,76,30,2736
3,23,63,60,54
3,23,45,78,39
3,23,106,79,70
3,23,10,54,68636
3,23,78,36,9123
3,23,6,70,130291
3,23,5,45,73287
3,23,94,60,11900
3,23,40,161,402
3,23,34,56,708
3,23,32,82,1397
3,23,50,63,116
3,23,25,85,2790
3,23,100,34,4
3,23,18,98,172338
3,23,20,40,56522
3,23,111,32,31
3,23,107,61,89
3,23,30,54,1722
3,23,49,83,31
3,23,88,69,5363
3,23,26,36,5627
3,23,123,53,7
3,23,9,73,110410
3,23,104,98,151
3,23,33,49,1647
3,23,62,64,65
3,23,22,2,12613
4,0,44,188,210
4,0,103,87,81
4,0,28,46,3800
4,0,105,104,24
4,0,13,78,117672
4,0,71,104,574
4,0,7,72,27969
4,0,46,122,157
4,0,48,119,25
4,0,19,83,47847
4,0,41,82,37
4,0,14,91,133381
4,0,67,148,43
4,0,17,65,126126
4,0,61,66,42
4,0,102,79,323
4,0,110,81,849
4,0,108,70,5233
4,0,75,254,52
4,0,73,148,94
4,0,60,207,20
4,0,68,56,264
4,0,79,118,1637
4,0,23,103,7500
4,0,42,107,28
4,0,115,156,18882
4,0,52,172,55
4,0,122,60,24
4,0,1,87,59826
4,0,72,70,450
4,0,109,80,129
4,0,24,65,15325
4,0,81,73,1309
4,0,90,116,16560
4,0,112,69,654
4,0,43,171,75
4,0,84,53,10959
4,0,47,148,44
4,0,77,107,1343
4,0,101,59,4
4,0,83,104,1116
4,0,113,126,21737
4,0,120,112,94
4,0,70,106,371
4,0,69,62,20
4,0,66,79,54
4,0,114,174,5266
4,0,76,31,2042
4,0,63,68,102
4,0,45,78,19
4,0,106,117,84
4,0,10,62,54530
4,0,78,52,7376
4,0,6,93,140108
4,0,5,42,63128
4,0,94,97,12181
4,0,40,165,550
4,0,34,139,534
4,0,32,99,1332
4,0,50,75,96
4,0,25,84,2559
4,0,100,46,1
4,0,18,90,126409
4,0,20,55,31593
4,0,111,70,54
4,0,107,55,146
4,0,30,56,1786
4,0,49,112,44
4,0,88,69,4696
4,0,26,42,4333
4,0,123,45,12
4,0,9,102,102225
4,0,104,96,164
4,0,33,64,1530
4,0,62,110,47
4,0,22,3,5661
4,1,44,129,167
4,1,103,69,50
4,1,28,44,2427
4,1,105,69,25
4,1,13,65,75439
4,1,71,72,417
4,1,7,75,22770
4,1,46,80,62
4,1,48,83,34
4,1,19,50,26846
4,1,41,49,50
4,1,14,87,86044
4,1,67,94,34
4,1,17,44,74959
4,1,61,55,54
4,1,102,60,266
4,1,110,63,833
4,1,108,65,4593
4,1,75,155,66
4,1,73,96,132
4,1,60,61,19
4,1,68,47,164
4,1,79,73,1248
4,1,23,58,4607
4,1,42,75,34
4,1,115,105,5333
4,1,52,82,83
4,1,122,42,20
4,1,1,52,35892
4,1,72,64,365
4,1,109,74,120
4,1,24,45,10036
4,1,81,60,1294
4,1,90,72,12795
4,1,112,21,528
4,1,43,103,89
4,1,84,26,6118
4,1,47,105,62
4,1,77,71,1117
4,1,101,34,8
4,1,83,68,1157
4,1,113,73,11472
4,1,120,75,88
4,1,70,69,344
4,1,69,40,19
4,1,66,51,105
4,1,114,110,5221
4,1,76,24,1059
4,1,63,42,81
4,1,45,57,43
4,1,106,56,57
4,1,10,66,35873
4,1,78,31,4756
4,1,6,83,117346
4,1,5,41,45557
4,1,94,57,9609
4,1,40,142,364
4,1,34,61,423
4,1,32,70,993
4,1,50,34,90
4,1,25,65,1769
4,1,100,29,11
4,1,18,79,77873
4,1,20,33,18610
4,1,111,31,55
4,1,107,44,150
4,1,30,43,1329
4,1,49,67,40
4,1,88,37,2954
4,1,26,28,3063
4,1,123,42,8
4,1,9,101,74501
4,1,104,56,147
4,1,33,45,1079
4,1,62,72,66
4,1,22,1,2929
4,2,44,100,123
4,2,103,62,61
4,2,28,27,1751
4,2,105,54,23
4,2,13,62,44993
4,2,71,49,371
4,2,7,53,16377
4,2,46,63,78
4,2,48,62,29
4,2,19,34,15794
4,2,41,47,41
4,2,14,57,53023
4,2,67,67,32
4,2,17,21,46942
4,2,61,38,49
4,2,102,53,152
4,2,110,53,862
4,2,108,49,4299
4,2,75,115,37
4,2,73,74,101
4,2,60,54,22
4,2,68,35,139
4,2,79,50,744
4,2,23,49,3213
4,2,42,46,32
4,2,115,92,1593
4,2,52,55,49
4,2,122,45,14
4,2,1,34,20342
4,2,72,63,273
4,2,109,48,88
4,2,24,35,6284
4,2,81,46,1078
4,2,90,60,9227
4,2,112,17,376
4,2,43,90,65
4,2,84,19,3295
4,2,47,92,38
4,2,77,50,620
4,2,101,25,6
4,2,83,55,875
4,2,113,54,3426
4,2,120,43,76
4,2,70,62,253
4,2,69,31,23
4,2,66,32,59
4,2,114,103,4556
4,2,76,23,586
4,2,63,31,47
4,2,45,36,11
4,2,106,34,62
4,2,10,42,28388
4,2,78,36,2582
4,2,6,88,88200
4,2,5,32,32821
4,2,94,36,7465
4,2,40,99,237
4,2,34,48,272
4,2,32,61,753
4,2,50,27,38
4,2,25,43,1296
4,2,100,15,1
4,2,18,78,48333
4,2,20,22,10052
4,2,111,27,41
4,2,107,42,65
4,2,30,32,981
4,2,49,40,42
4,2,88,25,1553
4,2,26,23,2091
4,2,123,26,4
4,2,9,109,49668
4,2,104,56,94
4,2,33,38,596
4,2,62,46,29
4,2,22,1,1632
4,3,44,64,88
4,3,103,32,45
4,3,28,18,1323
4,3,105,42,14
4,3,13,49,25752
4,3,71,27,200
4,3,7,36,10869
4,3,46,46,57
4,3,48,55,8
4,3,19,28,10630
4,3,41,34,36
4,3,14,65,33548
4,3,67,48,18
4,3,17,10,32424
4,3,61,45,31
4,3,102,38,94
4,3,110,68,753
4,3,108,52,3496
4,3,75,91,32
4,3,73,41,66
4,3,60,38,34
4,3,68,43,63
4,3,79,38,572
4,3,23,38,2626
4,3,42,26,14
4,3,115,101,1229
4,3,52,47,40
4,3,122,24,14
4,3,1,40,12492
4,3,72,59,163
4,3,109,62,72
4,3,24,27,4437
4,3,81,31,758
4,3,90,53,6412
4,3,112,18,233
4,3,43,61,55
4,3,84,19,2046
4,3,47,60,28
4,3,77,27,446
4,3,101,21,2
4,3,83,46,691
4,3,113,30,1337
4,3,120,49,66
4,3,70,47,186
4,3,69,20,37
4,3,66,31,72
4,3,114,95,3546
4,3,76,13,335
4,3,63,31,54
4,3,45,33,22
4,3,106,46,44
4,3,10,44,23298
4,3,78,16,1449
4,3,6,88,59346
4,3,5,36,21711
4,3,94,32,4543
4,3,40,71,287
4,3,34,54,155
4,3,32,35,624
4,3,50,27,34
4,3,25,33,1038
4,3,100,13,4
4,3,18,62,32955
4,3,20,15,5641
4,3,111,18,52
4,3,107,33,63
4,3,30,28,863
4,3,49,39,30
4,3,88,16,830
4,3,26,6,1498
4,3,123,33,6
4,3,9,80,33080
4,3,104,43,99
4,3,33,25,523
4,3,62,45,19
4,3,22,1,910
4,4,44,50,153
4,4,103,44,38
4,4,28,20,1416
4,4,105,24,16
4,4,13,45,19815
4,4,71,24,159
4,4,7,37,6883
4,4,46,29,87
4,4,48,32,20
4,4,19,22,12096
4,4,41,36,18
4,4,14,39,28084
4,4,67,52,9
4,4,17,15,25131
4,4,61,26,64
4,4,102,47,95
4,4,110,73,842
4,4,108,53,4223
4,4,75,63,43
4,4,73,35,67
4,4,60,35,7
4,4,68,22,80
4,4,79,35,442
4,4,23,34,3939
4,4,42,18,17
4,4,115,100,1795
4,4,52,41,39
4,4,122,18,13
4,4,1,36,9795
4,4,72,65,163
4,4,109,50,124
4,4,24,28,5443
4,4,81,23,540
4,4,90,41,4768
4,4,112,7,192
4,4,43,52,54
4,4,84,15,1905
4,4,47,60,22
4,4,77,24,294
4,4,101,25,9
4,4,83,38,422
4,4,113,35,1422
4,4,120,26,97
4,4,70,27,181
4,4,69,27,9
4,4,66,35,71
4,4,114,78,4469
4,4,76,6,370
4,4,63,16,21
4,4,45,23,18
4,4,106,48,53
4,4,10,36,17683
4,4,78,8,1056
4,4,6,53,32583
4,4,5,17,11910
4,4,94,15,2739
4,4,40,56,266
4,4,34,66,139
4,4,32,37,633
4,4,50,18,40
4,4,25,22,1297
4,4,18,54,31153
4,4,20,19,5460
4,4,111,24,18
4,4,107,25,66
4,4,30,38,767
4,4,49,31,16
4,4,88,23,688
4,4,26,14,1690
4,4,123,16,5
4,4,9,52,22984
4,4,104,37,87
4,4,33,21,600
4,4,62,26,36
4,4,22,0,1272
4,4,100,10,1000
4,5,44,48,130
4,5,103,32,68
4,5,28,21,1898
4,5,105,36,12
4,5,13,24,19799
4,5,71,28,170
4,5,7,15,3026
4,5,46,41,42
4,5,48,30,10
4,5,19,13,24165
4,5,41,29,31
4,5,14,37,37830
4,5,67,32,16
4,5,17,9,27810
4,5,61,19,43
4,5,102,28,182
4,5,110,37,746
4,5,108,29,5372
4,5,75,66,17
4,5,73,39,41
4,5,60,18,17
4,5,68,12,48
4,5,79,18,191
4,5,23,43,6504
4,5,42,25,34
4,5,115,42,2066
4,5,52,45,29
4,5,122,18,3
4,5,1,25,11342
4,5,72,29,107
4,5,109,27,121
4,5,24,24,9040
4,5,81,29,210
4,5,90,32,2040
4,5,112,8,325
4,5,43,40,53
4,5,84,13,2840
4,5,47,33,18
4,5,77,30,249
4,5,101,15,1
4,5,83,28,145
4,5,113,39,10423
4,5,120,31,119
4,5,70,34,263
4,5,69,20,7
4,5,66,23,81
4,5,114,47,5301
4,5,76,6,713
4,5,63,18,31
4,5,45,27,1
4,5,106,19,26
4,5,10,19,10958
4,5,78,14,1135
4,5,6,25,17330
4,5,5,9,6104
4,5,94,13,1367
4,5,40,40,247
4,5,34,31,101
4,5,32,21,735
4,5,50,18,7
4,5,25,27,1650
4,5,100,9,3
4,5,18,28,24406
4,5,20,8,9931
4,5,111,7,43
4,5,107,21,62
4,5,30,20,825
4,5,49,11,32
4,5,88,7,431
4,5,26,11,1684
4,5,123,9,3
4,5,9,21,14947
4,5,104,29,58
4,5,33,21,484
4,5,62,25,17
4,5,22,0,3369
4,6,44,48,187
4,6,103,64,173
4,6,28,21,3592
4,6,105,41,26
4,6,13,25,46988
4,6,71,36,235
4,6,7,15,3615
4,6,46,42,37
4,6,48,51,8
4,6,19,17,75829
4,6,41,39,39
4,6,14,29,96630
4,6,67,56,15
4,6,17,7,64217
4,6,61,33,42
4,6,102,30,407
4,6,110,33,713
4,6,108,33,8531
4,6,75,97,47
4,6,73,59,52
4,6,60,31,3
4,6,68,19,81
4,6,79,40,196
4,6,23,33,17541
4,6,42,39,34
4,6,115,59,3539
4,6,52,47,35
4,6,122,17,3
4,6,1,22,28893
4,6,72,22,206
4,6,109,21,75
4,6,24,17,20607
4,6,81,38,149
4,6,90,24,1516
4,6,112,18,651
4,6,43,77,115
4,6,84,9,6844
4,6,47,49,15
4,6,77,49,257
4,6,101,19,2
4,6,83,35,118
4,6,113,60,20308
4,6,120,52,89
4,6,70,41,355
4,6,69,33,5
4,6,66,20,85
4,6,114,35,8109
4,6,76,11,1980
