day,hour,precinct,criminal,traffic
1,16,30,81,595
1,16,49,154,21
1,16,88,74,314
1,16,26,56,5946
1,16,123,47,1
1,16,9,88,23730
1,16,104,109,75
1,16,33,67,511
1,16,62,132,65
1,16,22,14,36811
1,17,44,229,117
1,17,103,195,197
1,17,28,123,4221
1,17,105,140,40
1,17,13,155,106194
1,17,71,149,82
1,17,7,78,4411
1,17,46,194,35
1,17,48,140,7
1,17,19,117,152991
1,17,41,133,20
1,17,14,279,119442
1,17,67,186,28
1,17,17,56,200476
1,17,61,105,42
1,17,102,112,220
1,17,110,126,316
1,17,108,78,4478
1,17,75,282,17
1,17,73,183,22
1,17,60,120,11
1,17,68,102,51
1,17,79,120,102
1,17,23,142,21940
1,17,42,134,24
1,17,115,136,40543
1,17,52,242,22
1,17,122,98,6
1,17,1,123,64643
1,17,72,93,97
1,17,109,135,100
1,17,24,86,39030
1,17,81,99,61
1,17,90,99,1157
1,17,112,72,181
1,17,43,223,49
1,17,84,133,4137
1,17,47,170,12
1,17,77,133,124
1,17,101,73,17
1,17,83,108,36
1,17,113,114,31957
1,17,120,154,135
1,17,70,130,193
1,17,69,84,17
1,17,66,92,107
1,17,114,153,1977
1,17,76,42,844
1,17,63,86,14
1,17,45,128,7
1,17,106,75,81
1,17,10,68,51011
1,17,78,98,1144
1,17,6,88,68148
1,17,5,90,37115
1,17,94,52,1687
1,17,40,195,590
1,17,34,72,148
1,17,32,113,1210
1,17,50,101,20
1,17,25,159,3509
1,17,100,51,1
1,17,18,186,115564
1,17,20,95,68555
1,17,111,42,50
1,17,107,82,90
1,17,30,79,931
1,17,49,133,31
1,17,88,69,403
1,17,26,50,8832
1,17,123,55,3
1,17,9,94,32792
1,17,104,113,65
1,17,33,52,789
1,17,62,114,45
1,17,22,9,41933
1,18,44,269,87
1,18,103,189,207
1,18,28,92,4198
1,18,105,130,16
1,18,13,150,139923
1,18,71,140,78
1,18,7,77,6743
1,18,46,221,50
1,18,48,145,23
1,18,19,102,182355
1,18,41,121,17
1,18,14,275,161167
1,18,67,193,24
1,18,17,50,258420
1,18,61,109,24
1,18,102,114,272
1,18,110,132,280
1,18,108,84,4332
1,18,75,326,33
1,18,73,182,21
1,18,60,91,6
1,18,68,86,34
1,18,79,129,148
1,18,23,154,24554
1,18,42,138,9
1,18,115,121,40163
1,18,52,230,23
1,18,122,78,1
1,18,1,111,84893
1,18,72,90,70
1,18,109,147,99
1,18,24,98,46327
1,18,81,130,95
1,18,90,126,2256
1,18,112,77,209
1,18,43,239,26
1,18,84,122,6501
1,18,47,163,10
1,18,77,134,154
1,18,101,84,22
1,18,83,110,57
1,18,113,151,29259
1,18,120,124,103
1,18,70,152,84
1,18,69,96,9
1,18,66,83,66
1,18,114,153,1924
1,18,76,52,1197
1,18,63,83,12
1,18,45,125,14
1,18,106,135,58
1,18,10,61,73824
1,18,78,76,1792
1,18,6,75,95302
1,18,5,87,49206
1,18,94,55,2511
1,18,40,197,486
1,18,34,109,161
1,18,32,113,985
1,18,50,107,44
1,18,25,191,3542
1,18,18,156,172475
1,18,20,78,86616
1,18,111,49,21
1,18,107,89,59
1,18,30,96,1126
1,18,49,140,9
1,18,88,81,786
1,18,26,47,8345
1,18,9,117,45745
1,18,104,120,102
1,18,33,68,889
1,18,62,102,31
1,18,22,7,38597
1,18,123,10,1000
1,18,100,10,1000
1,19,44,254,71
1,19,103,160,156
1,19,28,98,3333
1,19,105,143,32
1,19,13,105,159151
1,19,71,122,114
1,19,7,73,8665
1,19,46,210,47
1,19,48,142,9
1,19,19,102,164882
1,19,41,132,27
1,19,14,220,186557
1,19,67,193,28
1,19,17,33,276044
1,19,61,122,20
1,19,102,119,202
1,19,110,140,224
1,19,108,72,3659
1,19,75,290,40
1,19,73,204,21
1,19,60,94,3
1,19,68,73,36
1,19,79,133,184
1,19,23,172,22172
1,19,42,167,10
1,19,115,143,37305
1,19,52,261,19
1,19,122,93,18
1,19,1,90,94925
1,19,72,97,70
1,19,109,150,66
1,19,24,87,40764
1,19,81,131,109
1,19,90,122,3331
1,19,112,71,202
1,19,43,231,32
1,19,84,81,7703
1,19,47,153,22
1,19,77,110,238
1,19,101,79,6
1,19,83,98,118
1,19,113,120,28602
1,19,120,112,106
1,19,70,153,134
1,19,69,99,15
1,19,66,95,38
1,19,114,132,1905
1,19,76,67,1289
1,19,63,114,28
1,19,45,100,9
1,19,106,112,62
1,19,10,61,79013
1,19,78,81,2572
1,19,6,78,112613
1,19,5,51,57623
1,19,94,70,3067
1,19,40,204,259
1,19,34,101,224
1,19,32,126,716
1,19,50,99,58
1,19,25,131,2765
1,19,18,145,174402
1,19,20,67,78935
1,19,111,56,28
1,19,107,88,60
1,19,30,62,1125
1,19,49,161,23
1,19,88,65,1330
1,19,26,67,6673
1,19,123,49,6
1,19,9,88,55254
1,19,104,123,71
1,19,33,66,829
1,19,62,93,14
1,19,22,7,32883
1,19,100,10,1000
1,20,44,204,91
1,20,103,148,127
1,20,28,92,3254
1,20,105,120,23
1,20,13,118,156720
1,20,71,122,163
1,20,7,73,10819
1,20,46,186,19
1,20,48,138,22
1,20,19,80,130612
1,20,41,124,48
1,20,14,178,181648
1,20,67,181,24
1,20,17,39,268718
1,20,61,113,17
1,20,102,98,207
1,20,110,108,256
1,20,108,76,3705
1,20,75,347,25
1,20,73,175,30
1,20,60,111,16
1,20,68,78,73
1,20,79,127,329
1,20,23,146,16173
1,20,42,139,17
1,20,115,137,36455
1,20,52,201,23
1,20,122,82,5
1,20,1,69,96242
1,20,72,69,106
1,20,109,127,54
1,20,24,94,31682
1,20,81,113,193
1,20,90,110,4090
1,20,112,65,287
1,20,43,231,23
1,20,84,60,7903
1,20,47,173,17
1,20,77,132,372
1,20,101,89,16
1,20,83,118,133
1,20,113,138,33166
1,20,120,126,118
1,20,70,156,134
1,20,69,90,16
1,20,66,76,56
1,20,114,134,2265
1,20,76,49,1355
1,20,63,105,50
1,20,45,139,9
1,20,106,121,77
1,20,10,61,71687
1,20,78,58,3338
1,20,6,72,118064
1,20,5,43,59813
1,20,94,58,3581
1,20,40,203,220
1,20,34,84,321
1,20,32,125,767
1,20,50,87,59
1,20,25,250,2432
1,20,100,47,7
1,20,18,112,164629
1,20,20,49,65420
1,20,111,43,36
1,20,107,72,35
1,20,30,81,1024
1,20,49,124,19
1,20,88,70,1609
1,20,26,54,6091
1,20,123,49,5
1,20,9,99,62426
1,20,104,125,99
1,20,33,75,784
1,20,62,95,22
1,20,22,7,23577
1,21,44,202,148
1,21,103,128,104
1,21,28,91,3579
1,21,105,116,27
1,21,13,103,147933
1,21,71,133,220
1,21,7,67,13978
1,21,46,168,36
1,21,48,160,15
1,21,19,57,117143
1,21,41,89,19
1,21,14,121,181231
1,21,67,173,16
1,21,17,45,264293
1,21,61,78,30
1,21,102,96,169
1,21,110,87,379
1,21,108,60,3702
1,21,75,323,16
1,21,73,174,36
1,21,60,102,4
1,21,68,83,93
1,21,79,118,547
1,21,23,112,13675
1,21,42,157,9
1,21,115,127,40341
1,21,52,180,28
1,21,122,78,7
1,21,1,37,96111
1,21,72,93,167
1,21,109,119,77
1,21,24,47,27486
1,21,81,98,262
1,21,90,79,6196
1,21,112,41,334
1,21,43,193,46
1,21,84,49,9015
1,21,47,166,28
1,21,77,124,555
1,21,101,74,8
1,21,83,92,244
1,21,113,150,33686
1,21,120,131,78
1,21,70,141,164
1,21,69,99,18
1,21,66,77,56
1,21,114,118,2522
1,21,76,35,1538
1,21,63,98,18
1,21,45,87,15
1,21,106,101,66
1,21,10,46,70047
1,21,78,53,5137
1,21,6,59,127707
1,21,5,56,61590
1,21,94,57,4302
1,21,40,204,255
1,21,34,89,327
1,21,32,118,735
1,21,50,73,60
1,21,25,107,2221
1,21,100,42,7
1,21,18,129,179483
1,21,20,38,74565
1,21,111,37,41
1,21,107,88,60
1,21,30,80,1185
1,21,49,127,14
1,21,88,61,2405
1,21,26,52,6806
1,21,123,58,3
1,21,9,83,75997
1,21,104,114,114
1,21,33,79,996
1,21,62,101,29
1,21,22,6,19260
1,22,44,206,175
1,22,103,121,90
1,22,28,54,3914
1,22,105,127,31
1,22,13,64,133971
1,22,71,114,376
1,22,7,66,17174
1,22,46,164,47
1,22,48,154,14
1,22,19,58,93639
1,22,41,105,21
1,22,14,106,164296
1,22,67,176,33
1,22,17,45,224350
1,22,61,80,33
1,22,102,84,165
1,22,110,78,411
1,22,108,75,4077
1,22,75,310,24
1,22,73,139,67
1,22,60,85,15
1,22,68,57,124
1,22,79,120,735
1,22,23,92,10978
1,22,42,107,11
1,22,115,119,35511
1,22,52,180,25
1,22,122,71,12
1,22,1,32,87251
1,22,72,75,199
1,22,109,113,97
1,22,24,70,22830
1,22,81,107,494
1,22,90,93,9103
1,22,112,57,424
1,22,43,216,48
1,22,84,39,10848
1,22,47,170,31
1,22,77,126,797
1,22,101,63,7
1,22,83,89,340
1,22,113,136,29205
1,22,120,152,129
1,22,70,111,278
1,22,69,82,21
1,22,66,67,69
1,22,114,106,3265
1,22,76,38,2096
1,22,63,77,42
1,22,45,74,21
1,22,106,92,37
1,22,10,49,65513
1,22,78,51,6990
1,22,6,52,128242
1,22,5,30,60677
1,22,94,52,6043
1,22,40,197,250
1,22,34,81,429
1,22,32,121,939
1,22,50,78,72
1,22,25,93,2146
1,22,100,27,11
1,22,18,72,178911
1,22,20,35,68514
1,22,111,45,40
1,22,107,85,57
1,22,30,54,1390
1,22,49,107,13
1,22,88,58,3353
1,22,26,43,5406
1,22,123,59,5
1,22,9,60,84700
1,22,104,93,115
1,22,33,54,1216
1,22,62,91,20
1,22,22,5,14985
1,23,44,164,166
1,23,103,92,92
1,23,28,71,3477
1,23,105,99,15
1,23,13,68,106080
1,23,71,92,426
1,23,7,54,18116
1,23,46,116,63
1,23,48,92,17
1,23,19,42,60098
1,23,41,79,37
1,23,14,83,136889
1,23,67,148,33
1,23,17,37,150890
1,23,61,69,28
1,23,102,101,169
1,23,110,60,539
1,23,108,54,4081
1,23,75,221,50
1,23,73,112,68
1,23,60,100,14
1,23,68,62,142
1,23,79,101,1177
1,23,23,91,8941
1,23,42,107,14
1,23,115,114,32401
1,23,52,153,21
1,23,122,70,6
1,23,1,36,62351
1,23,72,75,228
1,23,109,88,85
1,23,24,55,16279
1,23,81,79,645
1,23,90,71,11862
1,23,112,34,468
1,23,43,175,41
1,23,84,42,9921
1,23,47,155,15
1,23,77,83,990
1,23,101,71,10
1,23,83,86,641
1,23,113,111,27581
1,23,120,74,95
1,23,70,116,296
1,23,69,74,13
1,23,66,75,47
1,23,114,110,3718
1,23,76,25,1848
1,23,63,51,41
1,23,45,62,13
1,23,106,79,53
1,23,10,48,52622
1,23,78,40,7185
1,23,6,58,119284
1,23,5,31,51206
1,23,94,38,8378
1,23,40,174,305
1,23,34,57,414
1,23,32,75,1029
1,23,50,57,77
1,23,25,78,2035
1,23,18,67,146791
1,23,20,22,42870
1,23,111,39,21
1,23,107,77,95
1,23,30,64,1292
1,23,49,82,21
1,23,88,43,4119
1,23,26,42,4303
1,23,123,34,4
1,23,9,68,81704
1,23,104,76,101
1,23,33,57,1164
1,23,62,68,32
1,23,22,3,9521
1,23,100,10,1000
2,0,44,180,126
2,0,103,81,91
2,0,28,56,2628
2,0,105,117,20
2,0,13,79,67630
2,0,71,138,469
2,0,7,50,14872
2,0,46,114,66
2,0,48,97,8
2,0,19,61,32242
2,0,41,85,37
2,0,14,87,87213
2,0,67,188,25
2,0,17,48,85797
2,0,61,78,41
2,0,102,80,232
2,0,110,91,646
2,0,108,82,4419
2,0,75,270,25
2,0,73,142,66
2,0,60,67,18
2,0,68,58,82
2,0,79,105,1056
2,0,23,78,5509
2,0,42,90,43
2,0,115,137,15102
2,0,52,140,44
2,0,122,82,12
2,0,1,37,39414
2,0,72,58,218
2,0,109,97,74
2,0,24,75,10942
2,0,81,96,948
2,0,90,133,11622
2,0,112,55,391
2,0,43,180,70
2,0,84,68,6770
2,0,47,138,33
2,0,77,92,974
2,0,101,59,2
2,0,83,101,816
2,0,113,127,20375
2,0,120,104,66
2,0,70,124,372
2,0,69,59,14
2,0,66,67,52
2,0,114,161,4361
2,0,76,42,1180
2,0,63,81,78
2,0,45,49,18
2,0,106,74,78
2,0,10,59,32175
2,0,78,58,4946
2,0,6,76,90283
2,0,5,49,35989
2,0,94,56,7570
2,0,40,180,344
2,0,34,142,347
2,0,32,70,936
2,0,50,74,73
2,0,25,73,1925
2,0,100,32,5
2,0,18,87,89999
2,0,20,65,22599
2,0,111,56,38
2,0,107,74,72
2,0,30,44,1204
2,0,49,110,26
2,0,88,58,3034
2,0,26,32,3333
2,0,123,35,4
2,0,9,74,61694
2,0,104,110,153
2,0,33,51,1101
2,0,62,131,33
2,0,22,5,4237
2,1,44,92,147
2,1,103,57,45
2,1,28,40,1853
2,1,105,74,23
2,1,13,38,37105
2,1,71,45,384
2,1,7,53,10133
2,1,46,78,60
2,1,48,104,17
2,1,19,42,16899
2,1,41,44,23
2,1,14,71,49059
2,1,67,90,57
2,1,17,23,47935
2,1,61,46,39
2,1,102,57,175
2,1,110,43,824
2,1,108,50,3783
2,1,75,156,53
2,1,73,76,73
2,1,60,61,11
2,1,68,36,79
2,1,79,62,871
2,1,23,79,3408
2,1,42,74,12
2,1,115,77,4287
2,1,52,89,31
2,1,122,46,8
2,1,1,28,21040
2,1,72,63,184
2,1,109,49,90
2,1,24,40,6998
2,1,81,59,763
2,1,90,72,8405
2,1,112,32,327
2,1,43,99,53
2,1,84,16,3642
2,1,47,78,23
2,1,77,65,702
2,1,101,35,9
2,1,83,60,713
2,1,113,79,9848
2,1,120,73,46
2,1,70,88,322
2,1,69,31,17
2,1,66,44,42
2,1,114,86,3873
2,1,76,29,689
2,1,63,38,61
2,1,45,49,14
2,1,106,48,50
2,1,10,50,19642
2,1,78,17,3008
2,1,6,73,59499
2,1,5,26,23939
2,1,94,35,4899
2,1,40,106,262
2,1,34,60,228
2,1,32,68,645
2,1,50,39,41
2,1,25,60,1269
2,1,100,25,6
2,1,18,49,51018
2,1,20,35,11373
2,1,111,16,26
2,1,107,47,82
2,1,30,29,964
2,1,49,57,22
2,1,88,25,1624
2,1,26,25,2215
2,1,123,22,2
2,1,9,55,40837
2,1,104,84,135
2,1,33,24,693
2,1,62,42,28
2,1,22,2,1889
2,2,44,87,68
2,2,103,42,25
2,2,28,21,1214
2,2,105,52,20
2,2,13,54,20928
2,2,71,44,214
2,2,7,42,7019
2,2,46,62,61
2,2,48,60,21
2,2,19,27,9826
2,2,41,35,39
2,2,14,50,29005
2,2,67,72,21
2,2,17,20,25866
2,2,61,46,22
2,2,102,43,81
2,2,110,62,631
2,2,108,49,2777
2,2,75,104,13
2,2,73,88,41
2,2,60,45,13
2,2,68,20,60
2,2,79,52,575
2,2,23,36,2462
2,2,42,46,16
2,2,115,67,1298
2,2,52,58,39
2,2,122,30,6
2,2,1,29,11454
2,2,72,43,132
2,2,109,53,86
2,2,24,33,4139
2,2,81,42,546
2,2,90,59,6046
2,2,112,26,214
2,2,43,99,29
2,2,84,19,2176
2,2,47,87,21
2,2,77,57,409
2,2,101,37,8
2,2,83,50,469
2,2,113,52,2886
2,2,120,61,34
2,2,70,51,168
2,2,69,33,20
2,2,66,35,35
2,2,114,104,3028
2,2,76,19,365
2,2,63,30,74
2,2,45,29,9
2,2,106,47,37
2,2,10,35,15000
2,2,78,14,1628
2,2,6,61,43139
2,2,5,29,17030
2,2,94,22,3471
2,2,40,88,203
2,2,34,57,113
2,2,32,49,568
2,2,50,27,22
2,2,25,44,813
2,2,18,75,30707
2,2,20,15,5925
2,2,111,20,41
2,2,107,32,63
2,2,30,38,612
2,2,49,29,15
2,2,88,22,873
2,2,26,14,1418
2,2,123,16,2
2,2,9,42,26714
2,2,104,38,93
2,2,33,30,433
2,2,62,30,31
2,2,22,1,818
2,2,100,10,1000
2,3,44,40,51
2,3,103,34,17
2,3,28,33,798
2,3,105,36,20
2,3,13,34,12316
2,3,71,22,143
2,3,7,37,5237
2,3,46,39,30
2,3,48,45,15
2,3,19,14,6541
2,3,41,46,18
2,3,14,46,16979
2,3,67,65,16
2,3,17,12,15729
2,3,61,37,9
2,3,102,39,66
2,3,110,47,560
2,3,108,47,2431
2,3,75,80,31
2,3,73,58,36
2,3,60,39,6
2,3,68,30,44
2,3,79,38,294
2,3,23,26,1930
2,3,42,39,5
2,3,115,76,778
2,3,52,42,39
2,3,122,14,3
2,3,1,30,6672
2,3,72,35,89
2,3,109,54,40
2,3,24,22,3136
2,3,81,29,372
2,3,90,40,4020
2,3,112,26,102
2,3,43,60,33
2,3,84,17,1226
2,3,47,52,16
2,3,77,39,279
2,3,101,22,2
2,3,83,29,334
2,3,113,34,1043
2,3,120,41,21
2,3,70,51,102
2,3,69,23,15
2,3,66,38,78
2,3,114,68,2245
2,3,76,10,228
2,3,63,33,38
2,3,45,21,11
2,3,106,38,41
2,3,10,48,13733
2,3,78,14,811
2,3,6,64,29501
2,3,5,23,12817
2,3,94,27,2114
2,3,40,77,191
2,3,34,31,69
2,3,32,32,392
2,3,50,18,24
2,3,25,32,683
2,3,18,45,20491
2,3,20,12,3710
2,3,111,14,35
2,3,107,30,64
2,3,30,28,495
2,3,49,34,21
2,3,88,20,445
2,3,26,16,1138
2,3,9,26,17402
2,3,104,33,53
2,3,33,26,318
2,3,62,33,13
2,3,22,1,638
2,3,123,10,1000
2,3,100,10,1000
2,4,44,42,84
2,4,103,22,32
2,4,28,17,957
2,4,105,33,12
2,4,13,26,11150
2,4,71,25,154
2,4,7,13,3651
2,4,46,43,42
2,4,48,35,19
2,4,19,14,9630
2,4,41,26,17
2,4,14,32,18236
2,4,67,43,13
2,4,17,10,15973
2,4,61,23,18
2,4,102,25,66
2,4,110,42,617
2,4,108,42,2947
2,4,75,48,18
2,4,73,47,26
2,4,60,15,13
2,4,68,13,26
2,4,79,28,208
2,4,23,22,2968
2,4,42,23,16
2,4,115,69,1294
2,4,52,31,26
2,4,122,18,18
2,4,1,12,6152
2,4,72,31,70
2,4,109,39,56
2,4,24,30,4275
2,4,81,22,351
2,4,90,31,2630
2,4,112,11,144
2,4,43,32,15
2,4,84,16,1400
2,4,47,39,7
2,4,77,23,228
2,4,101,17,8
2,4,83,37,230
2,4,113,49,1595
2,4,120,32,80
2,4,70,46,117
2,4,69,19,6
2,4,66,28,25
2,4,114,68,3095
2,4,76,7,228
2,4,63,32,13
2,4,45,20,1
2,4,106,26,32
2,4,10,36,11683
2,4,78,7,749
2,4,6,35,18722
2,4,5,5,7612
2,4,94,23,1419
2,4,40,34,181
2,4,34,50,69
2,4,32,19,362
2,4,50,23,23
2,4,25,26,963
2,4,18,40,21328
2,4,20,10,4409
2,4,111,8,9
2,4,107,23,36
2,4,30,24,469
2,4,49,17,3
2,4,88,12,349
2,4,26,9,1120
2,4,9,12,13634
2,4,104,30,76
2,4,33,21,319
2,4,62,26,13
2,4,22,0,1056
2,4,123,10,1000
2,4,100,10,1000
2,5,44,23,127
2,5,103,27,42
2,5,28,11,1586
2,5,105,27,45
2,5,13,20,17742
2,5,71,22,175
2,5,7,11,2189
2,5,46,43,42
2,5,48,24,13
2,5,19,20,24759
2,5,41,33,53
2,5,14,24,34244
2,5,67,38,10
2,5,17,11,23845
2,5,61,19,23
2,5,102,34,164
2,5,110,39,644
2,5,108,34,4492
2,5,75,68,12
2,5,73,36,15
2,5,60,18,7
2,5,68,14,69
2,5,79,19,142
2,5,23,22,6389
2,5,42,24,9
2,5,115,63,1725
2,5,52,43,26
2,5,122,12,2
2,5,1,15,10387
2,5,72,18,89
2,5,109,32,91
2,5,24,6,8587
2,5,81,25,110
2,5,90,30,1353
2,5,112,15,317
2,5,43,55,23
2,5,84,16,2593
2,5,47,29,34
2,5,77,26,126
2,5,83,23,106
2,5,113,64,10263
2,5,120,31,86
2,5,70,33,149
2,5,69,16,3
2,5,66,21,100
2,5,114,47,4522
2,5,76,8,785
2,5,63,20,13
2,5,45,16,13
2,5,106,26,16
2,5,10,20,9646
2,5,78,13,991
2,5,6,24,14182
2,5,5,6,4647
2,5,94,14,846
2,5,40,45,217
2,5,34,22,86
2,5,32,21,594
2,5,50,17,20
2,5,25,22,1365
2,5,18,30,20619
2,5,20,9,9930
2,5,111,12,57
2,5,107,16,79
2,5,30,22,643
2,5,49,9,4
2,5,88,13,298
2,5,26,14,1273
2,5,123,6,1
2,5,9,11,12222
2,5,104,34,52
2,5,33,20,442
2,5,62,27,16
2,5,22,1,3489
2,5,100,10,1000
2,5,101,10,1000
2,6,44,49,241
2,6,103,42,140
2,6,28,14,3582
2,6,105,46,21
2,6,13,27,50429
2,6,71,36,191
2,6,7,16,3190
2,6,46,31,23
2,6,48,34,15
2,6,19,17,82384
2,6,41,38,42
2,6,14,30,104416
2,6,67,48,7
2,6,17,12,67285
2,6,61,20,39
2,6,102,24,257
2,6,110,32,671
2,6,108,27,8255
2,6,75,90,36
2,6,73,49,34
2,6,60,20,8
2,6,68,23,62
2,6,79,36,134
2,6,23,24,16920
2,6,42,48,35
2,6,115,39,3288
2,6,52,41,35
2,6,1,8,32024
2,6,72,27,180
2,6,109,30,84
2,6,24,21,21522
2,6,81,35,109
2,6,90,30,1203
2,6,112,12,586
2,6,43,51,69
2,6,84,21,6877
2,6,47,43,19
2,6,77,33,192
2,6,101,34,1
2,6,83,42,95
2,6,113,66,18477
2,6,120,32,94
2,6,70,41,268
2,6,69,34,12
2,6,66,16,103
2,6,114,57,7395
2,6,76,16,2124
2,6,63,21,25
2,6,45,19,5
2,6,106,36,51
2,6,10,16,26997
2,6,78,20,1727
2,6,6,16,36820
2,6,5,9,10272
2,6,94,13,1183
2,6,40,52,352
2,6,34,24,136
2,6,32,32,1454
2,6,50,20,21
2,6,25,22,3396
2,6,100,16,4
2,6,18,17,45401
2,6,20,9,31844
2,6,111,9,20
2,6,107,26,78
2,6,30,20,1285
2,6,49,39,39
2,6,88,13,542
2,6,26,21,2908
2,6,123,15,2
2,6,9,15,24075
2,6,104,34,47
2,6,33,17,733
2,6,62,24,19
2,6,22,0,10994
2,6,122,10,1000
2,7,44,69,247
2,7,103,79,167
2,7,28,26,7062
2,7,105,82,31
2,7,13,49,95624
2,7,71,51,267
2,7,7,38,5583
2,7,46,79,35
2,7,48,67,14
2,7,19,48,176006
2,7,41,70,35
2,7,14,58,144446
2,7,67,84,6
2,7,17,26,144369
2,7,61,34,53
2,7,102,50,253
2,7,110,44,768
2,7,108,44,9919
2,7,75,144,43
2,7,73,83,48
2,7,60,44,34
2,7,68,35,100
2,7,79,53,154
2,7,23,43,31707
2,7,42,66,37
2,7,115,80,16907
2,7,52,61,37
2,7,122,43,5
2,7,1,36,62190
2,7,72,38,225
2,7,109,53,88
2,7,24,28,41108
2,7,81,49,118
2,7,90,65,1106
2,7,112,25,784
2,7,43,93,86
2,7,84,29,11412
2,7,47,81,9
2,7,77,58,263
2,7,83,43,85
2,7,113,76,20911
2,7,120,64,96
2,7,70,47,450
2,7,69,40,17
2,7,66,43,120
2,7,114,74,8403
2,7,76,19,3903
2,7,63,37,34
2,7,45,49,11
2,7,106,56,59
2,7,10,19,46820
2,7,78,19,2177
2,7,6,21,62398
2,7,5,26,19086
2,7,94,25,1476
2,7,40,86,401
2,7,34,32,239
2,7,32,48,2408
2,7,50,36,29
2,7,25,57,6371
2,7,100,30,8
2,7,18,47,90070
2,7,20,22,57828
2,7,111,30,33
2,7,107,40,99
2,7,30,26,2325
2,7,49,58,50
2,7,88,23,752
2,7,26,19,6245
2,7,123,17,2
2,7,9,27,33846
2,7,104,56,69
2,7,33,36,1481
2,7,62,39,22
2,7,22,3,27627
2,7,101,10,1000
2,8,44,129,145
2,8,103,98,116
2,8,28,32,6577
2,8,105,113,16
2,8,13,94,116950
2,8,71,108,167
2,8,7,52,6544
2,8,46,85,63
2,8,48,85,10
2,8,19,77,194270
2,8,41,98,26
2,8,14,90,164368
2,8,67,101,11
2,8,17,45,193209
2,8,61,84,40
2,8,102,84,282
2,8,110,48,605
2,8,108,83,8937
2,8,75,212,29
2,8,73,139,48
2,8,60,56,31
2,8,68,50,42
2,8,79,88,153
2,8,23,69,31837
2,8,42,104,20
2,8,115,66,25998
2,8,52,86,33
2,8,122,65,8
2,8,1,71,82650
2,8,72,60,220
2,8,109,90,144
2,8,24,36,47870
2,8,81,76,80
2,8,90,95,1221
2,8,112,45,776
2,8,43,130,44
2,8,84,63,10955
2,8,47,138,5
2,8,77,82,199
2,8,83,90,115
2,8,113,121,15041
2,8,120,86,69
2,8,70,92,419
2,8,69,78,6
2,8,66,45,114
2,8,114,90,6648
2,8,76,47,5285
2,8,63,61,28
2,8,45,61,10
2,8,106,82,41
2,8,10,41,63647
2,8,78,58,2401
2,8,6,41,78158
2,8,5,47,27060
2,8,94,41,1817
2,8,40,136,242
2,8,34,42,211
2,8,32,61,1622
2,8,50,61,61
2,8,25,93,5182
2,8,100,30,7
2,8,18,78,119247
2,8,20,49,61697
2,8,111,42,17
2,8,107,60,90
2,8,30,33,2566
2,8,49,87,32
2,8,88,72,1032
2,8,26,43,7815
2,8,123,30,18
2,8,9,42,32048
2,8,104,80,54
2,8,33,38,1551
2,8,62,77,18
2,8,22,2,33484
2,8,101,10,1000
2,9,44,126,74
2,9,103,106,104
2,9,28,55,3256
2,9,105,104,13
2,9,13,97,111809
2,9,71,95,173
2,9,7,38,6817
2,9,46,94,30
2,9,48,102,6
2,9,19,98,169272
2,9,41,99,29
2,9,14,144,176555
2,9,67,99,10
2,9,17,53,188674
2,9,61,84,21
2,9,102,64,186
2,9,110,42,417
2,9,108,76,5093
2,9,75,182,15
2,9,73,125,38
2,9,60,70,23
2,9,68,56,33
2,9,79,89,151
2,9,23,67,22638
2,9,42,89,10
2,9,115,97,34729
2,9,52,114,10
2,9,122,97,1
2,9,1,88,73581
2,9,72,63,136
2,9,109,91,88
2,9,24,54,36887
2,9,81,64,50
2,9,90,97,1266
2,9,112,34,525
2,9,43,152,36
2,9,84,80,6686
2,9,47,74,5
2,9,77,114,177
2,9,101,57,11
2,9,83,103,69
2,9,113,133,10950
2,9,120,110,91
2,9,70,88,249
2,9,69,61,20
2,9,66,52,89
2,9,114,118,4467
2,9,76,46,2842
2,9,63,60,21
2,9,45,83,15
2,9,106,69,56
2,9,10,40,70178
2,9,78,64,1467
2,9,6,55,88039
2,9,5,41,29058
2,9,94,50,1461
2,9,40,160,179
2,9,34,66,131
2,9,32,86,764
2,9,50,61,46
2,9,25,78,2730
2,9,100,40,1
2,9,18,106,120491
2,9,20,72,59135
2,9,111,45,23
2,9,107,53,48
2,9,30,47,1722
2,9,49,86,15
2,9,88,74,880
2,9,26,31,5429
2,9,123,47,33
2,9,9,58,38498
2,9,104,100,33
2,9,33,49,1256
2,9,62,87,9
2,9,22,3,27631
2,10,44,166,56
2,10,103,94,89
2,10,28,48,2285
2,10,105,105,5
2,10,13,100,99685
2,10,71,89,91
2,10,7,36,5129
2,10,46,117,24
2,10,48,109,11
2,10,19,106,153760
2,10,41,99,12
2,10,14,149,165804
2,10,67,124,3
2,10,17,53,185254
2,10,61,52,11
2,10,102,62,160
2,10,110,80,273
2,10,108,58,4209
2,10,75,184,17
2,10,73,129,13
2,10,60,83,20
2,10,68,70,48
2,10,79,90,108
2,10,23,60,20502
2,10,42,91,15
2,10,115,97,40786
2,10,52,112,12
2,10,122,78,20
2,10,1,64,66169
2,10,72,61,84
2,10,109,95,118
2,10,24,65,35830
2,10,81,73,42
2,10,90,92,902
2,10,112,43,239
2,10,43,133,26
2,10,84,91,4126
2,10,47,124,3
2,10,77,76,122
2,10,101,42,3
2,10,83,83,47
2,10,113,87,12109
2,10,120,114,83
2,10,70,76,127
2,10,69,60,12
2,10,66,48,50
