weekday,pick_hour,sum,precinct
0,0,5,123.0
0,0,1,61.0
0,0,1,61.0
0,0,2,60.0
0,0,3,60.0
0,0,3,60.0
0,0,1,123.0
0,0,2,60.0
0,0,7,60.0
0,0,3,61.0
0,0,7,61.0
0,0,5,61.0
0,0,2,61.0
0,0,3,61.0
0,0,4,100.0
0,0,1,123.0
0,0,2,62.0
0,0,2,62.0
0,0,1,60.0
0,0,5,60.0
0,0,1,61.0
0,0,1,100.0
0,0,1,101.0
0,0,1,62.0
0,0,1,62.0
0,0,9,62.0
0,0,13,62.0
0,0,6,60.0
0,0,1,61.0
0,0,5,122.0
0,0,1,122.0
0,0,4,68.0
0,0,3,62.0
0,0,1,62.0
0,0,1,62.0
0,0,2,62.0
0,0,2,62.0
0,0,1,66.0
0,0,4,61.0
0,0,1,61.0
0,0,1,63.0
0,0,1,69.0
0,0,2,68.0
0,0,8,68.0
0,0,1,68.0
0,0,9,62.0
0,0,3,66.0
0,0,3,66.0
0,0,1,70.0
0,0,2,70.0
0,0,2,63.0
0,0,2,63.0
0,0,1,100.0
0,0,2,100.0
0,0,8,123.0
0,0,2,68.0
0,0,11,68.0
0,0,1,68.0
0,0,2,66.0
0,0,3,66.0
0,0,6,70.0
0,0,30,70.0
0,0,4,70.0
0,0,7,63.0
0,0,3,63.0
0,0,1,69.0
0,0,2,100.0
0,0,0,101.0
0,0,1,68.0
0,0,9,68.0
0,0,15,68.0
0,0,2,68.0
0,0,4,66.0
0,0,5,66.0
0,0,37,70.0
0,0,5,70.0
0,0,24,70.0
0,0,28,63.0
0,0,8,63.0
0,0,1,67.0
0,0,2,69.0
0,0,1,69.0
0,0,4,101.0
0,0,1,120.0
0,0,1,68.0
0,0,2,68.0
0,0,33,68.0
0,0,9,72.0
0,0,1,72.0
0,0,8,72.0
0,0,5,66.0
0,0,20,66.0
0,0,74,70.0
0,0,27,70.0
0,0,40,70.0
0,0,14,63.0
0,0,1,67.0
0,0,2,67.0
0,0,76,113.0
0,0,1193,113.0
0,0,5762,113.0
0,0,12076,113.0
0,0,2,72.0
0,0,26,72.0
0,0,30,72.0
0,0,29,78.0
0,0,27,70.0
0,0,77,70.0
0,0,31,71.0
0,0,10,71.0
0,0,4,67.0
0,0,6,67.0
0,0,1,67.0
0,0,7,75.0
0,0,1,106.0
0,0,21,106.0
0,0,161,113.0
0,0,225,113.0
0,0,8916,113.0
0,0,655,113.0
0,0,1,72.0
0,0,38,72.0
0,0,58,72.0
0,0,53,78.0
0,0,68,78.0
0,0,1,78.0
0,0,208,71.0
0,0,39,71.0
0,0,4,71.0
0,0,1,71.0
0,0,7,67.0
0,0,3,67.0
0,0,3,69.0
0,0,1,69.0
0,0,1,75.0
0,0,2,75.0
0,0,2,106.0
0,0,60,106.0
0,0,31,113.0
0,0,102,113.0
0,0,5,113.0
0,0,9,113.0
0,0,2,113.0
0,0,2,76.0
0,0,2,76.0
0,0,134,76.0
0,0,398,78.0
0,0,143,78.0
0,0,5,78.0
0,0,61,71.0
0,0,123,71.0
0,0,42,71.0
0,0,48,71.0
0,0,37,71.0
0,0,13,73.0
0,0,9,73.0
0,0,6,73.0
0,0,6,73.0
0,0,5,75.0
0,0,1,75.0
0,0,2,75.0
0,0,3,75.0
0,0,1,106.0
0,0,8,106.0
0,0,1,106.0
0,0,4,106.0
0,0,113,113.0
0,0,22,113.0
0,0,15,113.0
0,0,5,113.0
0,0,1,113.0
0,0,6,105.0
0,0,1,120.0
0,0,1,76.0
0,0,9,76.0
0,0,21,76.0
0,0,120,76.0
0,0,139,76.0
0,0,562,78.0
0,0,467,78.0
0,0,503,78.0
0,0,245,88.0
0,0,296,77.0
0,0,98,77.0
0,0,59,77.0
0,0,58,77.0
0,0,7,73.0
0,0,20,73.0
0,0,6,73.0
0,0,9,73.0
0,0,3,75.0
0,0,4,75.0
0,0,11,75.0
0,0,2,75.0
0,0,3,106.0
0,0,3,106.0
0,0,4,106.0
0,0,4,106.0
0,0,4,106.0
0,0,53,113.0
0,0,3,113.0
0,0,2,113.0
0,0,5,105.0
0,0,2,105.0
0,0,1,120.0
0,0,42,76.0
0,0,129,76.0
0,0,1050,76.0
0,0,115,84.0
0,0,1730,78.0
0,0,560,88.0
0,0,233,88.0
0,0,282,79.0
0,0,205,79.0
0,0,92,77.0
0,0,64,81.0
0,0,24,81.0
0,0,28,81.0
0,0,28,73.0
0,0,2,73.0
0,0,1,75.0
0,0,3,75.0
0,0,5,75.0
0,0,1,106.0
0,0,1,106.0
0,0,2,106.0
0,0,1,106.0
0,0,3,106.0
0,0,1,106.0
0,0,13,106.0
0,0,30,113.0
0,0,1,105.0
0,0,2,120.0
0,0,11,120.0
0,0,6,120.0
0,0,5,76.0
0,0,5,76.0
0,0,67,76.0
0,0,1011,84.0
0,0,1374,84.0
0,0,1022,84.0
0,0,844,88.0
0,0,348,88.0
0,0,479,79.0
0,0,110,79.0
0,0,68,79.0
0,0,81,81.0
0,0,109,81.0
0,0,60,83.0
0,0,8,83.0
0,0,1,75.0
0,0,1,75.0
0,0,13,102.0
0,0,3,102.0
0,0,2,106.0
0,0,6,106.0
0,0,2,106.0
0,0,52,103.0
0,0,5,103.0
0,0,1,103.0
0,0,1,105.0
0,0,5,120.0
0,0,2,120.0
0,0,4,1.0
0,0,2,1.0
0,0,8,1.0
0,0,472,84.0
0,0,2,84.0
0,0,471,84.0
0,0,557,84.0
0,0,43,84.0
0,0,52,88.0
0,0,46,88.0
0,0,198,88.0
0,0,159,79.0
0,0,507,90.0
0,0,370,81.0
0,0,138,83.0
0,0,102,83.0
0,0,23,83.0
0,0,11,104.0
0,0,1,104.0
0,0,2,102.0
0,0,1,102.0
0,0,8,102.0
0,0,7,102.0
0,0,33,102.0
0,0,21,103.0
0,0,2,103.0
0,0,3,105.0
0,0,2,120.0
0,0,869,1.0
0,0,4858,1.0
0,0,1366,5.0
0,0,133,5.0
0,0,208,7.0
0,0,5,7.0
0,0,29,7.0
0,0,531,88.0
0,0,489,90.0
0,0,348,90.0
0,0,433,90.0
0,0,481,90.0
0,0,167,83.0
0,0,18,83.0
0,0,5,83.0
0,0,9,104.0
0,0,2,104.0
0,0,3,104.0
0,0,3,104.0
0,0,3,104.0
0,0,3,112.0
0,0,2,102.0
0,0,2,102.0
0,0,101,102.0
0,0,13,107.0
0,0,4,103.0
0,0,13,103.0
0,0,1,103.0
0,0,1,120.0
0,0,3,120.0
0,0,2,1.0
0,0,4,1.0
0,0,5,1.0
0,0,15,1.0
0,0,778,1.0
0,0,3995,1.0
0,0,2544,5.0
0,0,4336,5.0
0,0,1693,7.0
0,0,100,7.0
0,0,212,7.0
0,0,3448,90.0
0,0,4174,90.0
0,0,1516,90.0
0,0,424,90.0
0,0,23,90.0
0,0,5,83.0
0,0,8,83.0
0,0,29,104.0
0,0,12,104.0
0,0,5,104.0
0,0,1,104.0
0,0,7,104.0
0,0,1,112.0
0,0,3,112.0
0,0,1,112.0
0,0,40,102.0
0,0,35,102.0
0,0,42,107.0
0,0,30,107.0
0,0,2,107.0
0,0,6,107.0
0,0,7,103.0
0,0,1,103.0
0,0,1,105.0
0,0,1,1.0
0,0,3,1.0
0,0,2,1.0
0,0,10,1.0
0,0,17,1.0
0,0,15,1.0
0,0,12,1.0
0,0,3001,1.0
0,0,9359,1.0
0,0,17592,5.0
0,0,19610,9.0
0,0,2331,9.0
0,0,17,7.0
0,0,574,94.0
0,0,2057,94.0
0,0,573,94.0
0,0,95,94.0
0,0,1,94.0
0,0,20,104.0
0,0,17,104.0
0,0,7,104.0
0,0,2,104.0
0,0,21,112.0
0,0,11,112.0
0,0,16,112.0
0,0,97,112.0
0,0,30,112.0
0,0,3,112.0
0,0,2,107.0
0,0,5,107.0
0,0,3,107.0
0,0,1,107.0
0,0,1,105.0
0,0,3,1.0
0,0,3,1.0
0,0,5,1.0
0,0,15,1.0
0,0,20,1.0
0,0,5,1.0
0,0,3,1.0
0,0,2247,6.0
0,0,25593,6.0
0,0,9143,6.0
0,0,19393,9.0
0,0,4827,9.0
0,0,97,9.0
0,0,20,94.0
0,0,672,94.0
0,0,78,94.0
0,0,10,94.0
0,0,5,108.0
0,0,12,108.0
0,0,7,108.0
0,0,14,108.0
0,0,3,104.0
0,0,7,104.0
0,0,12,104.0
0,0,56,110.0
0,0,129,112.0
0,0,71,112.0
0,0,31,112.0
0,0,26,112.0
0,0,7,112.0
0,0,7,112.0
0,0,2,107.0
0,0,1,107.0
0,0,1,107.0
0,0,5,107.0
0,0,1,111.0
0,0,1,105.0
0,0,2,120.0
0,0,2,120.0
0,0,3,1.0
0,0,3,1.0
0,0,2,1.0
0,0,2,1.0
0,0,9,6.0
0,0,5,6.0
0,0,1,6.0
0,0,8532,6.0
0,0,21275,6.0
0,0,10989,13.0
0,0,11934,13.0
0,0,5212,13.0
0,0,132,13.0
0,0,2,94.0
0,0,264,94.0
0,0,32,94.0
0,0,46,108.0
0,0,60,108.0
0,0,66,108.0
0,0,23,108.0
0,0,73,108.0
0,0,93,108.0
0,0,29,110.0
0,0,94,110.0
0,0,87,110.0
0,0,15,110.0
0,0,25,110.0
0,0,22,112.0
0,0,31,112.0
0,0,10,112.0
0,0,6,112.0
0,0,3,107.0
0,0,2,107.0
0,0,1,107.0
0,0,1,107.0
0,0,2,107.0
0,0,1,107.0
0,0,2,111.0
0,0,5,10.0
0,0,18,10.0
0,0,13,10.0
0,0,5,10.0
0,0,2244,10.0
0,0,8097,10.0
0,0,20669,10.0
0,0,22021,14.0
0,0,11687,14.0
0,0,2906,17.0
0,0,9,17.0
0,0,632,17.0
0,0,444,94.0
0,0,555,108.0
0,0,251,108.0
0,0,888,108.0
0,0,391,108.0
0,0,184,108.0
0,0,236,108.0
0,0,641,115.0
0,0,303,110.0
0,0,95,110.0
0,0,59,110.0
0,0,12,110.0
0,0,6,110.0
0,0,4,110.0
0,0,6,112.0
0,0,14,109.0
0,0,3,109.0
0,0,2,111.0
0,0,7,111.0
0,0,2,111.0
0,0,1,120.0
0,0,5,10.0
0,0,3,10.0
0,0,8,10.0
0,0,5,10.0
0,0,36,10.0
0,0,4425,10.0
0,0,20202,14.0
0,0,24279,14.0
0,0,11666,17.0
0,0,10904,17.0
0,0,1265,17.0
0,0,38,17.0
0,0,342,19.0
0,0,1143,108.0
0,0,472,108.0
0,0,536,108.0
0,0,166,114.0
0,0,201,114.0
0,0,93,114.0
0,0,87,115.0
0,0,176,115.0
0,0,91,110.0
0,0,36,110.0
0,0,23,110.0
0,0,7,110.0
0,0,9,110.0
0,0,3,109.0
0,0,4,109.0
0,0,2,111.0
0,0,5,111.0
0,0,1,111.0
0,0,3,111.0
0,0,1,111.0
0,0,2,10.0
0,0,4,10.0
0,0,3,10.0
0,0,22,10.0
0,0,3,10.0
0,0,3,10.0
0,0,1050,10.0
0,0,10716,18.0
0,0,26760,18.0
0,0,14493,18.0
0,0,13770,17.0
0,0,7237,17.0
0,0,1619,19.0
0,0,41,19.0
0,0,293,19.0
0,0,512,114.0
0,0,985,114.0
0,0,616,114.0
0,0,52,114.0
0,0,14,114.0
0,0,43,115.0
0,0,15,115.0
0,0,32,115.0
0,0,14,115.0
0,0,9,110.0
0,0,1,110.0
0,0,2,110.0
0,0,30,109.0
0,0,22,109.0
0,0,5,109.0
0,0,8,109.0
0,0,2,109.0
0,0,1,111.0
0,0,9,111.0
0,0,1,120.0
0,0,2,10.0
0,0,8,10.0
0,0,2,10.0
0,0,1,10.0
0,0,9,10.0
0,0,2,10.0
0,0,2,18.0
0,0,1494,18.0
0,0,7473,18.0
0,0,6177,20.0
0,0,880,22.0
0,0,3895,19.0
0,0,5781,19.0
0,0,644,19.0
0,0,11,19.0
0,0,216,114.0
0,0,658,114.0
0,0,670,114.0
0,0,150,114.0
0,0,47,114.0
0,0,66,115.0
0,0,164,115.0
0,0,11001,115.0
0,0,7161,115.0
0,0,47,115.0
0,0,6,109.0
0,0,1,111.0
0,0,3,10.0
0,0,4,10.0
0,0,2,10.0
0,0,8,10.0
0,0,38,20.0
0,0,1688,20.0
0,0,6014,20.0
0,0,535,22.0
0,0,2139,22.0
0,0,7197,19.0
0,0,2821,19.0
0,0,2,23.0
0,0,9,114.0
0,0,97,114.0
0,0,231,114.0
0,0,79,114.0
0,0,1,114.0
0,0,82,115.0
0,0,1,109.0
0,0,5,111.0
0,0,1,10.0
0,0,3,10.0
0,0,1,10.0
0,0,2,20.0
0,0,2,20.0
0,0,1,20.0
0,0,58,20.0
0,0,6795,20.0
0,0,2041,22.0
0,0,91,22.0
0,0,1717,23.0
0,0,1935,23.0
0,0,129,23.0
0,0,9,23.0
0,0,2,114.0
0,0,7,114.0
0,0,2,114.0
0,0,3,109.0
0,0,1,109.0
0,0,1,111.0
0,0,1,111.0
0,0,1,10.0
0,0,5,10.0
0,0,2,10.0
0,0,4,10.0
0,0,6,20.0
0,0,3,20.0
0,0,358,24.0
0,0,4220,24.0
0,0,843,24.0
0,0,287,23.0
0,0,868,23.0
0,0,1103,23.0
0,0,64,25.0
0,0,16,40.0
0,0,1,41.0
0,0,1,109.0
0,0,6,10.0
0,0,3,10.0
0,0,5,20.0
0,0,2,24.0
0,0,2257,24.0
0,0,2089,24.0
0,0,1130,28.0
0,0,472,28.0
0,0,858,25.0
0,0,241,40.0
0,0,21,40.0
0,0,11,40.0
0,0,1,41.0
0,0,1,45.0
0,0,1,45.0
0,0,2,111.0
0,0,1,10.0
0,0,5,10.0
0,0,7,10.0
0,0,12,26.0
0,0,1223,26.0
0,0,928,26.0
0,0,665,28.0
0,0,283,25.0
0,0,144,40.0
0,0,83,40.0
0,0,7,40.0
0,0,6,41.0
0,0,431,26.0
0,0,712,26.0
0,0,313,32.0
0,0,280,32.0
0,0,34,40.0
0,0,19,40.0
0,0,25,40.0
0,0,4,41.0
0,0,7,41.0
0,0,4,41.0
0,0,1,41.0
0,0,2,43.0
0,0,1,45.0
0,0,3,45.0
0,0,1,10.0
0,0,5,20.0
0,0,2,26.0
0,0,2,26.0
0,0,383,30.0
0,0,734,30.0
0,0,222,32.0
0,0,15,32.0
0,0,51,44.0
0,0,12,44.0
0,0,7,42.0
0,0,1,42.0
0,0,5,42.0
0,0,5,41.0
