day,hour,sum,lat,long
0,0,1,40.499292000000004,-74.24938
0,5,1,40.499292000000004,-74.24938
0,15,1,40.499292000000004,-74.24938
0,16,1,40.499292000000004,-74.24938
0,19,1,40.499292000000004,-74.24938
0,21,1,40.499292000000004,-74.24938
1,9,1,40.499292000000004,-74.24938
1,12,1,40.499292000000004,-74.24938
1,16,2,40.499292000000004,-74.24938
2,1,1,40.499292000000004,-74.24938
2,3,1,40.499292000000004,-74.24938
2,10,1,40.499292000000004,-74.24938
2,12,1,40.499292000000004,-74.24938
2,13,1,40.499292000000004,-74.24938
2,14,2,40.499292000000004,-74.24938
2,15,1,40.499292000000004,-74.24938
2,16,1,40.499292000000004,-74.24938
2,18,2,40.499292000000004,-74.24938
2,23,1,40.499292000000004,-74.24938
3,15,2,40.499292000000004,-74.24938
3,16,1,40.499292000000004,-74.24938
4,1,1,40.499292000000004,-74.24938
4,7,1,40.499292000000004,-74.24938
4,11,2,40.499292000000004,-74.24938
4,19,1,40.499292000000004,-74.24938
5,9,1,40.499292000000004,-74.24938
5,12,1,40.499292000000004,-74.24938
5,15,1,40.499292000000004,-74.24938
5,17,2,40.499292000000004,-74.24938
5,18,1,40.499292000000004,-74.24938
5,22,1,40.499292000000004,-74.24938
6,0,1,40.499292000000004,-74.24938
6,2,1,40.499292000000004,-74.24938
6,4,1,40.499292000000004,-74.24938
6,11,1,40.499292000000004,-74.24938
6,19,1,40.499292000000004,-74.24938
6,20,1,40.499292000000004,-74.24938
6,21,1,40.499292000000004,-74.24938
6,22,1,40.499292000000004,-74.24938
0,0,1,40.499292000000004,-74.23938
0,8,1,40.499292000000004,-74.23938
0,10,2,40.499292000000004,-74.23938
0,12,1,40.499292000000004,-74.23938
0,13,1,40.499292000000004,-74.23938
0,17,1,40.499292000000004,-74.23938
0,18,1,40.499292000000004,-74.23938
0,21,1,40.499292000000004,-74.23938
1,0,1,40.499292000000004,-74.23938
1,1,2,40.499292000000004,-74.23938
1,2,1,40.499292000000004,-74.23938
1,4,1,40.499292000000004,-74.23938
1,6,1,40.499292000000004,-74.23938
1,7,1,40.499292000000004,-74.23938
1,11,1,40.499292000000004,-74.23938
1,12,1,40.499292000000004,-74.23938
1,13,2,40.499292000000004,-74.23938
1,14,1,40.499292000000004,-74.23938
1,17,2,40.499292000000004,-74.23938
1,19,1,40.499292000000004,-74.23938
1,20,2,40.499292000000004,-74.23938
2,2,1,40.499292000000004,-74.23938
2,7,1,40.499292000000004,-74.23938
2,10,1,40.499292000000004,-74.23938
2,11,2,40.499292000000004,-74.23938
2,13,1,40.499292000000004,-74.23938
2,14,1,40.499292000000004,-74.23938
2,17,1,40.499292000000004,-74.23938
2,18,2,40.499292000000004,-74.23938
2,19,1,40.499292000000004,-74.23938
2,22,1,40.499292000000004,-74.23938
2,23,1,40.499292000000004,-74.23938
3,0,1,40.499292000000004,-74.23938
3,1,2,40.499292000000004,-74.23938
3,3,1,40.499292000000004,-74.23938
3,8,1,40.499292000000004,-74.23938
3,10,1,40.499292000000004,-74.23938
3,11,1,40.499292000000004,-74.23938
3,12,1,40.499292000000004,-74.23938
3,15,3,40.499292000000004,-74.23938
3,16,1,40.499292000000004,-74.23938
3,17,2,40.499292000000004,-74.23938
3,18,5,40.499292000000004,-74.23938
3,19,1,40.499292000000004,-74.23938
3,22,3,40.499292000000004,-74.23938
3,23,3,40.499292000000004,-74.23938
4,1,1,40.499292000000004,-74.23938
4,3,1,40.499292000000004,-74.23938
4,4,1,40.499292000000004,-74.23938
4,7,1,40.499292000000004,-74.23938
4,10,1,40.499292000000004,-74.23938
4,14,2,40.499292000000004,-74.23938
4,15,3,40.499292000000004,-74.23938
4,22,1,40.499292000000004,-74.23938
4,23,2,40.499292000000004,-74.23938
5,0,1,40.499292000000004,-74.23938
5,3,1,40.499292000000004,-74.23938
5,5,1,40.499292000000004,-74.23938
5,9,1,40.499292000000004,-74.23938
5,10,1,40.499292000000004,-74.23938
5,12,1,40.499292000000004,-74.23938
5,14,1,40.499292000000004,-74.23938
5,16,1,40.499292000000004,-74.23938
6,0,2,40.499292000000004,-74.23938
6,3,1,40.499292000000004,-74.23938
6,10,2,40.499292000000004,-74.23938
6,11,2,40.499292000000004,-74.23938
6,14,1,40.499292000000004,-74.23938
6,16,1,40.499292000000004,-74.23938
6,17,1,40.499292000000004,-74.23938
6,19,1,40.499292000000004,-74.23938
6,20,1,40.499292000000004,-74.23938
0,10,1,40.499292000000004,-74.22937999999999
0,17,1,40.499292000000004,-74.22937999999999
1,14,1,40.499292000000004,-74.22937999999999
2,9,1,40.499292000000004,-74.22937999999999
2,14,2,40.499292000000004,-74.22937999999999
3,10,1,40.499292000000004,-74.22937999999999
3,15,1,40.499292000000004,-74.22937999999999
4,1,1,40.499292000000004,-74.22937999999999
4,14,1,40.499292000000004,-74.22937999999999
6,2,1,40.499292000000004,-74.22937999999999
6,3,1,40.499292000000004,-74.22937999999999
6,14,1,40.499292000000004,-74.22937999999999
0,0,3,40.509292,-74.24938
0,1,1,40.509292,-74.24938
0,3,1,40.509292,-74.24938
