day,hour,precinct,criminal,traffic,population,age
0,6,26,13,3019,65925.0,30.4
0,6,123,9,4,165632.0,41.6
0,6,9,14,26616,43022.0,32.4
0,6,104,29,38,174240.0,37.3
0,6,33,19,674,92476.0,34.6
0,6,62,27,26,189076.0,38.4
0,6,22,0,3584,0.0,0.0
0,6,101,10,1000,93267.0,33.3
0,7,44,55,238,141055.0,31.5
0,7,103,77,205,68981.0,39.3
0,7,28,25,11209,50095.0,34.8
0,7,105,73,54,200852.0,40.1
0,7,13,60,68747,49348.0,34.2
0,7,71,59,222,111325.0,34.3
0,7,7,27,12673,72789.0,41.1
0,7,46,68,67,136982.0,29.9
0,7,48,50,21,130442.0,28.9
0,7,19,45,148229,221922.0,39.9
0,7,41,66,74,55492.0,30.3
0,7,14,46,115528,16368.0,33.2
0,7,67,77,6,138643.0,37.8
0,7,17,13,99484,97402.0,38.4
0,7,61,46,41,150931.0,39.9
0,7,102,50,230,154987.0,35.5
0,7,110,42,474,142289.0,35.8
0,7,108,53,6313,139088.0,37.1
0,7,75,120,27,185182.0,33.0
0,7,73,74,31,94149.0,32.3
0,7,60,45,12,109876.0,43.7
0,7,68,27,75,125011.0,39.4
0,7,79,51,148,75318.0,29.1
0,7,23,44,14793,59777.0,34.5
0,7,42,53,35,139743.0,29.4
0,7,115,62,21421,180562.0,35.0
0,7,52,58,49,131423.0,32.3
0,7,122,47,9,135323.0,41.4
0,7,1,38,46984,88716.0,34.0
0,7,72,31,153,151258.0,33.3
0,7,109,53,91,250162.0,42.8
0,7,24,34,30746,124447.0,43.4
0,7,81,57,120,67371.0,33.2
0,7,90,49,902,124082.0,30.9
0,7,112,20,837,114637.0,42.1
0,7,43,65,60,189556.0,34.2
0,7,84,34,12682,66385.0,35.0
0,7,47,90,12,144341.0,35.6
0,7,77,56,284,127627.0,34.2
0,7,101,30,1,93267.0,33.3
0,7,83,56,48,135837.0,30.4
0,7,113,84,28202,239699.0,35.9
0,7,120,60,87,172369.0,35.9
0,7,70,51,509,162030.0,34.3
0,7,69,46,7,88367.0,37.1
0,7,66,27,65,164842.0,27.9
0,7,114,64,8050,172468.0,35.1
0,7,76,13,3031,42463.0,36.5
0,7,63,34,43,116657.0,38.6
0,7,45,54,16,122417.0,42.9
0,7,106,52,294,137073.0,38.7
0,7,10,18,36712,77205.0,37.1
0,7,78,23,1825,73881.0,35.4
0,7,6,15,62394,66772.0,36.5
0,7,5,16,9332,44898.0,40.0
0,7,94,29,1241,33351.0,34.7
0,7,40,83,380,98324.0,28.7
0,7,34,39,268,126204.0,36.3
0,7,32,50,1146,85872.0,33.7
0,7,50,45,50,58653.0,37.6
0,7,25,47,6509,61031.0,33.4
0,7,100,22,8,28243.0,45.8
0,7,18,36,132831,58237.0,38.1
0,7,20,19,41405,85962.0,41.8
0,7,111,16,42,119917.0,43.8
0,7,107,34,72,93520.0,37.3
0,7,30,25,2097,63956.0,34.1
0,7,49,54,27,129501.0,36.0
0,7,88,33,930,74233.0,34.1
0,7,26,20,6591,65925.0,30.4
0,7,123,18,3,165632.0,41.6
0,7,9,37,34728,43022.0,32.4
0,7,104,54,76,174240.0,37.3
0,7,33,32,1318,92476.0,34.6
0,7,62,48,12,189076.0,38.4
0,7,22,1,9043,0.0,0.0
0,8,44,109,133,141055.0,31.5
0,8,103,94,204,68981.0,39.3
0,8,28,53,10786,50095.0,34.8
0,8,105,99,42,200852.0,40.1
0,8,13,84,82658,49348.0,34.2
0,8,71,85,133,111325.0,34.3
0,8,7,45,13967,72789.0,41.1
0,8,46,103,72,136982.0,29.9
0,8,48,94,12,130442.0,28.9
0,8,19,90,160966,221922.0,39.9
0,8,41,82,59,55492.0,30.3
0,8,14,97,141729,16368.0,33.2
0,8,67,130,10,138643.0,37.8
0,8,17,55,135350,97402.0,38.4
0,8,61,81,60,150931.0,39.9
0,8,102,82,196,154987.0,35.5
0,8,110,67,350,142289.0,35.8
0,8,108,69,6114,139088.0,37.1
0,8,75,171,21,185182.0,33.0
0,8,73,106,26,94149.0,32.3
0,8,60,81,23,109876.0,43.7
0,8,68,50,40,125011.0,39.4
0,8,79,88,97,75318.0,29.1
0,8,23,79,15607,59777.0,34.5
0,8,42,83,16,139743.0,29.4
0,8,115,73,37381,180562.0,35.0
0,8,52,106,38,131423.0,32.3
0,8,122,76,4,135323.0,41.4
0,8,1,82,60455,88716.0,34.0
0,8,72,91,196,151258.0,33.3
0,8,109,94,89,250162.0,42.8
0,8,24,52,34802,124447.0,43.4
0,8,81,75,86,67371.0,33.2
0,8,90,89,913,124082.0,30.9
0,8,112,56,914,114637.0,42.1
0,8,43,143,46,189556.0,34.2
0,8,84,53,14051,66385.0,35.0
0,8,47,121,4,144341.0,35.6
0,8,77,99,271,127627.0,34.2
0,8,101,56,10,93267.0,33.3
0,8,83,88,44,135837.0,30.4
0,8,113,100,21303,239699.0,35.9
0,8,120,103,91,172369.0,35.9
0,8,70,83,420,162030.0,34.3
0,8,69,54,8,88367.0,37.1
0,8,66,51,32,164842.0,27.9
0,8,114,108,6050,172468.0,35.1
0,8,76,49,3720,42463.0,36.5
0,8,63,53,32,116657.0,38.6
0,8,45,78,17,122417.0,42.9
0,8,106,67,267,137073.0,38.7
0,8,10,26,51416,77205.0,37.1
0,8,78,47,1996,73881.0,35.4
0,8,6,35,79677,66772.0,36.5
0,8,5,42,13572,44898.0,40.0
0,8,94,68,1574,33351.0,34.7
0,8,40,99,306,98324.0,28.7
0,8,34,73,212,126204.0,36.3
0,8,32,73,845,85872.0,33.7
0,8,50,58,54,58653.0,37.6
0,8,25,97,5478,61031.0,33.4
0,8,100,33,4,28243.0,45.8
0,8,18,82,164426,58237.0,38.1
0,8,20,54,44116,85962.0,41.8
0,8,111,48,38,119917.0,43.8
0,8,107,47,90,93520.0,37.3
0,8,30,31,2279,63956.0,34.1
0,8,49,71,22,129501.0,36.0
0,8,88,49,1186,74233.0,34.1
0,8,26,33,7647,65925.0,30.4
0,8,123,34,17,165632.0,41.6
0,8,9,46,34972,43022.0,32.4
0,8,104,76,63,174240.0,37.3
0,8,33,47,1259,92476.0,34.6
0,8,62,65,30,189076.0,38.4
0,8,22,3,10731,0.0,0.0
0,9,44,135,66,141055.0,31.5
0,9,103,101,98,68981.0,39.3
0,9,28,53,6437,50095.0,34.8
0,9,105,111,43,200852.0,40.1
0,9,13,96,77904,49348.0,34.2
0,9,71,91,81,111325.0,34.3
0,9,7,60,16059,72789.0,41.1
0,9,46,91,46,136982.0,29.9
0,9,48,96,13,130442.0,28.9
0,9,19,104,140813,221922.0,39.9
0,9,41,94,18,55492.0,30.3
0,9,14,127,151645,16368.0,33.2
0,9,67,101,4,138643.0,37.8
