weekday,pick_hour,sum,precinct
0,0,5,123.0
0,0,1,61.0
0,0,1,61.0
0,0,2,60.0
0,0,10,60.0
0,0,6,61.0
0,0,7,61.0
0,0,1,61.0
0,0,1,123.0
0,0,1,123.0
0,0,1,60.0
0,0,2,60.0
0,0,1,60.0
0,0,4,61.0
0,0,1,61.0
0,0,3,61.0
0,0,5,100.0
0,0,12,62.0
0,0,15,62.0
0,0,4,60.0
0,0,3,60.0
0,0,2,61.0
0,0,1,101.0
0,0,5,122.0
0,0,1,122.0
0,0,4,68.0
0,0,4,62.0
0,0,1,62.0
0,0,3,62.0
0,0,4,62.0
0,0,3,70.0
0,0,4,61.0
0,0,1,61.0
0,0,1,63.0
0,0,1,69.0
0,0,16,68.0
0,0,4,68.0
0,0,7,62.0
0,0,5,66.0
0,0,3,66.0
0,0,5,70.0
0,0,3,70.0
0,0,1,63.0
0,0,4,63.0
0,0,1,100.0
0,0,2,100.0
0,0,8,123.0
0,0,6,68.0
0,0,10,68.0
0,0,3,68.0
0,0,1,66.0
0,0,5,66.0
0,0,40,70.0
0,0,11,70.0
0,0,33,63.0
0,0,3,63.0
0,0,6,63.0
0,0,3,69.0
0,0,2,100.0
0,0,4,101.0
0,0,0,101.0
0,0,1,120.0
0,0,1,68.0
0,0,2,68.0
0,0,47,68.0
0,0,6,72.0
0,0,7,72.0
0,0,1,66.0
0,0,24,66.0
0,0,92,70.0
0,0,43,70.0
0,0,35,70.0
0,0,6,63.0
0,0,4,67.0
0,0,2,67.0
0,0,1,69.0
0,0,7,113.0
0,0,3752,113.0
0,0,158,113.0
0,0,2,72.0
0,0,45,72.0
0,0,18,72.0
0,0,35,78.0
0,0,41,70.0
0,0,119,70.0
0,0,14,71.0
0,0,4,67.0
0,0,6,67.0
0,0,1,67.0
0,0,7,75.0
0,0,1,106.0
0,0,84,106.0
0,0,309,113.0
0,0,6969,113.0
0,0,17806,113.0
0,0,3,72.0
0,0,76,72.0
0,0,125,78.0
0,0,110,78.0
0,0,1,78.0
0,0,264,71.0
0,0,45,71.0
0,0,11,71.0
0,0,15,67.0
0,0,3,73.0
0,0,5,73.0
0,0,4,69.0
0,0,3,75.0
0,0,1,75.0
0,0,2,106.0
0,0,2,106.0
0,0,80,106.0
0,0,51,113.0
0,0,95,113.0
0,0,9,113.0
0,0,2,113.0
0,0,1,122.0
0,0,1,76.0
0,0,4,76.0
0,0,40,76.0
0,0,604,78.0
0,0,358,78.0
0,0,80,78.0
0,0,327,77.0
0,0,161,77.0
0,0,77,77.0
0,0,60,77.0
0,0,15,73.0
0,0,17,73.0
0,0,6,73.0
0,0,7,75.0
0,0,9,75.0
0,0,4,75.0
0,0,5,75.0
0,0,2,106.0
0,0,8,106.0
0,0,1,106.0
0,0,3,106.0
0,0,6,106.0
0,0,126,113.0
0,0,15,113.0
0,0,8,113.0
0,0,2,113.0
0,0,1,113.0
0,0,4,105.0
0,0,6,105.0
0,0,2,105.0
0,0,9,76.0
0,0,73,76.0
0,0,546,76.0
0,0,497,76.0
0,0,1948,78.0
0,0,949,88.0
0,0,380,88.0
0,0,386,77.0
0,0,135,77.0
0,0,79,81.0
0,0,22,81.0
0,0,43,73.0
0,0,10,73.0
0,0,3,75.0
0,0,4,75.0
0,0,6,75.0
0,0,4,106.0
0,0,4,106.0
0,0,3,106.0
0,0,5,106.0
0,0,2,106.0
0,0,25,106.0
0,0,40,113.0
0,0,2,113.0
0,0,1,105.0
0,0,1,105.0
0,0,14,120.0
0,0,6,120.0
0,0,5,76.0
0,0,5,76.0
0,0,441,84.0
0,0,2147,84.0
0,0,1773,84.0
0,0,1134,88.0
0,0,646,88.0
0,0,239,79.0
0,0,119,79.0
0,0,115,81.0
0,0,170,81.0
0,0,25,83.0
0,0,1,75.0
0,0,15,102.0
0,0,3,106.0
0,0,1,106.0
0,0,8,106.0
0,0,4,106.0
0,0,60,103.0
0,0,6,103.0
0,0,1,105.0
0,0,5,120.0
0,0,2,120.0
0,0,4,1.0
0,0,2,1.0
0,0,67,1.0
0,0,2034,84.0
0,0,69,84.0
0,0,1053,84.0
0,0,257,84.0
0,0,56,88.0
0,0,208,88.0
0,0,241,79.0
0,0,609,90.0
0,0,659,81.0
0,0,161,83.0
0,0,85,83.0
0,0,13,104.0
0,0,7,104.0
0,0,4,102.0
0,0,1,102.0
0,0,7,102.0
0,0,8,102.0
0,0,105,102.0
0,0,23,103.0
0,0,2,103.0
0,0,3,105.0
0,0,2,120.0
0,0,1,120.0
0,0,3,120.0
0,0,3,1.0
0,0,2,1.0
0,0,1205,1.0
0,0,5919,1.0
0,0,1631,5.0
0,0,825,7.0
0,0,38,7.0
0,0,508,7.0
0,0,3770,90.0
0,0,2208,90.0
0,0,1027,90.0
0,0,299,90.0
0,0,126,83.0
0,0,36,83.0
0,0,13,104.0
0,0,7,104.0
0,0,4,104.0
0,0,7,104.0
0,0,2,112.0
0,0,2,112.0
0,0,2,102.0
0,0,33,102.0
0,0,48,102.0
0,0,18,107.0
0,0,16,107.0
0,0,7,103.0
0,0,7,103.0
0,0,6,1.0
0,0,1,1.0
0,0,2,1.0
0,0,15,1.0
0,0,33,1.0
0,0,9,1.0
0,0,393,1.0
0,0,8008,1.0
0,0,13846,5.0
0,0,22259,7.0
0,0,2255,7.0
0,0,214,7.0
0,0,4607,94.0
0,0,1727,94.0
0,0,343,94.0
0,0,10,104.0
0,0,21,104.0
0,0,1,104.0
0,0,2,104.0
0,0,11,112.0
0,0,10,112.0
0,0,40,112.0
0,0,90,112.0
0,0,38,112.0
0,0,34,107.0
0,0,25,107.0
0,0,9,107.0
0,0,3,107.0
0,0,1,105.0
0,0,1,105.0
0,0,2,1.0
0,0,4,1.0
0,0,10,1.0
0,0,19,1.0
0,0,14,1.0
0,0,11,1.0
0,0,6294,6.0
0,0,29500,6.0
0,0,28280,9.0
0,0,11578,9.0
0,0,100,9.0
0,0,462,94.0
0,0,623,94.0
0,0,54,94.0
0,0,9,108.0
0,0,14,108.0
0,0,16,108.0
0,0,18,104.0
0,0,14,104.0
0,0,17,104.0
0,0,98,112.0
0,0,163,112.0
0,0,40,112.0
0,0,34,112.0
0,0,4,112.0
0,0,8,107.0
0,0,2,107.0
0,0,5,107.0
0,0,1,107.0
0,0,1,111.0
0,0,1,105.0
0,0,2,120.0
0,0,2,120.0
0,0,3,1.0
0,0,3,1.0
0,0,3,1.0
0,0,7,6.0
0,0,15,6.0
0,0,1,6.0
0,0,19908,6.0
0,0,20465,6.0
0,0,21713,13.0
0,0,11584,13.0
0,0,1078,13.0
0,0,156,94.0
0,0,403,94.0
0,0,55,94.0
0,0,265,108.0
0,0,1010,108.0
0,0,135,108.0
0,0,122,108.0
0,0,89,110.0
0,0,196,110.0
0,0,31,110.0
0,0,31,110.0
0,0,47,112.0
0,0,24,112.0
0,0,10,112.0
0,0,9,107.0
0,0,3,107.0
0,0,3,107.0
0,0,3,107.0
0,0,1,111.0
0,0,1,111.0
0,0,1,111.0
0,0,1,120.0
0,0,7,10.0
0,0,6,10.0
0,0,20,10.0
0,0,10,10.0
0,0,2081,10.0
0,0,15038,10.0
0,0,42986,14.0
0,0,18968,14.0
0,0,5234,17.0
0,0,235,17.0
0,0,677,17.0
0,0,1407,108.0
0,0,491,108.0
0,0,262,108.0
0,0,347,108.0
0,0,387,114.0
0,0,731,115.0
0,0,242,110.0
0,0,104,110.0
0,0,30,110.0
0,0,7,110.0
0,0,7,109.0
0,0,6,109.0
0,0,1,107.0
0,0,4,111.0
0,0,11,111.0
0,0,1,111.0
0,0,1,10.0
0,0,1,10.0
0,0,6,10.0
0,0,6,10.0
0,0,11,10.0
0,0,12,10.0
0,0,23,10.0
0,0,6160,10.0
0,0,44826,18.0
0,0,22730,18.0
0,0,22758,17.0
0,0,4998,17.0
0,0,390,19.0
0,0,827,19.0
0,0,874,114.0
0,0,1236,114.0
0,0,127,114.0
0,0,59,114.0
0,0,107,115.0
0,0,201,115.0
0,0,56,115.0
0,0,22,110.0
0,0,17,110.0
0,0,2,109.0
0,0,43,109.0
0,0,3,109.0
0,0,2,109.0
0,0,1,109.0
0,0,2,111.0
0,0,3,111.0
0,0,1,111.0
0,0,1,120.0
0,0,2,10.0
0,0,2,10.0
0,0,12,10.0
0,0,2,10.0
0,0,13,10.0
0,0,4,10.0
0,0,1140,18.0
0,0,9286,18.0
0,0,14564,18.0
0,0,3351,17.0
0,0,8797,19.0
0,0,2494,19.0
0,0,20,19.0
0,0,505,114.0
0,0,1209,114.0
0,0,550,114.0
0,0,74,114.0
0,0,228,115.0
0,0,3531,115.0
0,0,10656,115.0
0,0,4069,115.0
0,0,5,109.0
0,0,9,109.0
0,0,5,109.0
0,0,8,109.0
0,0,7,111.0
0,0,3,10.0
0,0,4,10.0
0,0,4,10.0
0,0,9,20.0
0,0,1,20.0
0,0,997,20.0
0,0,8977,20.0
0,0,990,22.0
0,0,4960,19.0
0,0,8331,19.0
0,0,45,23.0
0,0,28,114.0
0,0,118,114.0
0,0,271,114.0
0,0,5,114.0
0,0,6,115.0
0,0,77,115.0
0,0,1,109.0
0,0,5,111.0
0,0,1,10.0
0,0,7,10.0
0,0,1,10.0
0,0,1,20.0
0,0,6,20.0
0,0,4964,20.0
0,0,4109,24.0
0,0,470,22.0
0,0,2398,23.0
0,0,1012,23.0
0,0,11,23.0
0,0,6,114.0
0,0,2,114.0
0,0,2,109.0
0,0,2,109.0
0,0,1,109.0
0,0,1,111.0
0,0,1,10.0
0,0,7,10.0
0,0,3,10.0
0,0,5,20.0
0,0,3,20.0
0,0,2,24.0
0,0,15,24.0
0,0,4683,24.0
0,0,2038,28.0
0,0,896,28.0
0,0,1400,25.0
0,0,292,25.0
0,0,23,40.0
0,0,1,41.0
0,0,3,45.0
0,0,2,111.0
0,0,1,10.0
0,0,2,10.0
0,0,3,10.0
0,0,6,10.0
0,0,7,10.0
0,0,753,26.0
0,0,1848,26.0
0,0,1260,28.0
0,0,652,25.0
0,0,187,40.0
0,0,73,40.0
0,0,13,41.0
0,0,2,41.0
0,0,2,24.0
0,0,926,26.0
0,0,689,30.0
0,0,526,32.0
0,0,35,40.0
0,0,41,40.0
0,0,10,41.0
0,0,10,41.0
0,0,7,41.0
0,0,1,41.0
0,0,1,43.0
0,0,2,43.0
0,0,1,45.0
0,0,3,45.0
0,0,1,10.0
0,0,1,10.0
0,0,5,20.0
0,0,1,26.0
0,0,1,26.0
0,0,3,30.0
0,0,2,30.0
0,0,991,30.0
0,0,236,32.0
0,0,42,44.0
0,0,64,44.0
0,0,7,44.0
0,0,6,42.0
0,0,2,42.0
0,0,10,43.0
0,0,6,43.0
0,0,15,43.0
0,0,14,43.0
0,0,1,45.0
0,0,5,45.0
0,0,2,10.0
0,0,1,26.0
0,0,1,26.0
0,0,93,33.0
0,0,642,33.0
0,0,10,33.0
0,0,23,44.0
0,0,11,48.0
0,0,1,48.0
0,0,11,42.0
0,0,10,42.0
0,0,4,43.0
0,0,13,43.0
0,0,6,49.0
0,0,9,45.0
0,0,1,45.0
0,0,5,45.0
0,0,1,45.0
0,0,1,45.0
0,0,1,111.0
0,0,2,24.0
0,0,1,26.0
0,0,4,30.0
0,0,1,30.0
0,0,435,33.0
0,0,98,34.0
0,0,17,46.0
0,0,8,46.0
0,0,15,48.0
0,0,1,52.0
0,0,4,49.0
0,0,4,49.0
0,0,1,49.0
0,0,3,45.0
0,0,2,45.0
0,0,1,24.0
0,0,1,33.0
0,0,2,33.0
0,0,1,33.0
0,0,38,34.0
0,0,170,34.0
0,0,10,34.0
0,0,21,46.0
0,0,38,46.0
0,0,11,52.0
0,0,11,52.0
0,0,2,49.0
0,0,7,49.0
0,0,1,49.0
0,0,1,24.0
0,0,2,24.0
0,0,2,30.0
0,0,394,34.0
0,0,112,34.0
0,0,9,46.0
0,0,6,46.0
0,0,9,52.0
0,0,1,52.0
0,0,3,49.0
0,0,1,49.0
0,0,2,49.0
0,0,1,33.0
0,0,4,34.0
0,0,26,50.0
0,0,16,50.0
0,0,5,52.0
0,0,3,52.0
0,0,1,47.0
0,0,4,47.0
0,0,2,47.0
0,0,1,30.0
0,0,5,50.0
0,0,13,50.0
0,0,2,47.0
0,0,2,47.0
0,0,2,26.0
0,0,1,26.0
0,0,2,30.0
0,0,1,50.0
0,0,1,50.0
0,0,7,50.0
0,0,5,47.0
0,0,1,47.0
0,0,1,47.0
0,0,2,47.0
0,0,2,47.0
0,0,5,47.0
0,0,1,47.0
0,0,1,50.0
0,0,1,47.0
0,1,1,122.0
0,1,1,60.0
0,1,2,60.0
0,1,1,60.0
0,1,3,61.0
0,1,2,61.0
0,1,1,60.0
0,1,4,61.0
0,1,5,61.0
0,1,1,61.0
0,1,1,61.0
0,1,1,100.0
0,1,2,101.0
0,1,1,122.0
0,1,1,122.0
0,1,1,62.0
0,1,6,62.0
0,1,1,60.0
0,1,4,61.0
0,1,1,61.0
0,1,6,122.0
0,1,1,68.0
0,1,1,62.0
0,1,2,62.0
0,1,2,62.0
0,1,5,62.0
0,1,6,70.0
0,1,20,61.0
0,1,1,61.0
0,1,1,63.0
0,1,1,101.0
0,1,1,68.0
0,1,17,68.0
0,1,9,68.0
0,1,1,62.0
0,1,1,66.0
0,1,4,66.0
0,1,9,70.0
0,1,8,70.0
0,1,1,63.0
0,1,2,63.0
0,1,3,63.0
0,1,5,68.0
0,1,14,68.0
0,1,3,68.0
0,1,3,66.0
0,1,1,66.0
0,1,12,70.0
0,1,5,70.0
0,1,14,63.0
0,1,2,63.0
0,1,2,63.0
0,1,5,63.0
0,1,1,69.0
0,1,1,69.0
0,1,6,68.0
0,1,24,68.0
0,1,2,72.0
0,1,4,72.0
0,1,2,66.0
0,1,44,66.0
0,1,65,70.0
0,1,33,70.0
0,1,22,70.0
0,1,1,63.0
0,1,3,67.0
0,1,2,67.0
0,1,3,69.0
0,1,1,69.0
0,1,2,113.0
0,1,586,113.0
0,1,74,113.0
0,1,3,101.0
0,1,2,123.0
0,1,2,72.0
0,1,43,72.0
0,1,7,72.0
0,1,5,72.0
0,1,19,78.0
0,1,14,70.0
0,1,129,70.0
0,1,20,71.0
0,1,12,67.0
0,1,10,67.0
0,1,2,67.0
0,1,2,69.0
0,1,2,69.0
