,day,hour,precinct,sum
3269,1,18,112,77
3270,1,18,43,239
3271,1,18,84,122
3272,1,18,47,163
3273,1,18,77,134
3274,1,18,101,84
3275,1,18,83,110
3276,1,18,113,151
3277,1,18,120,124
3278,1,18,70,152
3279,1,18,69,96
3280,1,18,66,83
3281,1,18,114,153
3282,1,18,76,52
3283,1,18,63,83
3284,1,18,45,125
3285,1,18,106,135
3286,1,18,10,61
3287,1,18,78,76
3288,1,18,6,75
3289,1,18,5,87
3290,1,18,94,55
3291,1,18,40,197
3292,1,18,34,109
3293,1,18,32,113
3294,1,18,50,107
3295,1,18,25,191
3296,1,18,100,40
3297,1,18,18,156
3298,1,18,20,78
3299,1,18,111,49
3300,1,18,107,89
3301,1,18,30,96
3302,1,18,49,140
3303,1,18,88,81
3304,1,18,26,47
3305,1,18,123,64
3306,1,18,9,117
3307,1,18,104,120
3308,1,18,33,68
3309,1,18,62,102
3310,1,18,22,7
3311,1,19,44,254
3312,1,19,103,160
3313,1,19,28,98
3314,1,19,105,143
3315,1,19,13,105
3316,1,19,71,122
3317,1,19,7,73
3318,1,19,46,210
3319,1,19,48,142
3320,1,19,19,102
3321,1,19,41,132
3322,1,19,14,220
3323,1,19,67,193
3324,1,19,17,33
3325,1,19,61,122
3326,1,19,102,119
3327,1,19,110,140
3328,1,19,108,72
3329,1,19,75,290
3330,1,19,73,204
3331,1,19,60,94
3332,1,19,68,73
3333,1,19,79,133
3334,1,19,121,130
3335,1,19,23,172
3336,1,19,42,167
3337,1,19,115,143
3338,1,19,52,261
3339,1,19,122,93
3340,1,19,1,90
3341,1,19,72,97
3342,1,19,109,150
3343,1,19,24,87
3344,1,19,81,131
3345,1,19,90,122
3346,1,19,112,71
3347,1,19,43,231
3348,1,19,84,81
3349,1,19,47,153
3350,1,19,77,110
3351,1,19,101,79
3352,1,19,83,98
3353,1,19,113,120
3354,1,19,120,112
3355,1,19,70,153
3356,1,19,69,99
3357,1,19,66,95
3358,1,19,114,132
3359,1,19,76,67
3360,1,19,63,114
3361,1,19,45,100
3362,1,19,106,112
3363,1,19,10,61
3364,1,19,78,81
3365,1,19,6,78
3366,1,19,5,51
3367,1,19,94,70
3368,1,19,40,204
3369,1,19,34,101
3370,1,19,32,126
3371,1,19,50,99
3372,1,19,25,131
3373,1,19,100,41
3374,1,19,18,145
3375,1,19,20,67
3376,1,19,111,56
3377,1,19,107,88
3378,1,19,30,62
3379,1,19,49,161
3380,1,19,88,65
3381,1,19,26,67
3382,1,19,123,49
3383,1,19,9,88
3384,1,19,104,123
3385,1,19,33,66
3386,1,19,62,93
3387,1,19,22,7
3388,1,20,44,204
3389,1,20,103,148
3390,1,20,28,92
3391,1,20,105,120
3392,1,20,13,118
3393,1,20,71,122
3394,1,20,7,73
3395,1,20,46,186
3396,1,20,48,138
3397,1,20,19,80
3398,1,20,41,124
3399,1,20,14,178
3400,1,20,67,181
3401,1,20,17,39
3402,1,20,61,113
3403,1,20,102,98
3404,1,20,110,108
3405,1,20,108,76
3406,1,20,75,347
3407,1,20,73,175
3408,1,20,60,111
3409,1,20,68,78
3410,1,20,79,127
3411,1,20,121,112
3412,1,20,23,146
3413,1,20,42,139
3414,1,20,115,137
3415,1,20,52,201
3416,1,20,122,82
3417,1,20,1,69
3418,1,20,72,69
3419,1,20,109,127
3420,1,20,24,94
3421,1,20,81,113
3422,1,20,90,110
3423,1,20,112,65
3424,1,20,43,231
3425,1,20,84,60
3426,1,20,47,173
3427,1,20,77,132
3428,1,20,101,89
3429,1,20,83,118
3430,1,20,113,138
3431,1,20,120,126
3432,1,20,70,156
3433,1,20,69,90
3434,1,20,66,76
3435,1,20,114,134
3436,1,20,76,49
3437,1,20,63,105
3438,1,20,45,139
3439,1,20,106,121
3440,1,20,10,61
3441,1,20,78,58
3442,1,20,6,72
3443,1,20,5,43
3444,1,20,94,58
3445,1,20,40,203
3446,1,20,34,84
3447,1,20,32,125
3448,1,20,50,87
3449,1,20,25,250
3450,1,20,100,47
3451,1,20,18,112
3452,1,20,20,49
3453,1,20,111,43
3454,1,20,107,72
3455,1,20,30,81
3456,1,20,49,124
3457,1,20,88,70
3458,1,20,26,54
3459,1,20,123,49
3460,1,20,9,99
3461,1,20,104,125
3462,1,20,33,75
3463,1,20,62,95
3464,1,20,22,7
3465,1,21,44,202
3466,1,21,103,128
3467,1,21,28,91
3468,1,21,105,116
3469,1,21,13,103
3470,1,21,71,133
3471,1,21,7,67
3472,1,21,46,168
3473,1,21,48,160
3474,1,21,19,57
3475,1,21,41,89
3476,1,21,14,121
3477,1,21,67,173
3478,1,21,17,45
3479,1,21,61,78
3480,1,21,102,96
3481,1,21,110,87
3482,1,21,108,60
3483,1,21,75,323
3484,1,21,73,174
3485,1,21,60,102
3486,1,21,68,83
3487,1,21,79,118
3488,1,21,121,101
3489,1,21,23,112
3490,1,21,42,157
3491,1,21,115,127
3492,1,21,52,180
3493,1,21,122,78
3494,1,21,1,37
3495,1,21,72,93
3496,1,21,109,119
3497,1,21,24,47
3498,1,21,81,98
3499,1,21,90,79
3500,1,21,112,41
3501,1,21,43,193
3502,1,21,84,49
3503,1,21,47,166
3504,1,21,77,124
3505,1,21,101,74
3506,1,21,83,92
3507,1,21,113,150
3508,1,21,120,131
3509,1,21,70,141
3510,1,21,69,99
3511,1,21,66,77
3512,1,21,114,118
3513,1,21,76,35
3514,1,21,63,98
3515,1,21,45,87
3516,1,21,106,101
3517,1,21,10,46
3518,1,21,78,53
3519,1,21,6,59
3520,1,21,5,56
3521,1,21,94,57
3522,1,21,40,204
3523,1,21,34,89
3524,1,21,32,118
3525,1,21,50,73
3526,1,21,25,107
3527,1,21,100,42
3528,1,21,18,129
3529,1,21,20,38
3530,1,21,111,37
3531,1,21,107,88
3532,1,21,30,80
3533,1,21,49,127
3534,1,21,88,61
3535,1,21,26,52
3536,1,21,123,58
3537,1,21,9,83
3538,1,21,104,114
3539,1,21,33,79
3540,1,21,62,101
3541,1,21,22,6
3542,1,22,44,206
3543,1,22,103,121
3544,1,22,28,54
3545,1,22,105,127
3546,1,22,13,64
3547,1,22,71,114
3548,1,22,7,66
3549,1,22,46,164
3550,1,22,48,154
3551,1,22,19,58
3552,1,22,41,105
3553,1,22,14,106
3554,1,22,67,176
3555,1,22,17,45
3556,1,22,61,80
3557,1,22,102,84
3558,1,22,110,78
3559,1,22,108,75
3560,1,22,75,310
3561,1,22,73,139
3562,1,22,60,85
3563,1,22,68,57
3564,1,22,79,120
3565,1,22,121,124
3566,1,22,23,92
3567,1,22,42,107
3568,1,22,115,119
3569,1,22,52,180
3570,1,22,122,71
3571,1,22,1,32
3572,1,22,72,75
3573,1,22,109,113
3574,1,22,24,70
3575,1,22,81,107
3576,1,22,90,93
3577,1,22,112,57
3578,1,22,43,216
3579,1,22,84,39
3580,1,22,47,170
3581,1,22,77,126
3582,1,22,101,63
3583,1,22,83,89
3584,1,22,113,136
3585,1,22,120,152
3586,1,22,70,111
3587,1,22,69,82
3588,1,22,66,67
3589,1,22,114,106
3590,1,22,76,38
3591,1,22,63,77
3592,1,22,45,74
3593,1,22,106,92
3594,1,22,10,49
3595,1,22,78,51
3596,1,22,6,52
3597,1,22,5,30
3598,1,22,94,52
3599,1,22,40,197
3600,1,22,34,81
3601,1,22,32,121
3602,1,22,50,78
3603,1,22,25,93
3604,1,22,100,27
3605,1,22,18,72
3606,1,22,20,35
3607,1,22,111,45
3608,1,22,107,85
3609,1,22,30,54
3610,1,22,49,107
3611,1,22,88,58
3612,1,22,26,43
3613,1,22,123,59
3614,1,22,9,60
3615,1,22,104,93
3616,1,22,33,54
3617,1,22,62,91
3618,1,22,22,5
3619,1,23,44,164
3620,1,23,103,92
3621,1,23,28,71
3622,1,23,105,99
3623,1,23,13,68
3624,1,23,71,92
3625,1,23,7,54
3626,1,23,46,116
3627,1,23,48,92
3628,1,23,19,42
3629,1,23,41,79
3630,1,23,14,83
3631,1,23,67,148
3632,1,23,17,37
3633,1,23,61,69
3634,1,23,102,101
3635,1,23,110,60
3636,1,23,108,54
3637,1,23,75,221
3638,1,23,73,112
3639,1,23,60,100
3640,1,23,68,62
3641,1,23,79,101
3642,1,23,121,76
3643,1,23,23,91
3644,1,23,42,107
3645,1,23,115,114
3646,1,23,52,153
3647,1,23,122,70
3648,1,23,1,36
3649,1,23,72,75
3650,1,23,109,88
3651,1,23,24,55
3652,1,23,81,79
3653,1,23,90,71
3654,1,23,112,34
3655,1,23,43,175
3656,1,23,84,42
3657,1,23,47,155
3658,1,23,77,83
3659,1,23,101,71
3660,1,23,83,86
3661,1,23,113,111
3662,1,23,120,74
3663,1,23,70,116
3664,1,23,69,74
3665,1,23,66,75
3666,1,23,114,110
3667,1,23,76,25
3668,1,23,63,51
3669,1,23,45,62
3670,1,23,106,79
3671,1,23,10,48
3672,1,23,78,40
3673,1,23,6,58
3674,1,23,5,31
3675,1,23,94,38
3676,1,23,40,174
3677,1,23,34,57
3678,1,23,32,75
3679,1,23,50,57
3680,1,23,25,78
3681,1,23,100,22
3682,1,23,18,67
3683,1,23,20,22
3684,1,23,111,39
3685,1,23,107,77
3686,1,23,30,64
3687,1,23,49,82
3688,1,23,88,43
3689,1,23,26,42
3690,1,23,123,34
3691,1,23,9,68
3692,1,23,104,76
3693,1,23,33,57
3694,1,23,62,68
3695,1,23,22,3
3696,2,0,44,180
3697,2,0,103,81
3698,2,0,28,56
3699,2,0,105,117
3700,2,0,13,79
3701,2,0,71,138
3702,2,0,7,50
3703,2,0,46,114
3704,2,0,48,97
3705,2,0,19,61
3706,2,0,41,85
3707,2,0,14,87
3708,2,0,67,188
3709,2,0,17,48
3710,2,0,61,78
3711,2,0,102,80
3712,2,0,110,91
3713,2,0,108,82
3714,2,0,75,270
3715,2,0,73,142
3716,2,0,60,67
3717,2,0,68,58
3718,2,0,79,105
3719,2,0,121,85
3720,2,0,23,78
3721,2,0,42,90
3722,2,0,115,137
3723,2,0,52,140
3724,2,0,122,82
3725,2,0,1,37
3726,2,0,72,58
3727,2,0,109,97
3728,2,0,24,75
3729,2,0,81,96
3730,2,0,90,133
3731,2,0,112,55
3732,2,0,43,180
3733,2,0,84,68
3734,2,0,47,138
3735,2,0,77,92
3736,2,0,101,59
3737,2,0,83,101
3738,2,0,113,127
3739,2,0,120,104
3740,2,0,70,124
3741,2,0,69,59
3742,2,0,66,67
3743,2,0,114,161
3744,2,0,76,42
3745,2,0,63,81
3746,2,0,45,49
3747,2,0,106,74
3748,2,0,10,59
3749,2,0,78,58
3750,2,0,6,76
3751,2,0,5,49
3752,2,0,94,56
3753,2,0,40,180
3754,2,0,34,142
3755,2,0,32,70
3756,2,0,50,74
3757,2,0,25,73
3758,2,0,100,32
3759,2,0,18,87
3760,2,0,20,65
3761,2,0,111,56
3762,2,0,107,74
3763,2,0,30,44
3764,2,0,49,110
3765,2,0,88,58
3766,2,0,26,32
3767,2,0,123,35
3768,2,0,9,74
3769,2,0,104,110
3770,2,0,33,51
3771,2,0,62,131
3772,2,0,22,5
3773,2,1,44,92
3774,2,1,103,57
3775,2,1,28,40
3776,2,1,105,74
3777,2,1,13,38
3778,2,1,71,45
3779,2,1,7,53
3780,2,1,46,78
3781,2,1,48,104
3782,2,1,19,42
3783,2,1,41,44
3784,2,1,14,71
3785,2,1,67,90
3786,2,1,17,23
3787,2,1,61,46
3788,2,1,102,57
3789,2,1,110,43
3790,2,1,108,50
3791,2,1,75,156
3792,2,1,73,76
3793,2,1,60,61
3794,2,1,68,36
3795,2,1,79,62
3796,2,1,121,86
3797,2,1,23,79
3798,2,1,42,74
3799,2,1,115,77
3800,2,1,52,89
3801,2,1,122,46
3802,2,1,1,28
3803,2,1,72,63
3804,2,1,109,49
3805,2,1,24,40
3806,2,1,81,59
3807,2,1,90,72
3808,2,1,112,32
3809,2,1,43,99
3810,2,1,84,16
3811,2,1,47,78
3812,2,1,77,65
3813,2,1,101,35
3814,2,1,83,60
3815,2,1,113,79
3816,2,1,120,73
3817,2,1,70,88
3818,2,1,69,31
3819,2,1,66,44
3820,2,1,114,86
3821,2,1,76,29
3822,2,1,63,38
3823,2,1,45,49
3824,2,1,106,48
3825,2,1,10,50
3826,2,1,78,17
3827,2,1,6,73
3828,2,1,5,26
3829,2,1,94,35
3830,2,1,40,106
3831,2,1,34,60
3832,2,1,32,68
3833,2,1,50,39
3834,2,1,25,60
3835,2,1,100,25
3836,2,1,18,49
3837,2,1,20,35
3838,2,1,111,16
3839,2,1,107,47
3840,2,1,30,29
3841,2,1,49,57
3842,2,1,88,25
3843,2,1,26,25
3844,2,1,123,22
3845,2,1,9,55
3846,2,1,104,84
3847,2,1,33,24
3848,2,1,62,42
3849,2,1,22,2
3850,2,2,44,87
3851,2,2,103,42
3852,2,2,28,21
3853,2,2,105,52
3854,2,2,13,54
3855,2,2,71,44
3856,2,2,7,42
3857,2,2,46,62
3858,2,2,48,60
3859,2,2,19,27
3860,2,2,41,35
3861,2,2,14,50
3862,2,2,67,72
3863,2,2,17,20
3864,2,2,61,46
3865,2,2,102,43
3866,2,2,110,62
3867,2,2,108,49
3868,2,2,75,104
3869,2,2,73,88
3870,2,2,60,45
3871,2,2,68,20
3872,2,2,79,52
3873,2,2,121,45
3874,2,2,23,36
3875,2,2,42,46
3876,2,2,115,67
3877,2,2,52,58
3878,2,2,122,30
3879,2,2,1,29
3880,2,2,72,43
3881,2,2,109,53
3882,2,2,24,33
3883,2,2,81,42
3884,2,2,90,59
3885,2,2,112,26
3886,2,2,43,99
3887,2,2,84,19
3888,2,2,47,87
3889,2,2,77,57
3890,2,2,101,37
3891,2,2,83,50
3892,2,2,113,52
3893,2,2,120,61
3894,2,2,70,51
3895,2,2,69,33
3896,2,2,66,35
3897,2,2,114,104
3898,2,2,76,19
3899,2,2,63,30
3900,2,2,45,29
3901,2,2,106,47
3902,2,2,10,35
3903,2,2,78,14
3904,2,2,6,61
3905,2,2,5,29
3906,2,2,94,22
3907,2,2,40,88
3908,2,2,34,57
3909,2,2,32,49
3910,2,2,50,27
3911,2,2,25,44
3912,2,2,100,16
3913,2,2,18,75
3914,2,2,20,15
3915,2,2,111,20
3916,2,2,107,32
3917,2,2,30,38
3918,2,2,49,29
3919,2,2,88,22
3920,2,2,26,14
3921,2,2,123,16
3922,2,2,9,42
3923,2,2,104,38
3924,2,2,33,30
3925,2,2,62,30
3926,2,2,22,1
3927,2,3,44,40
3928,2,3,103,34
3929,2,3,28,33
3930,2,3,105,36
3931,2,3,13,34
3932,2,3,71,22
3933,2,3,7,37
3934,2,3,46,39
3935,2,3,48,45
3936,2,3,19,14
3937,2,3,41,46
3938,2,3,14,46
3939,2,3,67,65
3940,2,3,17,12
3941,2,3,61,37
3942,2,3,102,39
3943,2,3,110,47
3944,2,3,108,47
3945,2,3,75,80
3946,2,3,73,58
3947,2,3,60,39
3948,2,3,68,30
3949,2,3,79,38
3950,2,3,121,40
3951,2,3,23,26
3952,2,3,42,39
3953,2,3,115,76
3954,2,3,52,42
3955,2,3,122,14
3956,2,3,1,30
3957,2,3,72,35
3958,2,3,109,54
3959,2,3,24,22
3960,2,3,81,29
3961,2,3,90,40
3962,2,3,112,26
3963,2,3,43,60
3964,2,3,84,17
3965,2,3,47,52
3966,2,3,77,39
3967,2,3,101,22
3968,2,3,83,29
3969,2,3,113,34
3970,2,3,120,41
3971,2,3,70,51
3972,2,3,69,23
3973,2,3,66,38
3974,2,3,114,68
3975,2,3,76,10
3976,2,3,63,33
3977,2,3,45,21
3978,2,3,106,38
3979,2,3,10,48
3980,2,3,78,14
3981,2,3,6,64
3982,2,3,5,23
3983,2,3,94,27
3984,2,3,40,77
3985,2,3,34,31
3986,2,3,32,32
3987,2,3,50,18
3988,2,3,25,32
3989,2,3,100,11
3990,2,3,18,45
3991,2,3,20,12
3992,2,3,111,14
3993,2,3,107,30
3994,2,3,30,28
3995,2,3,49,34
3996,2,3,88,20
3997,2,3,26,16
3998,2,3,123,11
3999,2,3,9,26
4000,2,3,104,33
4001,2,3,33,26
4002,2,3,62,33
4003,2,3,22,1
4004,2,4,44,42
4005,2,4,103,22
4006,2,4,28,17
4007,2,4,105,33
4008,2,4,13,26
4009,2,4,71,25
4010,2,4,7,13
4011,2,4,46,43
4012,2,4,48,35
4013,2,4,19,14
4014,2,4,41,26
4015,2,4,14,32
4016,2,4,67,43
4017,2,4,17,10
4018,2,4,61,23
4019,2,4,102,25
4020,2,4,110,42
4021,2,4,108,42
4022,2,4,75,48
4023,2,4,73,47
4024,2,4,60,15
4025,2,4,68,13
4026,2,4,79,28
4027,2,4,121,29
4028,2,4,23,22
4029,2,4,42,23
4030,2,4,115,69
4031,2,4,52,31
4032,2,4,122,18
4033,2,4,1,12
4034,2,4,72,31
4035,2,4,109,39
4036,2,4,24,30
4037,2,4,81,22
4038,2,4,90,31
4039,2,4,112,11
4040,2,4,43,32
4041,2,4,84,16
4042,2,4,47,39
4043,2,4,77,23
4044,2,4,101,17
4045,2,4,83,37
4046,2,4,113,49
4047,2,4,120,32
4048,2,4,70,46
4049,2,4,69,19
4050,2,4,66,28
4051,2,4,114,68
4052,2,4,76,7
4053,2,4,63,32
4054,2,4,45,20
4055,2,4,106,26
4056,2,4,10,36
4057,2,4,78,7
4058,2,4,6,35
4059,2,4,5,5
4060,2,4,94,23
4061,2,4,40,34
4062,2,4,34,50
4063,2,4,32,19
4064,2,4,50,23
4065,2,4,25,26
4066,2,4,100,10
4067,2,4,18,40
4068,2,4,20,10
4069,2,4,111,8
4070,2,4,107,23
4071,2,4,30,24
4072,2,4,49,17
4073,2,4,88,12
4074,2,4,26,9
4075,2,4,123,13
4076,2,4,9,12
4077,2,4,104,30
4078,2,4,33,21
4079,2,4,62,26
4080,2,4,22,0
4081,2,5,44,23
4082,2,5,103,27
4083,2,5,28,11
4084,2,5,105,27
4085,2,5,13,20
4086,2,5,71,22
4087,2,5,7,11
4088,2,5,46,43
4089,2,5,48,24
4090,2,5,19,20
4091,2,5,41,33
4092,2,5,14,24
4093,2,5,67,38
4094,2,5,17,11
4095,2,5,61,19
4096,2,5,102,34
4097,2,5,110,39
4098,2,5,108,34
4099,2,5,75,68
4100,2,5,73,36
4101,2,5,60,18
4102,2,5,68,14
4103,2,5,79,19
4104,2,5,121,17
4105,2,5,23,22
4106,2,5,42,24
4107,2,5,115,63
4108,2,5,52,43
4109,2,5,122,12
4110,2,5,1,15
4111,2,5,72,18
4112,2,5,109,32
4113,2,5,24,6
4114,2,5,81,25
4115,2,5,90,30
4116,2,5,112,15
4117,2,5,43,55
4118,2,5,84,16
4119,2,5,47,29
4120,2,5,77,26
4121,2,5,101,19
4122,2,5,83,23
4123,2,5,113,64
4124,2,5,120,31
4125,2,5,70,33
4126,2,5,69,16
4127,2,5,66,21
4128,2,5,114,47
4129,2,5,76,8
4130,2,5,63,20
4131,2,5,45,16
4132,2,5,106,26
4133,2,5,10,20
4134,2,5,78,13
4135,2,5,6,24
4136,2,5,5,6
4137,2,5,94,14
4138,2,5,40,45
4139,2,5,34,22
4140,2,5,32,21
4141,2,5,50,17
4142,2,5,25,22
4143,2,5,100,8
4144,2,5,18,30
4145,2,5,20,9
4146,2,5,111,12
4147,2,5,107,16
4148,2,5,30,22
4149,2,5,49,9
4150,2,5,88,13
4151,2,5,26,14
4152,2,5,123,6
4153,2,5,9,11
4154,2,5,104,34
4155,2,5,33,20
4156,2,5,62,27
4157,2,5,22,1
4158,2,6,44,49
4159,2,6,103,42
4160,2,6,28,14
4161,2,6,105,46
4162,2,6,13,27
4163,2,6,71,36
4164,2,6,7,16
4165,2,6,46,31
4166,2,6,48,34
4167,2,6,19,17
4168,2,6,41,38
4169,2,6,14,30
4170,2,6,67,48
4171,2,6,17,12
4172,2,6,61,20
4173,2,6,102,24
4174,2,6,110,32
4175,2,6,108,27
4176,2,6,75,90
4177,2,6,73,49
4178,2,6,60,20
4179,2,6,68,23
4180,2,6,79,36
4181,2,6,121,33
4182,2,6,23,24
4183,2,6,42,48
4184,2,6,115,39
4185,2,6,52,41
4186,2,6,122,18
4187,2,6,1,8
4188,2,6,72,27
4189,2,6,109,30
4190,2,6,24,21
4191,2,6,81,35
4192,2,6,90,30
4193,2,6,112,12
4194,2,6,43,51
4195,2,6,84,21
4196,2,6,47,43
4197,2,6,77,33
4198,2,6,101,34
4199,2,6,83,42
4200,2,6,113,66
4201,2,6,120,32
4202,2,6,70,41
4203,2,6,69,34
4204,2,6,66,16
4205,2,6,114,57
4206,2,6,76,16
4207,2,6,63,21
4208,2,6,45,19
4209,2,6,106,36
4210,2,6,10,16
4211,2,6,78,20
4212,2,6,6,16
4213,2,6,5,9
4214,2,6,94,13
4215,2,6,40,52
4216,2,6,34,24
4217,2,6,32,32
4218,2,6,50,20
4219,2,6,25,22
4220,2,6,100,16
4221,2,6,18,17
4222,2,6,20,9
4223,2,6,111,9
4224,2,6,107,26
4225,2,6,30,20
4226,2,6,49,39
4227,2,6,88,13
4228,2,6,26,21
4229,2,6,123,15
4230,2,6,9,15
4231,2,6,104,34
4232,2,6,33,17
4233,2,6,62,24
4234,2,6,22,0
4235,2,7,44,69
4236,2,7,103,79
4237,2,7,28,26
4238,2,7,105,82
4239,2,7,13,49
4240,2,7,71,51
4241,2,7,7,38
4242,2,7,46,79
4243,2,7,48,67
4244,2,7,19,48
4245,2,7,41,70
4246,2,7,14,58
4247,2,7,67,84
4248,2,7,17,26
4249,2,7,61,34
4250,2,7,102,50
4251,2,7,110,44
4252,2,7,108,44
4253,2,7,75,144
4254,2,7,73,83
4255,2,7,60,44
4256,2,7,68,35
4257,2,7,79,53
4258,2,7,121,51
4259,2,7,23,43
4260,2,7,42,66
4261,2,7,115,80
4262,2,7,52,61
4263,2,7,122,43
4264,2,7,1,36
4265,2,7,72,38
4266,2,7,109,53
4267,2,7,24,28
4268,2,7,81,49
4269,2,7,90,65
4270,2,7,112,25
4271,2,7,43,93
4272,2,7,84,29
4273,2,7,47,81
4274,2,7,77,58
4275,2,7,101,34
4276,2,7,83,43
4277,2,7,113,76
4278,2,7,120,64
4279,2,7,70,47
4280,2,7,69,40
4281,2,7,66,43
4282,2,7,114,74
4283,2,7,76,19
4284,2,7,63,37
4285,2,7,45,49
4286,2,7,106,56
4287,2,7,10,19
4288,2,7,78,19
4289,2,7,6,21
4290,2,7,5,26
4291,2,7,94,25
4292,2,7,40,86
4293,2,7,34,32
4294,2,7,32,48
4295,2,7,50,36
4296,2,7,25,57
4297,2,7,100,30
4298,2,7,18,47
4299,2,7,20,22
4300,2,7,111,30
4301,2,7,107,40
4302,2,7,30,26
4303,2,7,49,58
4304,2,7,88,23
4305,2,7,26,19
4306,2,7,123,17
4307,2,7,9,27
4308,2,7,104,56
4309,2,7,33,36
4310,2,7,62,39
4311,2,7,22,3
4312,2,8,44,129
4313,2,8,103,98
4314,2,8,28,32
4315,2,8,105,113
4316,2,8,13,94
4317,2,8,71,108
4318,2,8,7,52
4319,2,8,46,85
4320,2,8,48,85
4321,2,8,19,77
4322,2,8,41,98
4323,2,8,14,90
4324,2,8,67,101
4325,2,8,17,45
4326,2,8,61,84
4327,2,8,102,84
4328,2,8,110,48
4329,2,8,108,83
4330,2,8,75,212
4331,2,8,73,139
4332,2,8,60,56
4333,2,8,68,50
4334,2,8,79,88
4335,2,8,121,76
4336,2,8,23,69
4337,2,8,42,104
4338,2,8,115,66
4339,2,8,52,86
4340,2,8,122,65
4341,2,8,1,71
4342,2,8,72,60
4343,2,8,109,90
4344,2,8,24,36
4345,2,8,81,76
4346,2,8,90,95
4347,2,8,112,45
4348,2,8,43,130
4349,2,8,84,63
4350,2,8,47,138
4351,2,8,77,82
4352,2,8,101,55
4353,2,8,83,90
4354,2,8,113,121
4355,2,8,120,86
4356,2,8,70,92
4357,2,8,69,78
4358,2,8,66,45
4359,2,8,114,90
4360,2,8,76,47
4361,2,8,63,61
4362,2,8,45,61
4363,2,8,106,82
4364,2,8,10,41
4365,2,8,78,58
4366,2,8,6,41
4367,2,8,5,47
4368,2,8,94,41
4369,2,8,40,136
4370,2,8,34,42
4371,2,8,32,61
4372,2,8,50,61
4373,2,8,25,93
4374,2,8,100,30
4375,2,8,18,78
4376,2,8,20,49
4377,2,8,111,42
4378,2,8,107,60
4379,2,8,30,33
4380,2,8,49,87
4381,2,8,88,72
4382,2,8,26,43
4383,2,8,123,30
4384,2,8,9,42
4385,2,8,104,80
4386,2,8,33,38
4387,2,8,62,77
4388,2,8,22,2
4389,2,9,44,126
4390,2,9,103,106
4391,2,9,28,55
4392,2,9,105,104
4393,2,9,13,97
4394,2,9,71,95
4395,2,9,7,38
4396,2,9,46,94
4397,2,9,48,102
4398,2,9,19,98
4399,2,9,41,99
4400,2,9,14,144
4401,2,9,67,99
4402,2,9,17,53
4403,2,9,61,84
4404,2,9,102,64
4405,2,9,110,42
4406,2,9,108,76
4407,2,9,75,182
4408,2,9,73,125
4409,2,9,60,70
4410,2,9,68,56
4411,2,9,79,89
4412,2,9,121,63
4413,2,9,23,67
4414,2,9,42,89
4415,2,9,115,97
4416,2,9,52,114
4417,2,9,122,97
4418,2,9,1,88
4419,2,9,72,63
4420,2,9,109,91
4421,2,9,24,54
4422,2,9,81,64
4423,2,9,90,97
4424,2,9,112,34
4425,2,9,43,152
4426,2,9,84,80
4427,2,9,47,74
4428,2,9,77,114
4429,2,9,101,57
4430,2,9,83,103
4431,2,9,113,133
4432,2,9,120,110
4433,2,9,70,88
4434,2,9,69,61
4435,2,9,66,52
4436,2,9,114,118
4437,2,9,76,46
4438,2,9,63,60
4439,2,9,45,83
4440,2,9,106,69
4441,2,9,10,40
4442,2,9,78,64
4443,2,9,6,55
4444,2,9,5,41
4445,2,9,94,50
4446,2,9,40,160
4447,2,9,34,66
4448,2,9,32,86
4449,2,9,50,61
4450,2,9,25,78
4451,2,9,100,40
4452,2,9,18,106
4453,2,9,20,72
4454,2,9,111,45
4455,2,9,107,53
4456,2,9,30,47
4457,2,9,49,86
4458,2,9,88,74
4459,2,9,26,31
4460,2,9,123,47
4461,2,9,9,58
4462,2,9,104,100
4463,2,9,33,49
4464,2,9,62,87
4465,2,9,22,3
4466,2,10,44,166
4467,2,10,103,94
4468,2,10,28,48
4469,2,10,105,105
4470,2,10,13,100
4471,2,10,71,89
4472,2,10,7,36
4473,2,10,46,117
4474,2,10,48,109
4475,2,10,19,106
4476,2,10,41,99
4477,2,10,14,149
4478,2,10,67,124
4479,2,10,17,53
4480,2,10,61,52
4481,2,10,102,62
4482,2,10,110,80
4483,2,10,108,58
4484,2,10,75,184
4485,2,10,73,129
4486,2,10,60,83
4487,2,10,68,70
4488,2,10,79,90
4489,2,10,121,71
4490,2,10,23,60
4491,2,10,42,91
4492,2,10,115,97
4493,2,10,52,112
4494,2,10,122,78
4495,2,10,1,64
4496,2,10,72,61
4497,2,10,109,95
4498,2,10,24,65
4499,2,10,81,73
4500,2,10,90,92
4501,2,10,112,43
4502,2,10,43,133
4503,2,10,84,91
4504,2,10,47,124
4505,2,10,77,76
4506,2,10,101,42
4507,2,10,83,83
4508,2,10,113,87
4509,2,10,120,114
4510,2,10,70,76
4511,2,10,69,60
4512,2,10,66,48
4513,2,10,114,109
4514,2,10,76,26
4515,2,10,63,64
4516,2,10,45,77
4517,2,10,106,56
4518,2,10,10,48
4519,2,10,78,45
4520,2,10,6,51
4521,2,10,5,73
4522,2,10,94,47
4523,2,10,40,146
4524,2,10,34,74
4525,2,10,32,66
4526,2,10,50,56
4527,2,10,25,128
4528,2,10,100,50
4529,2,10,18,116
4530,2,10,20,68
4531,2,10,111,53
4532,2,10,107,68
4533,2,10,30,55
4534,2,10,49,80
4535,2,10,88,45
4536,2,10,26,48
4537,2,10,123,33
4538,2,10,9,72
4539,2,10,104,90
