,day,hour,precinct,sum
222,0,2,49,41
223,0,2,88,12
224,0,2,26,11
225,0,2,123,18
226,0,2,9,33
227,0,2,104,50
228,0,2,33,37
229,0,2,62,34
230,0,2,22,1
231,0,3,44,64
232,0,3,103,30
233,0,3,28,18
234,0,3,105,30
235,0,3,13,21
236,0,3,71,41
237,0,3,7,17
238,0,3,46,40
239,0,3,48,55
240,0,3,19,22
241,0,3,41,39
242,0,3,14,29
243,0,3,67,73
244,0,3,17,14
245,0,3,61,29
246,0,3,102,37
247,0,3,110,50
248,0,3,108,40
249,0,3,75,73
250,0,3,73,45
251,0,3,60,31
252,0,3,68,16
253,0,3,79,31
254,0,3,121,33
255,0,3,23,18
256,0,3,42,35
257,0,3,115,96
258,0,3,52,47
259,0,3,122,17
260,0,3,1,18
261,0,3,72,30
262,0,3,109,33
263,0,3,24,18
264,0,3,81,37
265,0,3,90,22
266,0,3,112,14
267,0,3,43,56
268,0,3,84,14
269,0,3,47,53
270,0,3,77,33
271,0,3,101,17
272,0,3,83,66
273,0,3,113,50
274,0,3,120,39
275,0,3,70,36
276,0,3,69,23
277,0,3,66,31
278,0,3,114,60
279,0,3,76,12
280,0,3,63,25
281,0,3,45,31
282,0,3,106,47
283,0,3,10,34
284,0,3,78,12
285,0,3,6,28
286,0,3,5,16
287,0,3,94,17
288,0,3,40,52
289,0,3,34,44
290,0,3,32,33
291,0,3,50,26
292,0,3,25,23
293,0,3,100,14
294,0,3,18,34
295,0,3,20,12
296,0,3,111,11
297,0,3,107,28
298,0,3,30,31
299,0,3,49,20
300,0,3,88,12
301,0,3,26,16
302,0,3,123,8
303,0,3,9,16
304,0,3,104,31
305,0,3,33,26
306,0,3,62,34
307,0,3,22,2
308,0,4,44,63
309,0,4,103,49
310,0,4,28,13
311,0,4,105,31
312,0,4,13,28
313,0,4,71,49
314,0,4,7,22
315,0,4,46,45
316,0,4,48,35
317,0,4,19,19
318,0,4,41,28
319,0,4,14,45
320,0,4,67,54
321,0,4,17,12
322,0,4,61,28
323,0,4,102,50
324,0,4,110,62
325,0,4,108,41
326,0,4,75,60
327,0,4,73,32
328,0,4,60,18
329,0,4,68,10
330,0,4,79,31
331,0,4,121,26
332,0,4,23,18
333,0,4,42,18
334,0,4,115,115
335,0,4,52,54
336,0,4,122,18
337,0,4,1,16
338,0,4,72,42
339,0,4,109,29
340,0,4,24,7
341,0,4,81,23
342,0,4,90,32
343,0,4,112,11
344,0,4,43,53
345,0,4,84,13
346,0,4,47,58
347,0,4,77,32
348,0,4,101,21
349,0,4,83,38
350,0,4,113,39
351,0,4,120,39
352,0,4,70,29
353,0,4,69,17
354,0,4,66,28
355,0,4,114,58
356,0,4,76,10
357,0,4,63,29
358,0,4,45,16
359,0,4,106,34
360,0,4,10,19
361,0,4,78,13
362,0,4,6,27
363,0,4,5,12
364,0,4,94,23
365,0,4,40,32
366,0,4,34,74
367,0,4,32,24
368,0,4,50,20
369,0,4,25,16
370,0,4,100,7
371,0,4,18,33
372,0,4,20,11
373,0,4,111,5
374,0,4,107,17
375,0,4,30,29
376,0,4,49,32
377,0,4,88,21
378,0,4,26,14
379,0,4,123,6
380,0,4,9,20
381,0,4,104,31
382,0,4,33,32
383,0,4,62,25
384,0,4,22,1
385,0,5,44,42
386,0,5,103,27
387,0,5,28,9
388,0,5,105,30
389,0,5,13,21
390,0,5,71,24
391,0,5,7,11
392,0,5,46,45
393,0,5,48,39
394,0,5,19,25
395,0,5,41,29
396,0,5,14,26
397,0,5,67,47
398,0,5,17,8
399,0,5,61,30
400,0,5,102,27
401,0,5,110,37
402,0,5,108,37
403,0,5,75,63
404,0,5,73,33
405,0,5,60,25
406,0,5,68,20
407,0,5,79,18
408,0,5,121,31
409,0,5,23,27
410,0,5,42,20
411,0,5,115,52
412,0,5,52,45
413,0,5,122,18
414,0,5,1,7
415,0,5,72,38
416,0,5,109,26
417,0,5,24,17
418,0,5,81,28
419,0,5,90,23
420,0,5,112,16
421,0,5,43,46
422,0,5,84,13
423,0,5,47,38
424,0,5,77,22
425,0,5,101,13
426,0,5,83,35
427,0,5,113,33
428,0,5,120,27
429,0,5,70,37
430,0,5,69,16
431,0,5,66,23
432,0,5,114,41
433,0,5,76,9
434,0,5,63,21
435,0,5,45,14
436,0,5,106,37
437,0,5,10,14
438,0,5,78,10
439,0,5,6,17
440,0,5,5,16
441,0,5,94,13
442,0,5,40,31
443,0,5,34,38
444,0,5,32,20
445,0,5,50,32
446,0,5,25,14
447,0,5,100,7
448,0,5,18,17
449,0,5,20,12
450,0,5,111,8
451,0,5,107,13
